complaint_id,customer_id,tower_id,complaint_type,priority,status,created_at,description
COMP0003740,CUST00002925,TOWER00442,slow_data,low,resolved,2025-11-22T04:21:18.566Z,Theatrum aduro ars substantia atqui cubo temperantia atrox assentator alii.
COMP0003741,CUST00000685,TOWER00401,billing_issue,medium,closed,2025-11-12T13:56:49.742Z,Molestiae dedecor virtus vitae aeternus ipsa.
COMP0003742,CUST00036481,TOWER00498,dropped_call,low,investigating,2025-10-26T22:30:47.185Z,Aspicio victus bibo.
COMP0003743,CUST00047380,TOWER00182,slow_data,medium,closed,2026-01-10T15:57:43.174Z,Appositus culpo acceptus voco depraedor atqui.
COMP0003744,CUST00045257,TOWER00466,no_signal,high,closed,2026-01-27T22:16:27.404Z,Aegre cupiditas vereor tremo aranea volubilis unde.
COMP0003745,CUST00048480,TOWER00205,slow_data,critical,closed,2026-01-21T23:35:15.369Z,Pauper adeptio carpo audio tenuis numquam caecus possimus adfero tutamen.
COMP0003746,CUST00004915,TOWER00156,poor_voice_quality,medium,investigating,2026-01-24T23:32:58.493Z,Solium deprimo apto turba suus.
COMP0003747,CUST00015043,TOWER00440,service_outage,high,resolved,2025-12-04T19:34:40.392Z,Credo ustilo pecco error texo vespillo tersus dolorum peccatus vesco.
COMP0003748,CUST00031400,TOWER00493,slow_data,low,closed,2026-02-01T09:07:39.685Z,Nesciunt ipsam eos ustulo commodi.
COMP0003749,CUST00029241,TOWER00304,no_signal,high,closed,2025-11-17T16:27:33.304Z,Similique magnam vulnero.
COMP0003750,CUST00008437,TOWER00292,slow_data,critical,closed,2026-02-14T01:34:42.285Z,Arma utrimque fugiat.
COMP0003751,CUST00035676,TOWER00226,service_outage,low,open,2026-01-15T08:36:52.986Z,Attonbitus degero decens vapulus.
COMP0003752,CUST00034249,TOWER00277,dropped_call,low,open,2026-01-10T15:46:38.230Z,Combibo caput adipiscor vallum comminor asper comis.
COMP0003753,CUST00005162,TOWER00239,slow_data,low,resolved,2026-01-13T11:59:09.155Z,Bis aro aggero admiratio autem tracto congregatio arma.
COMP0003754,CUST00024497,TOWER00279,service_outage,medium,investigating,2025-10-15T15:02:53.822Z,Depereo vorago deserunt censura tollo corrigo victus.
COMP0003755,CUST00041061,TOWER00160,poor_voice_quality,low,closed,2025-10-01T12:09:34.990Z,Brevis causa thorax arcesso.
COMP0003756,CUST00010197,TOWER00088,poor_voice_quality,high,resolved,2025-11-09T02:32:31.301Z,Curatio amor demonstro abeo clarus cornu facere solutio adhaero.
COMP0003757,CUST00009491,TOWER00052,billing_issue,high,closed,2025-10-05T12:15:46.871Z,Cras debitis abutor unus.
COMP0003758,CUST00022843,TOWER00199,billing_issue,low,investigating,2026-02-01T14:56:33.234Z,Porro vitae adversus uterque templum sulum alveus.
COMP0003759,CUST00048795,TOWER00262,poor_voice_quality,critical,investigating,2025-10-16T10:50:25.903Z,Approbo territo bis magni villa clementia dolorum trucido contego.
COMP0003760,CUST00048809,TOWER00120,billing_issue,medium,open,2026-01-10T03:35:08.385Z,Earum dedecor ducimus cinis advenio amplus creo denego sto charisma.
COMP0003761,CUST00022342,TOWER00446,no_signal,high,closed,2025-11-23T01:03:09.883Z,Calco vereor voro vicissitudo casso pel animadverto ultra.
COMP0003762,CUST00024809,TOWER00421,billing_issue,critical,resolved,2026-01-12T04:45:20.971Z,Cubicularis animus cena uberrime summa super curis.
COMP0003763,CUST00001802,TOWER00013,poor_voice_quality,high,closed,2025-10-27T19:25:23.453Z,Tracto audax vulnero deprimo caecus vinculum unus tergiversatio thesaurus tendo.
COMP0003764,CUST00033129,TOWER00119,dropped_call,medium,investigating,2026-01-21T04:39:29.026Z,Solum amoveo textor tripudio curia voco vetus absum repellendus coniecto.
COMP0003765,CUST00025015,TOWER00074,no_signal,critical,closed,2025-11-27T07:26:51.146Z,Sum audio aut.
COMP0003766,CUST00000481,TOWER00035,billing_issue,low,open,2025-10-10T16:36:04.199Z,At templum callide tunc stultus cur.
COMP0003767,CUST00038385,TOWER00450,billing_issue,high,investigating,2025-12-09T19:30:23.520Z,Argumentum sub vox arx cunabula compono desidero versus tribuo.
COMP0003768,CUST00045894,TOWER00355,dropped_call,medium,resolved,2025-11-13T18:36:46.837Z,Conculco arbitro demens tamquam aptus tergiversatio.
COMP0003769,CUST00012788,TOWER00251,billing_issue,low,open,2025-11-03T01:34:21.618Z,Assentator aegrotatio arcesso officia.
COMP0003770,CUST00020243,TOWER00252,billing_issue,low,open,2025-12-19T16:41:57.303Z,Et ustilo toties aegrus demonstro contego derideo.
COMP0003771,CUST00023778,TOWER00176,no_signal,critical,closed,2026-02-07T22:30:37.091Z,Video ancilla et.
COMP0003772,CUST00038111,TOWER00287,dropped_call,low,closed,2026-01-01T13:08:17.177Z,Articulus conspergo cras nemo vitiosus thymum capio admiratio vito vesper.
COMP0003773,CUST00031453,TOWER00296,no_signal,low,closed,2025-12-28T09:20:21.288Z,Somniculosus adversus viridis demo tardus acies correptius sui eveniet.
COMP0003774,CUST00018890,TOWER00295,dropped_call,high,open,2025-11-22T08:52:35.081Z,Taceo creptio stipes adaugeo.
COMP0003775,CUST00035028,TOWER00468,no_signal,medium,resolved,2025-10-13T02:52:24.790Z,Tergeo deprimo aeger adduco volva doloribus.
COMP0003776,CUST00016882,TOWER00144,slow_data,critical,investigating,2026-02-01T16:50:25.448Z,Suffragium iure bis creator articulus canto assentator avaritia dolorem clibanus.
COMP0003777,CUST00024862,TOWER00343,billing_issue,low,resolved,2025-10-12T03:25:32.672Z,Versus ventosus sapiente.
COMP0003778,CUST00030527,TOWER00434,billing_issue,medium,resolved,2025-11-07T21:29:28.568Z,Adversus desolo spero defluo tristis volva caelum amplitudo accusantium.
COMP0003779,CUST00022335,TOWER00148,no_signal,low,resolved,2025-11-08T20:21:14.642Z,Porro aurum congregatio necessitatibus.
COMP0003780,CUST00038038,TOWER00390,poor_voice_quality,medium,resolved,2026-02-03T19:55:14.803Z,Theologus sophismata derelinquo conspergo vaco cilicium possimus confero paulatim videlicet.
COMP0003781,CUST00015257,TOWER00273,poor_voice_quality,high,open,2026-01-05T04:29:56.658Z,Caelum adeo adeo cum victoria audacia bene villa tollo.
COMP0003782,CUST00015890,TOWER00459,dropped_call,low,closed,2025-10-30T01:15:44.573Z,Cunctatio calco patrocinor stultus varius cavus decipio adduco sunt victoria.
COMP0003783,CUST00000759,TOWER00400,billing_issue,high,open,2025-12-13T14:29:18.052Z,Summisse nobis dedico uter sponte deleo aranea.
COMP0003784,CUST00013712,TOWER00081,no_signal,high,closed,2026-01-03T15:47:28.388Z,Laboriosam viriliter vestrum conatus rerum curto calamitas unde.
COMP0003785,CUST00041353,TOWER00227,billing_issue,high,resolved,2026-01-14T22:43:01.840Z,Depereo colligo adeo nostrum neque venia.
COMP0003786,CUST00038562,TOWER00072,dropped_call,medium,closed,2025-12-05T03:43:32.872Z,Decretum caveo adflicto esse tyrannus depono vita crustulum.
COMP0003787,CUST00038787,TOWER00373,dropped_call,low,closed,2025-11-20T02:57:01.670Z,Pectus strenuus cruentus ago.
COMP0003788,CUST00024865,TOWER00496,poor_voice_quality,high,open,2025-10-11T11:59:14.762Z,Tracto asper testimonium auditor patria subnecto.
COMP0003789,CUST00045942,TOWER00105,service_outage,high,open,2025-12-07T11:22:03.829Z,Defaeco numquam ustilo tametsi contego caritas subiungo.
COMP0003790,CUST00046905,TOWER00425,service_outage,medium,open,2025-10-08T23:11:46.862Z,Brevis officia dignissimos vacuus temperantia desidero adficio subito aeger vitae.
COMP0003791,CUST00037486,TOWER00046,poor_voice_quality,high,resolved,2025-10-11T09:57:08.468Z,Textilis eligendi averto contabesco atqui subiungo.
COMP0003792,CUST00012710,TOWER00297,no_signal,critical,closed,2025-12-21T09:52:05.578Z,Dicta suggero decens cunae placeat.
COMP0003793,CUST00047068,TOWER00071,slow_data,medium,open,2025-12-05T05:26:24.690Z,Verecundia blandior corrupti abutor.
COMP0003794,CUST00019853,TOWER00384,dropped_call,low,investigating,2025-12-13T13:24:24.045Z,Angulus delibero cattus tubineus facere vigor arto quasi.
COMP0003795,CUST00033161,TOWER00317,poor_voice_quality,low,investigating,2026-02-07T13:03:12.037Z,Capto cito certe.
COMP0003796,CUST00004731,TOWER00208,billing_issue,critical,open,2025-10-07T20:54:58.456Z,Combibo subvenio bonus conturbo conculco tamquam.
COMP0003797,CUST00002547,TOWER00006,no_signal,medium,investigating,2025-11-27T05:20:02.793Z,Pax cupiditate terminatio censura.
COMP0003798,CUST00043957,TOWER00361,poor_voice_quality,medium,investigating,2025-11-28T20:19:52.287Z,Vos cotidie tyrannus volo ascit deprimo conqueror ater itaque.
COMP0003799,CUST00007155,TOWER00492,poor_voice_quality,critical,closed,2026-01-16T17:17:30.544Z,Claro confugo suffoco corona cras capitulus ipsa suscipio appono.
COMP0003800,CUST00047436,TOWER00061,poor_voice_quality,low,closed,2025-10-23T16:18:28.164Z,Tubineus cimentarius cernuus ultra varius delectatio videlicet avaritia.
COMP0003801,CUST00040815,TOWER00213,billing_issue,high,closed,2025-11-08T02:31:27.851Z,Altus complectus vomica curvo cupiditas conturbo tabgo vicinus atrocitas incidunt.
COMP0003802,CUST00002221,TOWER00118,service_outage,critical,resolved,2025-11-22T01:20:46.767Z,Curo cumque aeger stips.
COMP0003803,CUST00024412,TOWER00187,billing_issue,medium,closed,2025-11-17T12:49:08.425Z,Varius tempus canis ulterius vito demitto vorago texo.
COMP0003804,CUST00006655,TOWER00003,slow_data,medium,closed,2025-12-14T16:08:55.192Z,Vis dolores aliquam centum.
COMP0003805,CUST00046314,TOWER00057,billing_issue,high,open,2026-02-10T13:43:26.338Z,Vulpes alo caute.
COMP0003806,CUST00036601,TOWER00407,billing_issue,high,open,2026-02-02T23:39:29.796Z,Copia pecus turpis verbum vester vado utilis ambulo antepono.
COMP0003807,CUST00008435,TOWER00442,slow_data,low,closed,2026-01-11T12:34:54.445Z,Curo tibi autem demonstro vehemens tabernus velum.
COMP0003808,CUST00029922,TOWER00365,service_outage,high,investigating,2025-10-02T17:58:31.924Z,Civis adnuo vesco tumultus clamo amplexus.
COMP0003809,CUST00046628,TOWER00204,slow_data,low,closed,2025-11-10T18:58:14.187Z,Labore decipio vociferor delego.
COMP0003810,CUST00033599,TOWER00108,service_outage,critical,resolved,2025-11-11T08:10:15.844Z,Chirographum subnecto cunabula cernuus dolorum aegrotatio aut.
COMP0003811,CUST00028499,TOWER00146,poor_voice_quality,high,investigating,2025-10-09T07:27:44.165Z,Admoneo tamisium consequuntur necessitatibus damno ars vulnero degero celo.
COMP0003812,CUST00015332,TOWER00025,no_signal,low,open,2025-11-27T22:39:54.921Z,Tepesco sperno vilitas patior vulnero viduo.
COMP0003813,CUST00009630,TOWER00085,dropped_call,high,resolved,2026-02-05T22:12:20.166Z,Nisi vere vicinus.
COMP0003814,CUST00035944,TOWER00131,poor_voice_quality,critical,open,2025-10-29T16:31:11.354Z,Cerno copia apparatus sublime bestia verbum amita adhuc.
COMP0003815,CUST00032553,TOWER00494,poor_voice_quality,medium,open,2025-10-23T13:30:52.104Z,Deripio apto curis omnis vociferor laborum cruciamentum ullam.
COMP0003816,CUST00038652,TOWER00266,service_outage,high,closed,2026-01-07T06:46:12.550Z,Tantillus crastinus pecco tutamen adipiscor aperiam ubi arbitro.
COMP0003817,CUST00002187,TOWER00272,dropped_call,critical,resolved,2026-01-31T16:24:12.999Z,Inventore pecto supellex pax sed defessus cubo.
COMP0003818,CUST00034323,TOWER00029,service_outage,critical,open,2025-11-19T02:45:50.750Z,Viscus architecto clementia commodi vespillo tremo deputo comminor ante tot.
COMP0003819,CUST00035569,TOWER00044,service_outage,high,open,2026-01-23T01:46:51.662Z,Succedo audio sortitus.
COMP0003820,CUST00013977,TOWER00130,no_signal,low,resolved,2026-01-27T00:19:19.765Z,Iusto accedo clibanus mollitia.
COMP0003821,CUST00048884,TOWER00258,service_outage,medium,open,2026-02-11T03:40:17.090Z,Pectus considero pel advoco totam adsidue cattus.
COMP0003822,CUST00046929,TOWER00451,billing_issue,medium,resolved,2025-12-02T09:17:54.445Z,Timidus uterque statua campana denuo.
COMP0003823,CUST00047602,TOWER00220,poor_voice_quality,critical,open,2025-10-10T16:17:50.573Z,Audio vulticulus ab umerus decumbo.
COMP0003824,CUST00012597,TOWER00406,dropped_call,medium,resolved,2025-11-09T03:34:48.996Z,Soluta atavus tondeo.
COMP0003825,CUST00024200,TOWER00285,service_outage,medium,closed,2026-02-01T21:24:07.568Z,Optio vobis vacuus vae confugo cumque beneficium suscipio.
COMP0003826,CUST00032491,TOWER00346,dropped_call,low,investigating,2025-10-04T13:26:47.013Z,Carbo volo blanditiis appono.
COMP0003827,CUST00035470,TOWER00021,slow_data,low,resolved,2025-10-30T21:01:26.383Z,Crepusculum correptius suffoco capio.
COMP0003828,CUST00016126,TOWER00153,no_signal,medium,open,2025-11-05T12:56:53.424Z,Cur pecus theologus sapiente taceo curia.
COMP0003829,CUST00035187,TOWER00415,poor_voice_quality,low,closed,2025-10-14T04:59:21.517Z,Apostolus repellat recusandae versus tumultus inflammatio socius aptus pariatur deprecator.
COMP0003830,CUST00025531,TOWER00069,slow_data,critical,investigating,2025-10-22T20:24:17.378Z,Autem officia unus sulum communis ipsam spiritus vulgivagus paulatim occaecati.
COMP0003831,CUST00027216,TOWER00128,slow_data,low,closed,2025-12-14T01:11:44.841Z,Deprecator adversus cohors speciosus conatus eveniet caste comis.
COMP0003832,CUST00046688,TOWER00198,slow_data,critical,investigating,2025-11-02T14:20:28.763Z,Speculum crudelis vorax.
COMP0003833,CUST00020504,TOWER00275,poor_voice_quality,high,closed,2025-12-20T12:04:09.114Z,Pel cubicularis alias.
COMP0003834,CUST00039829,TOWER00091,service_outage,high,closed,2025-12-19T12:03:37.830Z,Confugo laborum tandem.
COMP0003835,CUST00028561,TOWER00218,poor_voice_quality,medium,open,2025-12-19T02:39:00.232Z,Colligo validus sperno consequatur repudiandae talis sordeo aetas colo adipiscor.
COMP0003836,CUST00000481,TOWER00404,slow_data,medium,open,2025-12-17T06:32:15.731Z,Cometes tenus consequuntur agnosco ocer vobis.
COMP0003837,CUST00048875,TOWER00043,dropped_call,low,resolved,2026-01-18T23:24:28.062Z,Communis tener utrimque utique eaque solvo basium.
COMP0003838,CUST00031432,TOWER00149,no_signal,medium,investigating,2026-01-08T11:01:37.357Z,Cursus suppellex soluta.
COMP0003839,CUST00000856,TOWER00405,service_outage,high,investigating,2026-01-27T19:06:06.786Z,Eligendi votum pauper subseco commodi villa provident caveo adopto numquam.
COMP0003840,CUST00021253,TOWER00384,no_signal,high,resolved,2025-10-14T18:38:10.363Z,Optio titulus supellex infit crustulum vehemens.
COMP0003841,CUST00018719,TOWER00325,no_signal,medium,resolved,2025-10-13T18:43:26.512Z,Succedo veritas thesaurus aliquam comedo varius caute cavus vix cibus.
COMP0003842,CUST00014274,TOWER00350,dropped_call,low,resolved,2025-12-18T15:26:53.711Z,Facilis aedificium annus anser ter succurro tempora.
COMP0003843,CUST00029927,TOWER00246,service_outage,low,open,2025-10-28T16:50:22.375Z,Viscus esse acidus arguo brevis adinventitias tactus amor thorax.
COMP0003844,CUST00013272,TOWER00212,poor_voice_quality,critical,investigating,2025-11-10T01:50:38.044Z,Allatus callide ambulo conatus terga abduco.
COMP0003845,CUST00021841,TOWER00154,service_outage,high,resolved,2026-01-17T13:54:29.148Z,Triduana adnuo tumultus accusantium ratione comburo aequus.
COMP0003846,CUST00018798,TOWER00144,dropped_call,high,resolved,2026-01-26T14:41:01.937Z,Ullam alo sodalitas avaritia.
COMP0003847,CUST00044413,TOWER00423,dropped_call,critical,open,2026-01-23T19:40:46.653Z,Veritas spiculum arbustum balbus absorbeo quidem patrocinor possimus audio.
COMP0003848,CUST00031013,TOWER00013,poor_voice_quality,high,investigating,2025-10-19T16:30:36.960Z,Calamitas suasoria averto abscido decerno atavus velum spiritus correptius.
COMP0003849,CUST00007112,TOWER00307,poor_voice_quality,high,investigating,2025-12-20T21:59:24.732Z,Tepidus stips arto totidem stabilis voluptatibus pauci.
COMP0003850,CUST00034671,TOWER00375,dropped_call,low,investigating,2026-02-14T23:29:57.078Z,Sortitus censura civitas cohaero clamo contego excepturi defetiscor defungo magnam.
COMP0003851,CUST00038175,TOWER00090,no_signal,high,investigating,2026-02-04T05:20:01.850Z,Degusto utroque considero caste ambulo amo totidem.
COMP0003852,CUST00009778,TOWER00399,poor_voice_quality,medium,resolved,2025-12-13T17:32:09.929Z,Unus titulus uterque quibusdam cattus vito vulgivagus.
COMP0003853,CUST00014128,TOWER00098,no_signal,low,investigating,2025-11-07T10:28:28.635Z,Currus vorago temporibus iure.
COMP0003854,CUST00022650,TOWER00058,no_signal,critical,resolved,2025-12-16T05:49:45.082Z,Bos clam careo possimus.
COMP0003855,CUST00045034,TOWER00295,billing_issue,critical,investigating,2025-10-22T02:45:05.480Z,Templum reiciendis vesica amaritudo traho infit.
COMP0003856,CUST00014239,TOWER00002,service_outage,low,investigating,2025-11-14T03:43:58.208Z,Conculco crebro vestrum.
COMP0003857,CUST00039277,TOWER00327,billing_issue,critical,open,2025-10-04T06:36:16.735Z,Crepusculum volup spes vulgaris cilicium strues.
COMP0003858,CUST00013735,TOWER00052,billing_issue,critical,investigating,2026-01-22T05:23:58.284Z,Vacuus nisi tamisium ceno amita vester voluntarius.
COMP0003859,CUST00007301,TOWER00440,slow_data,critical,investigating,2026-01-23T21:20:05.873Z,Antepono demoror corrigo desparatus alias pectus vox hic cupressus.
COMP0003860,CUST00018870,TOWER00309,service_outage,high,open,2026-01-01T09:06:25.689Z,Certus concido modi ait quas demum.
COMP0003861,CUST00015406,TOWER00302,dropped_call,low,open,2026-02-07T11:06:38.187Z,Timor comis ipsum depraedor adfero sumptus deduco.
COMP0003862,CUST00048492,TOWER00309,billing_issue,low,closed,2025-10-22T02:17:50.844Z,Absque tristis vigilo.
COMP0003863,CUST00026997,TOWER00400,dropped_call,high,open,2025-11-02T06:50:10.274Z,Solus temporibus video blanditiis veritas tui alter aperio rerum debilito.
COMP0003864,CUST00020489,TOWER00238,poor_voice_quality,high,investigating,2025-11-06T02:16:24.964Z,Cupio desolo desolo callide comedo surgo sophismata cauda vaco.
COMP0003865,CUST00034345,TOWER00436,no_signal,medium,open,2025-11-21T08:43:32.441Z,Communis ventito minima.
COMP0003866,CUST00038920,TOWER00092,billing_issue,high,resolved,2026-01-19T07:28:09.286Z,Depraedor deripio voluptates credo candidus unde conservo torrens careo.
COMP0003867,CUST00039521,TOWER00180,billing_issue,high,closed,2026-01-23T20:20:54.619Z,Beneficium vomer causa curvo cauda debilito atavus decens.
COMP0003868,CUST00023533,TOWER00235,no_signal,low,resolved,2025-12-11T05:24:01.293Z,Creta ab cetera canonicus ex suppono illum esse xiphias vulariter.
COMP0003869,CUST00042092,TOWER00240,poor_voice_quality,medium,closed,2025-10-12T17:10:47.180Z,Stillicidium toties inflammatio cavus odit mollitia amplus.
COMP0003870,CUST00035405,TOWER00378,slow_data,medium,resolved,2025-11-10T11:03:00.849Z,Temperantia distinctio valeo vulariter sono sponte canto.
COMP0003871,CUST00042168,TOWER00197,billing_issue,high,closed,2025-11-27T18:03:43.510Z,Amitto attero facere porro ulciscor alo adimpleo eligendi.
COMP0003872,CUST00032850,TOWER00396,no_signal,medium,resolved,2025-10-31T05:20:49.116Z,Vado utrimque tempus defetiscor universe.
COMP0003873,CUST00046301,TOWER00043,service_outage,low,closed,2026-01-05T11:54:28.226Z,Quibusdam conventus alias vae taceo decor porro.
COMP0003874,CUST00037286,TOWER00083,poor_voice_quality,medium,resolved,2025-12-04T02:25:16.382Z,Cubitum adopto talio bellicus.
COMP0003875,CUST00007282,TOWER00328,poor_voice_quality,critical,investigating,2025-10-12T21:30:30.267Z,Cubicularis casus crapula censura quas.
COMP0003876,CUST00029193,TOWER00247,poor_voice_quality,medium,closed,2025-12-09T18:58:41.284Z,Sortitus acquiro adnuo conservo vindico cerno libero deputo provident tamdiu.
COMP0003877,CUST00021285,TOWER00362,billing_issue,medium,open,2026-01-01T20:32:24.181Z,Speculum nobis desino volaticus.
COMP0003878,CUST00036224,TOWER00003,billing_issue,medium,closed,2025-11-05T12:46:07.129Z,Cicuta arma absum torrens vulpes tum astrum.
COMP0003879,CUST00036349,TOWER00026,service_outage,high,investigating,2025-10-07T11:22:21.238Z,Urbanus strues defero textor cuppedia ultio turbo.
COMP0003880,CUST00005312,TOWER00186,service_outage,critical,resolved,2026-01-09T07:06:21.642Z,Voluptatem vulgivagus totidem.
COMP0003881,CUST00001724,TOWER00338,dropped_call,medium,closed,2025-12-23T16:28:03.840Z,Cornu cibo ultio alter curto alias reprehenderit aiunt tabula.
COMP0003882,CUST00022027,TOWER00092,service_outage,high,resolved,2025-12-21T05:59:09.301Z,Rerum ascisco dedico viriliter.
COMP0003883,CUST00049958,TOWER00259,service_outage,medium,investigating,2026-01-07T11:28:32.348Z,Cupiditate aqua stipes vilis tamisium benevolentia deorsum crudelis.
COMP0003884,CUST00010412,TOWER00489,service_outage,low,investigating,2025-10-18T19:13:03.954Z,Ter audio tergo caterva cena congregatio a votum vulgivagus.
COMP0003885,CUST00013199,TOWER00160,slow_data,medium,resolved,2025-12-06T19:26:09.615Z,Creo incidunt pauper demum ara.
COMP0003886,CUST00036810,TOWER00052,slow_data,medium,resolved,2026-01-31T03:16:24.375Z,Arceo minus speculum sequi tripudio.
COMP0003887,CUST00017797,TOWER00012,billing_issue,low,open,2025-11-04T08:56:39.640Z,Conatus pectus tunc consequuntur cresco vigilo dedico tantum celo dapifer.
COMP0003888,CUST00008442,TOWER00343,no_signal,low,closed,2026-01-12T12:51:20.844Z,Coniecto vulariter eligendi tener cupressus alo suggero adicio.
COMP0003889,CUST00007062,TOWER00387,no_signal,critical,investigating,2025-10-20T07:37:53.347Z,Crur caveo vis veritas spiritus est.
COMP0003890,CUST00021287,TOWER00295,no_signal,low,closed,2025-11-14T18:53:33.262Z,Absum conicio iusto antea tremo curo.
COMP0003891,CUST00022761,TOWER00129,no_signal,medium,open,2026-02-05T00:39:40.111Z,Vesper itaque vindico iure vae vinum doloribus vomer cursus advenio.
COMP0003892,CUST00030970,TOWER00245,no_signal,medium,closed,2026-01-05T05:19:26.916Z,Commodi decerno nostrum valeo.
COMP0003893,CUST00012224,TOWER00208,billing_issue,low,open,2025-12-03T20:45:19.813Z,Suadeo auctor animus terreo similique qui tero tyrannus.
COMP0003894,CUST00044285,TOWER00491,slow_data,high,open,2025-12-05T12:12:57.339Z,Defendo viduo currus spargo deludo bestia ab autem velit.
COMP0003895,CUST00014834,TOWER00358,no_signal,low,open,2026-01-23T06:06:45.845Z,Considero defero atque astrum defendo vis capio tabula vulgaris.
COMP0003896,CUST00005454,TOWER00203,billing_issue,low,open,2026-01-23T14:03:38.725Z,Vesica aufero incidunt auditor sophismata casus somniculosus depopulo aperte.
COMP0003897,CUST00027852,TOWER00495,poor_voice_quality,critical,resolved,2025-12-30T07:42:51.413Z,Blanditiis blandior aedificium desolo depulso templum cursus.
COMP0003898,CUST00003443,TOWER00089,service_outage,medium,closed,2026-02-02T11:20:48.514Z,Tres cetera illum damnatio admiratio curso.
COMP0003899,CUST00011078,TOWER00491,service_outage,high,investigating,2026-01-17T02:28:32.634Z,Incidunt virga vinculum.
COMP0003900,CUST00041835,TOWER00386,dropped_call,high,open,2026-01-15T02:35:03.192Z,Vester veniam decipio tametsi.
COMP0003901,CUST00013584,TOWER00051,service_outage,critical,investigating,2025-11-30T08:53:26.383Z,Ullam territo quam.
COMP0003902,CUST00020276,TOWER00353,poor_voice_quality,critical,open,2025-12-02T20:57:42.477Z,Architecto saepe temperantia vesper tabella tergo expedita curso praesentium.
COMP0003903,CUST00016816,TOWER00076,slow_data,medium,investigating,2025-12-17T00:53:33.624Z,Viriliter carpo adulatio taedium cruentus vapulus repellendus vito ultra aequitas.
COMP0003904,CUST00018816,TOWER00258,no_signal,medium,open,2025-10-16T16:42:26.532Z,Cunabula aggredior uter ultio rerum.
COMP0003905,CUST00041543,TOWER00310,billing_issue,low,resolved,2025-11-14T18:27:17.168Z,Tergiversatio saepe sollicito texo.
COMP0003906,CUST00045963,TOWER00108,no_signal,critical,open,2025-12-15T04:14:36.253Z,Textor testimonium absconditus turbo sumo voro cuppedia sumo.
COMP0003907,CUST00013691,TOWER00150,slow_data,low,closed,2025-10-27T03:14:21.444Z,Commodi temperantia unus temptatio tumultus voro consequuntur quibusdam spoliatio coma.
COMP0003908,CUST00042080,TOWER00387,billing_issue,low,resolved,2025-10-20T23:42:54.577Z,Vestrum cubo solvo abundans.
COMP0003909,CUST00047189,TOWER00331,no_signal,medium,closed,2025-10-05T16:58:03.582Z,Adsuesco bestia corona basium eius cedo amo.
COMP0003910,CUST00046250,TOWER00396,dropped_call,low,resolved,2025-12-18T11:45:00.583Z,Vigilo decimus acidus eaque defungo.
COMP0003911,CUST00036177,TOWER00343,service_outage,low,closed,2025-11-09T08:43:42.718Z,Adstringo iusto aduro ascit adhaero admoneo.
COMP0003912,CUST00002574,TOWER00212,no_signal,medium,resolved,2026-01-11T01:23:49.616Z,Auctor acidus auctor conicio inventore.
COMP0003913,CUST00031188,TOWER00276,poor_voice_quality,medium,open,2025-11-18T02:54:46.050Z,Ipsa ducimus beatus tamisium odio dedico ocer delego cimentarius cura.
COMP0003914,CUST00019706,TOWER00079,poor_voice_quality,low,resolved,2025-11-02T22:57:05.774Z,Aro video vesper.
COMP0003915,CUST00029975,TOWER00447,service_outage,medium,open,2025-11-18T11:20:17.942Z,Absens cena temporibus conventus pecco volup tollo.
COMP0003916,CUST00004965,TOWER00100,slow_data,medium,resolved,2025-12-06T00:46:55.718Z,Calco vulgaris eius creptio arbustum taedium vicinus aureus.
COMP0003917,CUST00023149,TOWER00105,service_outage,high,resolved,2025-10-12T18:18:56.321Z,Cauda stipes supra officia tepesco.
COMP0003918,CUST00001250,TOWER00159,billing_issue,high,resolved,2026-02-05T17:21:39.438Z,Balbus taceo argumentum statim comburo cresco coadunatio tricesimus caste autus.
COMP0003919,CUST00025985,TOWER00443,service_outage,critical,investigating,2025-10-03T14:39:48.426Z,Timor quibusdam pax minus audacia voro adstringo voro vicinus.
COMP0003920,CUST00024144,TOWER00041,no_signal,medium,investigating,2026-01-02T02:21:56.791Z,Balbus tantum tamisium vergo tabernus casso surgo.
COMP0003921,CUST00044697,TOWER00231,no_signal,critical,resolved,2026-02-09T18:39:15.938Z,Cubicularis sordeo advenio clibanus trepide corrupti civitas vestigium aut crur.
COMP0003922,CUST00012755,TOWER00379,slow_data,low,investigating,2025-12-11T04:05:31.548Z,Vae cervus aestus.
COMP0003923,CUST00007178,TOWER00297,slow_data,low,open,2025-12-06T05:08:39.870Z,Admoveo sit comitatus conturbo arcesso contego tenuis sed paulatim corrigo.
COMP0003924,CUST00021590,TOWER00414,no_signal,high,closed,2026-01-11T23:08:06.599Z,Advoco ad adiuvo urbs brevis.
COMP0003925,CUST00039191,TOWER00177,service_outage,high,closed,2025-12-11T01:56:07.032Z,Verus curiositas villa bene defleo succurro solitudo sono sperno summopere.
COMP0003926,CUST00018393,TOWER00001,poor_voice_quality,low,resolved,2025-10-02T08:03:23.647Z,Vomito culpo valetudo dolores.
COMP0003927,CUST00009706,TOWER00330,service_outage,low,closed,2025-11-12T18:09:45.173Z,Brevis coepi curo cito coadunatio trucido eum.
COMP0003928,CUST00005519,TOWER00004,poor_voice_quality,critical,closed,2025-12-18T21:38:09.015Z,Curia templum depereo advoco crustulum stabilis ustilo cubicularis canis sponte.
COMP0003929,CUST00011212,TOWER00492,billing_issue,critical,closed,2025-11-17T20:39:49.351Z,Cogito crapula abscido adeptio nam surculus tenetur alioqui conventus.
