record_id,tower_id,timestamp,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,condition
WX002522,TOWER00326,2025-11-15T03:13:53.248Z,10.2,49,39.5,3.5,fog
WX002523,TOWER00178,2026-02-02T03:40:35.508Z,0.7,51,4.7,25.9,fog
WX002524,TOWER00154,2026-01-30T15:12:04.667Z,10.6,99,29.9,22.1,storm
WX002525,TOWER00128,2025-11-05T12:41:10.594Z,-0.7,70,6,15.9,snow
WX002526,TOWER00292,2026-01-31T07:49:13.402Z,21.1,69,47.4,1.1,fog
WX002527,TOWER00081,2025-11-14T12:37:33.637Z,25.7,95,51.1,12.5,storm
WX002528,TOWER00464,2025-10-20T04:25:11.057Z,23.5,37,19.9,5.1,cloudy
WX002529,TOWER00184,2025-10-12T14:55:15.432Z,23.6,38,40,44.3,rain
WX002530,TOWER00303,2025-10-08T05:19:40.806Z,12,44,27.9,9.1,rain
WX002531,TOWER00107,2025-12-05T04:10:16.297Z,-6.7,46,40.7,34.5,rain
WX002532,TOWER00361,2026-01-07T11:12:54.081Z,34.3,99,4,20.4,storm
WX002533,TOWER00404,2026-01-17T14:28:10.228Z,10,55,47.4,38.8,rain
WX002534,TOWER00362,2026-02-10T19:24:44.122Z,-3.6,35,28.2,48.8,snow
WX002535,TOWER00120,2025-11-18T21:56:52.218Z,-6,23,53.6,39.8,cloudy
WX002536,TOWER00392,2025-11-07T01:08:56.417Z,14,26,49,26.6,cloudy
WX002537,TOWER00042,2026-02-08T11:41:19.024Z,3.5,84,36.3,43.3,cloudy
WX002538,TOWER00089,2025-10-08T16:44:54.040Z,-6.8,48,1.8,41.9,rain
WX002539,TOWER00082,2025-11-28T18:45:50.203Z,12.8,91,43.9,29,snow
WX002540,TOWER00247,2025-12-27T21:42:54.714Z,31.6,85,37.1,33.8,snow
WX002541,TOWER00112,2026-02-04T03:22:13.677Z,20.8,44,47.7,6.9,clear
WX002542,TOWER00109,2026-01-05T18:07:48.856Z,3,87,39.4,3,clear
WX002543,TOWER00358,2026-01-10T09:11:47.103Z,27.1,80,49.7,27.8,clear
WX002544,TOWER00393,2026-01-08T16:51:12.446Z,-8.2,89,51.9,33.2,cloudy
WX002545,TOWER00429,2025-10-13T08:31:08.578Z,9,88,19.4,6.1,cloudy
WX002546,TOWER00333,2025-11-01T06:14:38.716Z,39.3,20,40.5,3.4,rain
WX002547,TOWER00069,2026-01-05T05:24:28.273Z,-4.1,45,13.1,14.3,fog
WX002548,TOWER00165,2025-11-24T16:28:01.740Z,19.8,59,23.3,36.5,cloudy
WX002549,TOWER00262,2026-01-11T09:56:02.456Z,-6.6,69,60,23.3,clear
WX002550,TOWER00495,2026-02-06T17:51:29.994Z,1.8,22,22.7,13,clear
WX002551,TOWER00091,2025-11-06T11:33:33.883Z,2.9,95,59.1,7.6,clear
WX002552,TOWER00367,2025-11-23T15:16:01.924Z,15.8,78,33.2,40.8,rain
WX002553,TOWER00302,2025-10-02T20:36:07.138Z,25.4,63,49.1,22.2,rain
WX002554,TOWER00171,2025-12-15T04:41:10.974Z,1.7,76,3,29.8,snow
WX002555,TOWER00431,2026-01-18T19:21:27.398Z,-7.2,30,56.3,15.1,clear
WX002556,TOWER00411,2026-01-24T10:54:41.206Z,31.3,87,29.1,9.8,clear
WX002557,TOWER00215,2025-10-02T17:47:35.454Z,24.6,69,33.9,14.9,snow
WX002558,TOWER00489,2025-12-16T14:07:47.167Z,17.2,82,57.1,30.4,clear
WX002559,TOWER00410,2025-11-26T22:18:04.658Z,-3.9,33,37.6,26.3,cloudy
WX002560,TOWER00211,2025-11-18T09:08:54.638Z,36.2,97,32,24.4,clear
WX002561,TOWER00108,2026-01-02T23:24:35.488Z,13.3,83,22.9,29.2,cloudy
WX002562,TOWER00467,2025-10-17T14:27:09.142Z,16.8,84,52.2,32.3,clear
WX002563,TOWER00108,2025-12-26T20:34:01.741Z,29.9,86,59.1,35.7,storm
WX002564,TOWER00310,2025-10-28T19:55:21.494Z,34.5,76,52.1,24.8,rain
WX002565,TOWER00118,2025-11-07T08:58:57.689Z,21.5,34,4.1,41.8,clear
WX002566,TOWER00120,2026-02-11T04:05:54.566Z,-4.5,33,10.2,29.4,rain
WX002567,TOWER00307,2026-02-08T19:34:03.178Z,10.7,88,26.6,5,cloudy
WX002568,TOWER00108,2025-11-19T03:48:20.357Z,-5.1,53,7.2,6.7,snow
WX002569,TOWER00028,2025-12-09T18:11:21.237Z,30.9,78,44.7,37.9,rain
WX002570,TOWER00394,2025-12-18T22:55:07.993Z,33.3,37,39.8,45.8,snow
WX002571,TOWER00202,2025-11-24T23:05:51.921Z,0.4,93,1.1,23.4,clear
WX002572,TOWER00174,2025-11-29T18:44:30.230Z,-6.5,68,4.1,11.2,snow
WX002573,TOWER00407,2025-11-20T12:42:04.686Z,6.4,29,43.6,38.6,storm
WX002574,TOWER00451,2025-12-02T07:47:51.447Z,38.2,95,16.7,39.3,cloudy
WX002575,TOWER00287,2026-01-11T01:25:48.405Z,-1.8,83,14,45.1,snow
WX002576,TOWER00279,2025-12-07T03:35:22.160Z,-2.2,88,37.1,28.8,rain
WX002577,TOWER00436,2026-01-16T20:09:25.698Z,17.1,70,52.2,18,fog
WX002578,TOWER00485,2025-12-24T08:13:08.548Z,-7.7,75,1.6,15.4,fog
WX002579,TOWER00063,2025-10-08T11:52:17.155Z,23.8,37,28.6,23,fog
WX002580,TOWER00424,2025-10-07T18:37:57.859Z,-5.8,99,38.7,42.1,cloudy
WX002581,TOWER00254,2025-12-23T16:23:01.102Z,12.5,59,31.7,37.9,fog
WX002582,TOWER00454,2025-10-29T00:58:28.752Z,39,48,2.6,1.9,fog
WX002583,TOWER00168,2025-11-02T20:48:46.667Z,29.1,94,3.1,41.9,storm
WX002584,TOWER00218,2025-11-27T15:20:16.916Z,6,36,6.3,15.8,cloudy
WX002585,TOWER00289,2025-12-26T23:02:15.463Z,1.4,65,23.1,3.7,rain
WX002586,TOWER00356,2026-01-09T02:37:18.438Z,14.5,86,5.2,42.8,fog
WX002587,TOWER00425,2025-11-07T08:00:37.613Z,1.5,51,45.4,16.8,fog
WX002588,TOWER00124,2025-11-18T02:39:28.822Z,10.5,48,30.2,44.3,clear
WX002589,TOWER00299,2026-01-19T14:14:21.053Z,-1.1,36,7.2,1.9,rain
WX002590,TOWER00240,2025-11-27T13:43:35.501Z,18,29,38.6,18.6,rain
WX002591,TOWER00220,2025-10-07T04:01:36.334Z,14.6,81,31.5,23.1,storm
WX002592,TOWER00466,2025-11-24T09:36:05.797Z,-7.1,80,43.7,7.1,rain
WX002593,TOWER00373,2025-11-09T14:47:01.162Z,15.6,80,33.2,3.3,cloudy
WX002594,TOWER00261,2026-02-11T00:15:18.177Z,28.7,77,13.7,1.8,snow
WX002595,TOWER00338,2026-01-19T10:27:06.952Z,4,83,28,5,cloudy
WX002596,TOWER00496,2025-11-26T10:04:41.530Z,10.8,42,49.3,36.4,rain
WX002597,TOWER00358,2025-12-27T05:48:40.017Z,31.3,83,59.3,22.7,storm
WX002598,TOWER00320,2025-12-17T12:17:53.696Z,32,22,7.3,42.5,fog
WX002599,TOWER00346,2025-11-07T23:53:32.347Z,33.9,90,8.6,13.3,snow
WX002600,TOWER00229,2026-02-03T10:13:18.689Z,20.3,85,9.3,40.8,fog
WX002601,TOWER00208,2025-11-06T15:28:35.789Z,-9.7,51,30.4,12.6,cloudy
WX002602,TOWER00118,2025-11-05T12:21:27.630Z,31.3,85,50.2,31.7,snow
WX002603,TOWER00245,2025-12-09T07:40:51.306Z,16.9,43,10.8,38.6,cloudy
WX002604,TOWER00226,2025-10-24T22:05:26.415Z,4.8,44,9.1,17.1,cloudy
WX002605,TOWER00280,2025-10-25T13:46:01.011Z,10.4,63,8.6,15.9,snow
WX002606,TOWER00220,2025-12-02T11:16:40.484Z,25.1,44,14.7,10.9,cloudy
WX002607,TOWER00065,2025-11-19T18:54:15.207Z,19.1,56,52.4,17.3,storm
WX002608,TOWER00199,2025-12-11T22:53:41.078Z,27.1,72,30.3,38.2,rain
WX002609,TOWER00110,2025-11-06T03:08:11.056Z,24.4,100,24.3,26,rain
WX002610,TOWER00158,2025-10-16T06:00:07.677Z,30.6,50,29.1,18.2,cloudy
WX002611,TOWER00136,2025-11-09T09:35:59.863Z,24.4,75,23.5,16.8,fog
WX002612,TOWER00360,2025-10-20T19:56:34.343Z,-0.2,76,6.9,5.6,fog
WX002613,TOWER00394,2025-10-30T06:58:43.307Z,2.8,55,39.2,28.4,clear
WX002614,TOWER00084,2026-01-05T02:30:16.586Z,31.3,69,38.8,26.5,storm
WX002615,TOWER00107,2026-01-31T03:51:50.351Z,36.6,33,35.7,23.3,storm
WX002616,TOWER00379,2025-10-09T19:46:38.465Z,-1.3,35,25.4,5,storm
WX002617,TOWER00108,2025-10-19T10:03:22.011Z,-3.4,32,5.8,21.6,cloudy
WX002618,TOWER00448,2025-12-29T04:26:35.619Z,37.3,32,12.4,10.6,snow
WX002619,TOWER00091,2025-10-30T04:20:44.254Z,15,77,43.4,30.8,rain
WX002620,TOWER00128,2025-11-03T00:00:47.078Z,9.7,44,54.4,48.3,clear
WX002621,TOWER00472,2025-12-03T03:20:08.697Z,37.2,98,28.5,49.8,rain
WX002622,TOWER00475,2025-12-01T08:49:11.022Z,-7.8,20,16.6,7.2,cloudy
WX002623,TOWER00349,2026-01-27T03:11:23.813Z,-8.5,91,15.9,50,snow
WX002624,TOWER00093,2026-02-01T09:39:20.386Z,4.1,20,0.9,1.3,clear
WX002625,TOWER00194,2026-01-06T05:18:37.238Z,27.3,79,13.3,3.3,fog
WX002626,TOWER00238,2025-12-30T10:01:21.567Z,-8,62,59.4,22.3,snow
WX002627,TOWER00168,2025-10-29T00:08:50.742Z,23,79,29,31.2,cloudy
WX002628,TOWER00076,2025-10-11T02:55:32.693Z,34.2,24,39.9,37.4,rain
WX002629,TOWER00398,2026-01-09T11:21:04.310Z,18,33,39.7,19.2,clear
WX002630,TOWER00083,2025-12-17T14:11:55.726Z,-5.2,67,44.4,17,cloudy
WX002631,TOWER00498,2026-01-30T21:40:11.993Z,-2.4,81,0.8,41.6,storm
WX002632,TOWER00330,2026-02-02T23:48:21.792Z,12.4,62,3.4,4.9,clear
WX002633,TOWER00038,2025-11-12T02:22:14.387Z,17.7,62,26.6,49.2,storm
WX002634,TOWER00450,2025-11-21T22:52:08.505Z,17.1,83,32.4,12.1,cloudy
WX002635,TOWER00265,2025-12-28T16:11:10.411Z,21.6,30,4.4,44.5,cloudy
WX002636,TOWER00078,2025-10-17T09:57:43.986Z,39.2,27,54,35.4,cloudy
WX002637,TOWER00402,2025-10-05T19:21:24.802Z,24.3,66,7.8,37.6,clear
WX002638,TOWER00345,2025-11-20T20:45:14.765Z,4.7,36,49.1,6.2,rain
WX002639,TOWER00440,2025-11-03T06:34:55.600Z,1.4,96,9.1,20.2,clear
WX002640,TOWER00222,2026-01-01T20:01:46.382Z,10.7,47,27.7,5.9,snow
WX002641,TOWER00017,2026-01-08T02:45:56.905Z,8.8,65,1.2,17.3,cloudy
WX002642,TOWER00213,2025-12-26T00:24:34.820Z,36.7,24,37,47.2,snow
WX002643,TOWER00477,2025-12-01T23:33:53.819Z,18.4,72,0.1,20.2,cloudy
WX002644,TOWER00272,2026-01-22T15:13:07.368Z,10.1,56,45,23.9,rain
WX002645,TOWER00071,2025-12-03T05:41:14.082Z,31.9,24,45.6,5.8,fog
WX002646,TOWER00005,2026-02-02T19:25:15.865Z,4.3,33,38,46.1,snow
WX002647,TOWER00401,2026-02-03T05:06:03.557Z,11,74,51.2,10.3,fog
WX002648,TOWER00415,2026-01-04T11:51:59.371Z,-3,57,1.8,35.6,storm
WX002649,TOWER00145,2026-02-03T07:35:07.157Z,-6.2,42,2.3,11.8,storm
WX002650,TOWER00347,2026-01-02T00:34:41.920Z,11.7,54,25.1,33.2,storm
WX002651,TOWER00015,2025-10-13T14:57:46.701Z,-1.7,30,43.4,12.2,storm
WX002652,TOWER00401,2026-02-12T02:34:53.781Z,36.6,49,22,17.1,snow
WX002653,TOWER00049,2026-02-08T05:20:37.111Z,31.1,43,1.4,0.8,storm
WX002654,TOWER00186,2026-01-10T02:40:22.643Z,18.9,32,57.6,49,snow
WX002655,TOWER00008,2025-12-21T22:05:17.122Z,-6.6,82,8.5,8.8,clear
WX002656,TOWER00001,2025-10-21T15:43:22.707Z,-8.5,31,0.7,30.9,clear
WX002657,TOWER00324,2026-02-06T14:37:36.043Z,-8.7,28,54.4,19.1,snow
WX002658,TOWER00322,2025-11-10T12:32:25.344Z,8.5,64,41.7,20.1,rain
WX002659,TOWER00160,2025-10-12T22:43:31.377Z,26.4,78,16.7,38.1,rain
WX002660,TOWER00229,2025-11-15T09:37:48.030Z,-7.7,24,33,22.8,snow
WX002661,TOWER00322,2026-01-02T05:58:06.720Z,-2.4,30,17.8,16,cloudy
WX002662,TOWER00224,2026-02-08T01:25:29.255Z,10.4,28,36,38.5,cloudy
WX002663,TOWER00043,2025-12-19T18:57:47.296Z,-9.7,25,15.2,21.9,rain
WX002664,TOWER00174,2026-02-13T02:02:51.407Z,29.8,78,39,4.1,clear
WX002665,TOWER00185,2025-12-25T18:15:01.589Z,-7.4,64,59.8,10.6,clear
WX002666,TOWER00309,2025-12-09T21:08:35.933Z,18.8,60,23.2,49.1,storm
WX002667,TOWER00007,2026-01-22T02:24:35.332Z,0.3,87,39.4,8,storm
WX002668,TOWER00255,2026-02-06T20:56:21.556Z,0.8,77,9.2,26.5,clear
WX002669,TOWER00283,2026-01-16T23:17:56.550Z,33.9,79,53.8,38.7,clear
WX002670,TOWER00363,2025-10-17T18:23:50.342Z,31.7,64,31.8,49.8,clear
WX002671,TOWER00263,2026-02-05T18:37:08.533Z,15.3,59,16.1,2.7,fog
WX002672,TOWER00150,2025-10-14T04:43:05.750Z,17.6,28,16.3,39.9,rain
WX002673,TOWER00098,2026-01-27T11:48:55.959Z,31.9,42,21.2,27.2,snow
WX002674,TOWER00073,2026-01-30T03:35:12.013Z,12,44,12.8,3.2,rain
WX002675,TOWER00209,2026-02-05T07:49:17.600Z,10.2,93,42.8,11.3,cloudy
WX002676,TOWER00262,2025-12-21T02:38:07.453Z,38.8,66,9.7,15.6,fog
WX002677,TOWER00298,2025-12-24T17:11:47.005Z,34.3,28,3,42.4,rain
WX002678,TOWER00390,2025-10-11T12:34:09.690Z,27,33,37.1,9.1,fog
WX002679,TOWER00070,2026-01-06T14:26:17.460Z,15.6,48,57.4,20.7,rain
WX002680,TOWER00166,2026-01-12T14:18:57.023Z,24.3,78,28.8,36,rain
WX002681,TOWER00463,2025-10-15T15:25:03.075Z,-4.4,90,16.2,29,fog
WX002682,TOWER00238,2025-11-30T07:17:02.715Z,8.2,38,39.8,23,fog
WX002683,TOWER00449,2026-01-29T01:32:13.009Z,6.2,31,42,33.8,storm
WX002684,TOWER00421,2025-10-13T14:49:08.702Z,39.4,40,10,43.6,snow
WX002685,TOWER00339,2026-01-20T13:56:32.341Z,-0.6,44,36.5,43.6,rain
WX002686,TOWER00129,2026-01-24T03:29:26.588Z,11.5,46,10.3,42.9,clear
WX002687,TOWER00052,2026-01-13T03:55:06.861Z,1.9,89,18.2,18.7,cloudy
WX002688,TOWER00360,2025-10-17T11:16:51.051Z,21.4,55,9.4,9.2,snow
WX002689,TOWER00399,2026-01-31T14:08:01.222Z,-9.4,54,54.3,36.3,clear
WX002690,TOWER00301,2025-11-08T02:19:48.103Z,39.3,47,16.8,24.7,snow
WX002691,TOWER00461,2025-12-28T18:56:42.120Z,8.9,93,32.3,7.4,fog
WX002692,TOWER00150,2025-11-05T12:44:04.649Z,27.1,67,28.5,14.6,cloudy
WX002693,TOWER00306,2025-12-25T02:32:20.355Z,-1.2,99,46.4,6,cloudy
WX002694,TOWER00451,2025-10-07T15:38:43.061Z,-6.8,26,54.2,35.8,rain
WX002695,TOWER00136,2025-11-30T19:36:28.054Z,0.9,32,28.1,28.6,cloudy
WX002696,TOWER00234,2025-11-09T10:53:09.705Z,2,56,30.3,33.2,fog
WX002697,TOWER00292,2025-11-16T04:33:42.617Z,10.3,73,37.5,32.2,clear
WX002698,TOWER00173,2025-11-04T06:11:15.013Z,20.4,75,43,29.5,cloudy
WX002699,TOWER00195,2025-12-22T20:50:10.201Z,0.3,67,34.6,34.4,rain
WX002700,TOWER00489,2025-11-26T06:12:41.922Z,24.2,83,46.7,29.8,fog
WX002701,TOWER00187,2025-10-26T16:07:16.720Z,-0.3,51,18.5,39.9,rain
WX002702,TOWER00130,2025-12-02T00:38:14.177Z,40,20,19.5,7.6,snow
WX002703,TOWER00117,2025-10-19T19:26:43.390Z,-8.4,28,42,42,clear
WX002704,TOWER00095,2026-01-08T20:11:06.726Z,-0.4,94,44.7,15.2,clear
WX002705,TOWER00167,2026-01-20T06:03:54.597Z,-9.1,97,53.3,15.4,rain
WX002706,TOWER00036,2025-12-12T13:30:59.501Z,10.3,97,50.2,11,cloudy
WX002707,TOWER00496,2026-02-08T07:08:58.712Z,30.3,56,28.7,29.6,rain
WX002708,TOWER00447,2025-10-27T17:45:33.096Z,38.2,61,47.6,48.1,cloudy
WX002709,TOWER00471,2025-10-25T17:55:52.670Z,39.7,75,3.4,25.7,cloudy
WX002710,TOWER00318,2026-01-18T14:26:34.403Z,18.4,27,42.8,29.7,cloudy
WX002711,TOWER00396,2025-12-15T08:22:18.447Z,30.3,30,16.8,24.4,cloudy
WX002712,TOWER00048,2025-11-27T15:55:12.032Z,23.7,75,11,16.8,storm
WX002713,TOWER00358,2025-10-17T08:26:47.603Z,24.5,27,0.6,7.5,storm
WX002714,TOWER00197,2025-12-21T16:28:57.731Z,-2,45,57.2,1.3,rain
WX002715,TOWER00420,2025-10-11T03:31:48.579Z,0,21,40.4,30,rain
WX002716,TOWER00055,2026-01-28T05:12:33.232Z,9.8,42,58.8,7.6,cloudy
WX002717,TOWER00137,2025-11-07T00:02:26.846Z,23.5,46,19.8,34.2,storm
WX002718,TOWER00370,2025-10-17T04:55:56.843Z,23.1,46,4.7,33.3,clear
WX002719,TOWER00400,2025-10-10T06:44:42.662Z,5.3,34,34,16.2,clear
WX002720,TOWER00276,2025-10-08T02:00:48.598Z,35,56,15.3,35.7,fog
WX002721,TOWER00365,2025-10-04T16:53:59.052Z,-9.8,40,25.2,16.9,rain
WX002722,TOWER00347,2026-01-19T23:23:19.268Z,23,35,49.6,31.9,cloudy
WX002723,TOWER00131,2025-12-25T09:23:32.489Z,35.5,68,37.3,25.7,rain
WX002724,TOWER00424,2025-10-26T03:21:11.037Z,25,83,42.8,35.8,fog
WX002725,TOWER00183,2025-11-14T16:14:43.225Z,36.5,82,50.6,19.9,clear
WX002726,TOWER00243,2026-01-27T18:40:06.107Z,16.6,63,43.9,18.6,rain
WX002727,TOWER00242,2026-01-28T00:34:21.824Z,30.1,50,43.2,16.9,storm
WX002728,TOWER00245,2025-10-10T10:05:37.008Z,1.9,51,56.9,4.3,cloudy
WX002729,TOWER00053,2025-11-20T03:58:25.015Z,29.6,93,0.3,31.5,storm
WX002730,TOWER00328,2025-11-04T23:57:38.915Z,17.2,78,53.3,34.4,cloudy
WX002731,TOWER00355,2026-01-10T09:02:23.737Z,6.6,68,4,43.7,fog
WX002732,TOWER00254,2025-10-01T07:41:06.566Z,39,71,20.2,14.6,clear
WX002733,TOWER00412,2025-10-25T06:12:54.272Z,19.9,31,55,2.3,cloudy
WX002734,TOWER00438,2025-11-12T09:49:44.136Z,32.9,51,58.8,44,rain
WX002735,TOWER00453,2025-11-13T00:40:53.031Z,4.1,87,18.2,4.8,fog
WX002736,TOWER00242,2026-01-31T17:17:14.233Z,-2.1,86,45.3,9.8,clear
WX002737,TOWER00341,2025-11-03T00:33:32.064Z,-5.8,34,4.7,41.4,cloudy
WX002738,TOWER00142,2025-10-05T18:12:17.862Z,-6.7,43,7,3.3,storm
WX002739,TOWER00438,2026-01-28T04:41:46.993Z,15.6,25,12.6,5.6,rain
WX002740,TOWER00242,2025-12-05T15:04:18.198Z,21.8,35,36.2,28.8,cloudy
WX002741,TOWER00221,2025-12-11T15:16:35.001Z,5.7,86,49.7,31.6,clear
WX002742,TOWER00471,2025-10-26T03:14:06.769Z,24.9,52,7.7,49.5,clear
WX002743,TOWER00410,2025-10-07T12:16:07.988Z,0.9,29,27.2,15.5,storm
WX002744,TOWER00467,2025-11-11T16:13:04.024Z,3.7,25,19.4,6.2,fog
WX002745,TOWER00468,2025-11-22T21:11:35.741Z,28.4,72,14.9,32.5,snow
WX002746,TOWER00102,2026-02-08T07:11:01.657Z,20,27,19.9,3.8,snow
WX002747,TOWER00419,2025-12-10T22:30:14.651Z,19,96,48.1,25.3,snow
WX002748,TOWER00442,2025-10-03T00:53:58.954Z,12.2,79,14.7,41.1,rain
WX002749,TOWER00345,2025-12-21T09:41:52.615Z,27.8,47,47.6,45.7,storm
WX002750,TOWER00476,2026-02-05T11:07:42.172Z,-7.3,68,9,0.7,rain
WX002751,TOWER00024,2026-02-08T21:33:10.495Z,-0.1,58,28.1,32.3,snow
WX002752,TOWER00304,2026-02-05T09:42:06.624Z,39.6,67,30.7,35.1,cloudy
WX002753,TOWER00380,2026-02-12T22:40:53.673Z,-0.8,38,48.6,4.4,rain
WX002754,TOWER00017,2025-10-21T20:24:20.871Z,7.6,79,55.4,49.6,fog
WX002755,TOWER00172,2025-10-01T00:55:28.477Z,38.5,25,3.7,3,snow
WX002756,TOWER00101,2025-11-22T05:06:54.403Z,26.2,89,49.4,3.3,fog
WX002757,TOWER00423,2025-12-22T14:31:38.448Z,31.4,72,32.7,47.5,rain
WX002758,TOWER00096,2025-11-06T12:32:47.916Z,18.9,95,22.4,43.3,storm
WX002759,TOWER00121,2026-02-13T05:09:09.137Z,18.9,26,11.2,18.1,clear
WX002760,TOWER00057,2025-11-10T22:17:42.790Z,31.4,40,5.4,8.8,rain
WX002761,TOWER00335,2025-12-25T11:34:34.682Z,37.3,69,1.9,22.3,snow
WX002762,TOWER00006,2025-11-12T20:49:49.852Z,18.2,55,15,6.9,fog
WX002763,TOWER00015,2025-10-09T23:09:02.853Z,2.5,26,48.8,24.3,clear
WX002764,TOWER00147,2026-01-10T16:50:55.318Z,-2.9,64,19.5,37.5,cloudy
WX002765,TOWER00495,2026-01-31T09:22:26.857Z,15.3,29,26.2,47.8,snow
WX002766,TOWER00296,2025-12-08T10:32:59.296Z,-8,26,37.7,39.7,clear
WX002767,TOWER00030,2025-11-30T23:39:46.888Z,38.8,85,28.1,26,rain
WX002768,TOWER00121,2025-12-18T22:06:09.222Z,21.1,46,30.7,1.1,cloudy
WX002769,TOWER00297,2025-10-29T22:58:34.441Z,22.9,87,0.4,33.3,snow
WX002770,TOWER00154,2025-11-01T06:06:53.110Z,4.1,38,49.2,7.2,storm
WX002771,TOWER00099,2025-11-13T06:32:24.328Z,-9.9,76,46.8,43,snow
WX002772,TOWER00186,2025-12-24T22:30:01.509Z,13,28,43.1,49.1,rain
WX002773,TOWER00317,2025-10-04T22:20:02.903Z,24.2,37,41.9,46.6,snow
WX002774,TOWER00088,2025-11-01T13:24:44.183Z,5.4,29,55.1,25.6,clear
WX002775,TOWER00254,2025-10-26T20:51:40.902Z,16.4,21,17.7,1.5,clear
WX002776,TOWER00360,2026-01-26T16:11:53.496Z,-3.1,51,23.9,6.7,cloudy
WX002777,TOWER00029,2025-11-04T21:28:20.984Z,4.2,30,46.1,47,cloudy
WX002778,TOWER00251,2026-01-26T08:15:59.976Z,0.7,54,19.8,29.2,rain
WX002779,TOWER00272,2025-12-01T02:45:14.467Z,-2.6,58,17.5,24.4,snow
WX002780,TOWER00008,2025-12-30T05:30:00.831Z,26.8,98,31,0.2,rain
WX002781,TOWER00356,2026-02-06T06:06:04.004Z,33.3,21,34.9,6.5,fog
WX002782,TOWER00073,2025-12-05T16:17:17.503Z,4.9,84,13.1,39.6,snow
WX002783,TOWER00039,2026-01-08T14:10:20.087Z,5.7,48,52.1,17.4,rain
WX002784,TOWER00045,2026-01-14T21:26:55.710Z,29,54,48.3,36.2,fog
WX002785,TOWER00235,2025-11-19T10:43:47.796Z,-9.6,96,16.5,49.3,storm
WX002786,TOWER00030,2026-02-02T01:51:19.649Z,24.4,22,34.2,41.9,snow
WX002787,TOWER00019,2026-01-05T04:53:47.428Z,24.7,28,33.6,8.5,storm
WX002788,TOWER00178,2025-12-05T11:48:07.878Z,-5.8,39,59.2,45.6,cloudy
WX002789,TOWER00270,2025-10-10T20:33:31.919Z,30.2,74,57.1,24.3,storm
WX002790,TOWER00490,2026-02-10T12:20:30.218Z,14.5,82,49.5,4.6,rain
WX002791,TOWER00396,2025-12-08T09:12:28.483Z,12.7,93,12.3,36.7,clear
WX002792,TOWER00475,2025-10-20T13:28:46.352Z,39.6,34,41.9,22.1,cloudy
WX002793,TOWER00316,2026-01-11T20:12:37.804Z,23.7,27,55.9,46.7,clear
WX002794,TOWER00102,2025-10-22T21:58:29.156Z,34.1,38,55.5,36.5,fog
WX002795,TOWER00064,2026-01-22T00:02:13.206Z,20.8,22,13.8,7.9,clear
WX002796,TOWER00149,2026-01-29T04:57:03.431Z,33.9,69,40.1,14.4,storm
WX002797,TOWER00499,2026-01-02T06:24:01.271Z,27.9,79,50.9,18.4,clear
WX002798,TOWER00233,2025-11-16T01:24:00.564Z,-2,42,48.4,25,clear
WX002799,TOWER00023,2026-01-08T14:10:23.015Z,17.5,82,43.8,6.2,rain
WX002800,TOWER00053,2026-01-08T01:24:09.486Z,31.9,74,22.3,12.8,clear
WX002801,TOWER00473,2025-11-20T21:32:16.981Z,37.1,28,6.5,26,cloudy
WX002802,TOWER00426,2026-02-05T07:42:42.819Z,2,56,46.4,48.2,clear
WX002803,TOWER00012,2026-01-28T19:21:19.808Z,11.2,56,2.3,28.8,storm
WX002804,TOWER00129,2025-11-04T21:06:35.452Z,36,33,38.5,32.1,snow
WX002805,TOWER00092,2025-10-19T22:51:52.380Z,24.5,97,49.4,19.9,clear
WX002806,TOWER00329,2026-01-05T14:23:45.520Z,15.9,49,43.2,42.7,snow
WX002807,TOWER00437,2026-01-27T02:30:16.489Z,38.7,55,20.2,10.9,cloudy
WX002808,TOWER00115,2026-02-12T13:36:08.912Z,19.7,53,31.8,34,snow
WX002809,TOWER00220,2025-10-20T08:16:12.479Z,28,28,17.3,14.8,snow
WX002810,TOWER00380,2026-01-12T07:38:34.811Z,12.2,75,50.3,12.7,storm
WX002811,TOWER00084,2025-12-15T02:33:58.483Z,21.2,98,35.1,12.9,snow
WX002812,TOWER00325,2025-11-19T15:32:20.762Z,17.8,64,5,0.8,storm
WX002813,TOWER00128,2025-10-29T15:15:35.063Z,20.8,82,6.5,35.8,rain
WX002814,TOWER00152,2026-01-10T16:55:18.968Z,2.2,58,55.4,19.1,rain
WX002815,TOWER00234,2026-01-29T12:42:38.555Z,35.6,84,13.5,14.2,fog
WX002816,TOWER00341,2025-10-30T01:43:26.768Z,20.7,59,2.6,46.7,rain
WX002817,TOWER00399,2025-11-30T18:49:17.145Z,8.2,78,47.1,17.6,snow
WX002818,TOWER00053,2025-12-30T09:39:17.926Z,18.2,79,38.8,17.7,fog
WX002819,TOWER00152,2025-11-13T03:33:33.492Z,-8.4,78,19.4,1.7,cloudy
WX002820,TOWER00405,2025-10-02T07:33:52.349Z,27.1,78,20.6,1.1,rain
WX002821,TOWER00036,2025-10-12T02:54:48.954Z,-9.3,85,9.7,6.8,clear
WX002822,TOWER00484,2025-10-12T19:20:23.128Z,39,79,42.4,13.7,fog
WX002823,TOWER00291,2026-02-04T05:53:02.468Z,30.1,30,59.1,6,fog
WX002824,TOWER00387,2026-02-13T02:35:02.301Z,22.9,75,46.5,43.1,storm
