log_id,field_id,start_time,duration_minutes,water_used_liters,method,trigger_type
IRR002216,FIELD0005,2025-12-16T19:14:18.480Z,362,28101,sprinkler,scheduled
IRR002217,FIELD0016,2025-05-25T20:12:22.576Z,363,4702,flood,manual
IRR002218,FIELD0086,2025-12-09T04:29:27.629Z,32,13500,sprinkler,scheduled
IRR002219,FIELD0138,2025-08-25T07:37:45.352Z,43,11303,center_pivot,manual
IRR002220,FIELD0003,2025-07-28T14:17:37.821Z,398,21657,drip,scheduled
IRR002221,FIELD0131,2025-07-07T05:17:09.196Z,295,10478,center_pivot,scheduled
IRR002222,FIELD0058,2025-10-14T01:52:17.351Z,319,1045,flood,manual
IRR002223,FIELD0052,2025-05-20T00:29:24.497Z,194,4176,center_pivot,scheduled
IRR002224,FIELD0018,2025-07-10T14:54:59.810Z,134,2179,center_pivot,manual
IRR002225,FIELD0149,2025-08-05T21:16:15.827Z,478,6941,flood,manual
IRR002226,FIELD0089,2025-11-04T03:26:41.789Z,473,48027,sprinkler,manual
IRR002227,FIELD0134,2026-01-23T06:18:10.113Z,414,18551,center_pivot,manual
IRR002228,FIELD0050,2026-01-13T12:14:48.740Z,66,18658,drip,manual
IRR002229,FIELD0119,2025-09-01T21:48:42.279Z,307,20673,drip,scheduled
IRR002230,FIELD0026,2025-06-09T00:27:21.569Z,202,42541,center_pivot,manual
IRR002231,FIELD0028,2025-11-21T17:52:50.110Z,400,8508,sprinkler,manual
IRR002232,FIELD0050,2026-02-04T15:04:46.353Z,147,38333,flood,scheduled
IRR002233,FIELD0108,2026-02-03T12:13:38.468Z,40,12183,sprinkler,scheduled
IRR002234,FIELD0135,2025-08-23T09:14:05.230Z,264,14997,drip,manual
IRR002235,FIELD0168,2025-10-12T18:51:10.852Z,94,32174,flood,manual
IRR002236,FIELD0052,2025-05-02T16:09:08.024Z,423,28038,drip,manual
IRR002237,FIELD0131,2025-12-01T01:32:58.825Z,407,15422,center_pivot,manual
IRR002238,FIELD0138,2026-01-18T10:40:05.135Z,157,46120,flood,scheduled
IRR002239,FIELD0008,2025-07-19T22:54:39.493Z,228,2493,drip,scheduled
IRR002240,FIELD0118,2025-10-27T19:35:00.918Z,219,39970,drip,manual
IRR002241,FIELD0030,2025-06-14T14:34:47.825Z,99,16603,center_pivot,scheduled
IRR002242,FIELD0155,2026-01-29T21:01:24.491Z,124,6036,flood,manual
IRR002243,FIELD0041,2025-09-08T14:59:37.258Z,293,29774,drip,manual
IRR002244,FIELD0096,2025-06-07T23:14:07.055Z,66,4105,sprinkler,manual
IRR002245,FIELD0086,2025-08-20T04:20:53.463Z,44,48872,drip,scheduled
IRR002246,FIELD0047,2026-01-24T22:45:14.487Z,319,26904,center_pivot,scheduled
IRR002247,FIELD0118,2025-10-30T22:35:57.305Z,57,24336,drip,scheduled
IRR002248,FIELD0074,2025-07-26T21:50:12.772Z,203,32202,flood,scheduled
IRR002249,FIELD0004,2025-09-01T01:21:58.645Z,386,43469,center_pivot,manual
IRR002250,FIELD0093,2026-02-03T06:31:18.721Z,271,21333,sprinkler,manual
IRR002251,FIELD0039,2025-09-13T12:59:58.571Z,257,46201,flood,scheduled
IRR002252,FIELD0116,2025-08-26T03:45:13.936Z,94,18037,drip,manual
IRR002253,FIELD0079,2025-09-21T00:05:20.635Z,175,2442,flood,manual
IRR002254,FIELD0068,2025-04-27T22:06:37.645Z,253,24972,center_pivot,scheduled
IRR002255,FIELD0123,2025-05-12T18:22:23.224Z,372,29307,center_pivot,scheduled
IRR002256,FIELD0110,2025-10-15T07:27:18.042Z,412,17038,drip,scheduled
IRR002257,FIELD0131,2026-02-05T18:18:45.438Z,258,43357,center_pivot,scheduled
IRR002258,FIELD0199,2026-02-03T12:35:42.915Z,259,10757,flood,manual
IRR002259,FIELD0118,2025-10-08T07:52:16.770Z,355,1416,drip,manual
IRR002260,FIELD0137,2025-05-03T11:41:47.299Z,136,35345,flood,manual
IRR002261,FIELD0019,2026-02-10T10:11:24.970Z,191,35906,drip,scheduled
IRR002262,FIELD0050,2025-05-07T08:21:53.212Z,285,7378,sprinkler,manual
IRR002263,FIELD0047,2025-04-11T15:24:16.500Z,173,12180,sprinkler,manual
IRR002264,FIELD0186,2025-09-21T19:56:42.529Z,175,33000,sprinkler,manual
IRR002265,FIELD0017,2026-02-02T00:33:59.044Z,307,33312,sprinkler,manual
IRR002266,FIELD0073,2025-11-17T22:36:21.581Z,193,1138,flood,manual
IRR002267,FIELD0016,2025-10-15T23:29:59.203Z,34,47774,sprinkler,scheduled
IRR002268,FIELD0039,2025-10-18T05:03:24.979Z,301,14498,drip,manual
IRR002269,FIELD0090,2025-08-13T16:08:15.930Z,358,31242,center_pivot,manual
IRR002270,FIELD0002,2025-05-26T01:04:25.774Z,264,1883,flood,scheduled
IRR002271,FIELD0177,2025-09-06T20:37:06.998Z,213,5854,flood,manual
IRR002272,FIELD0123,2025-11-25T23:54:14.993Z,414,19258,sprinkler,manual
IRR002273,FIELD0082,2025-04-22T17:18:10.560Z,318,2814,drip,scheduled
IRR002274,FIELD0131,2025-05-24T07:04:41.643Z,445,28518,sprinkler,manual
IRR002275,FIELD0074,2025-08-15T06:00:14.300Z,308,11222,flood,manual
IRR002276,FIELD0144,2026-01-17T08:00:23.562Z,210,46328,flood,scheduled
IRR002277,FIELD0195,2025-11-24T21:47:40.271Z,352,40637,flood,scheduled
IRR002278,FIELD0074,2026-01-13T00:29:16.380Z,50,4177,center_pivot,manual
IRR002279,FIELD0079,2026-01-01T00:53:15.473Z,234,18663,drip,scheduled
IRR002280,FIELD0088,2025-06-21T06:30:20.888Z,241,49202,flood,scheduled
IRR002281,FIELD0054,2025-04-21T13:03:21.332Z,41,40959,drip,manual
IRR002282,FIELD0199,2025-05-22T15:12:28.397Z,186,20332,drip,scheduled
IRR002283,FIELD0052,2025-06-29T09:02:10.170Z,68,45798,flood,manual
IRR002284,FIELD0145,2025-07-26T00:03:46.742Z,451,11104,sprinkler,manual
IRR002285,FIELD0168,2025-11-26T15:55:45.483Z,365,3392,drip,scheduled
IRR002286,FIELD0144,2025-06-06T05:51:22.022Z,65,33745,center_pivot,manual
IRR002287,FIELD0060,2026-01-22T02:28:05.758Z,88,2525,sprinkler,manual
IRR002288,FIELD0200,2025-08-16T06:55:10.104Z,92,28149,drip,scheduled
IRR002289,FIELD0015,2025-06-19T01:30:15.635Z,426,41233,flood,manual
IRR002290,FIELD0128,2025-04-04T04:01:06.070Z,454,25392,flood,manual
IRR002291,FIELD0189,2025-08-31T16:44:36.975Z,344,22045,flood,scheduled
IRR002292,FIELD0109,2026-01-10T04:59:25.973Z,108,24814,drip,manual
IRR002293,FIELD0097,2025-10-25T09:59:52.650Z,424,41807,drip,scheduled
IRR002294,FIELD0156,2025-06-02T17:26:45.505Z,81,12383,center_pivot,scheduled
IRR002295,FIELD0129,2026-01-26T09:07:41.440Z,394,47695,sprinkler,scheduled
IRR002296,FIELD0185,2025-12-17T19:29:20.031Z,229,15356,sprinkler,manual
IRR002297,FIELD0103,2025-10-24T17:24:25.317Z,189,23008,center_pivot,scheduled
IRR002298,FIELD0014,2025-05-24T07:24:57.346Z,243,36872,sprinkler,scheduled
IRR002299,FIELD0095,2025-10-01T21:04:27.998Z,226,25473,sprinkler,scheduled
IRR002300,FIELD0101,2025-07-10T06:46:45.838Z,316,5578,drip,manual
IRR002301,FIELD0068,2025-08-03T21:09:05.233Z,260,7263,sprinkler,scheduled
IRR002302,FIELD0170,2025-09-04T08:45:08.485Z,399,12580,sprinkler,manual
IRR002303,FIELD0041,2025-09-16T02:17:40.826Z,479,9335,sprinkler,manual
IRR002304,FIELD0038,2025-05-11T09:43:35.151Z,381,31920,sprinkler,manual
IRR002305,FIELD0050,2025-12-09T00:22:40.007Z,470,48279,flood,scheduled
IRR002306,FIELD0131,2026-02-01T16:41:03.502Z,180,38218,flood,scheduled
IRR002307,FIELD0052,2025-05-30T08:22:32.846Z,98,17653,sprinkler,scheduled
IRR002308,FIELD0070,2025-06-29T08:45:32.247Z,461,29776,sprinkler,scheduled
IRR002309,FIELD0170,2025-08-21T00:04:34.548Z,154,1158,center_pivot,manual
IRR002310,FIELD0050,2025-12-26T08:24:50.233Z,235,17798,sprinkler,manual
IRR002311,FIELD0105,2025-12-27T02:54:59.071Z,247,27162,sprinkler,manual
IRR002312,FIELD0011,2025-10-08T06:17:34.658Z,454,40132,sprinkler,manual
IRR002313,FIELD0143,2025-04-23T10:34:32.636Z,399,13640,sprinkler,scheduled
IRR002314,FIELD0112,2025-10-01T01:46:33.740Z,254,33776,center_pivot,manual
IRR002315,FIELD0128,2025-11-25T00:37:14.757Z,121,35949,sprinkler,scheduled
IRR002316,FIELD0071,2025-09-29T06:33:29.636Z,46,35724,sprinkler,scheduled
IRR002317,FIELD0105,2025-05-07T08:38:49.092Z,205,19563,flood,manual
IRR002318,FIELD0102,2025-09-11T23:32:59.932Z,142,29758,flood,scheduled
IRR002319,FIELD0052,2025-12-17T16:56:01.950Z,169,44245,flood,manual
IRR002320,FIELD0002,2025-10-10T19:34:59.231Z,370,1311,center_pivot,scheduled
IRR002321,FIELD0045,2025-10-24T06:56:47.750Z,51,28726,sprinkler,scheduled
IRR002322,FIELD0100,2025-08-31T21:35:02.354Z,468,42012,center_pivot,scheduled
IRR002323,FIELD0108,2025-11-16T22:30:32.329Z,122,46205,drip,scheduled
IRR002324,FIELD0171,2025-11-07T09:02:35.210Z,424,7605,center_pivot,manual
IRR002325,FIELD0166,2025-06-25T10:22:36.587Z,99,45824,center_pivot,manual
IRR002326,FIELD0093,2025-08-23T23:59:41.974Z,198,14436,drip,manual
IRR002327,FIELD0156,2025-11-13T12:21:38.287Z,77,40347,center_pivot,manual
IRR002328,FIELD0064,2025-08-09T13:26:58.997Z,444,24501,sprinkler,scheduled
IRR002329,FIELD0108,2025-07-11T19:12:41.619Z,279,42249,sprinkler,manual
IRR002330,FIELD0049,2025-09-05T00:20:27.616Z,207,21531,sprinkler,manual
IRR002331,FIELD0193,2025-05-26T06:29:47.706Z,456,23462,sprinkler,manual
IRR002332,FIELD0090,2025-08-08T12:08:55.292Z,108,39972,center_pivot,manual
IRR002333,FIELD0022,2025-11-30T22:35:14.209Z,348,1410,drip,scheduled
IRR002334,FIELD0199,2025-07-17T02:29:41.790Z,344,39409,sprinkler,manual
IRR002335,FIELD0070,2025-04-15T06:08:32.238Z,300,44632,center_pivot,scheduled
IRR002336,FIELD0110,2025-10-07T17:25:08.374Z,201,35342,center_pivot,scheduled
IRR002337,FIELD0017,2025-07-19T13:15:45.020Z,138,9316,sprinkler,scheduled
IRR002338,FIELD0096,2025-10-12T17:18:57.825Z,408,49134,drip,scheduled
IRR002339,FIELD0131,2025-04-11T10:03:37.858Z,444,14587,drip,scheduled
IRR002340,FIELD0195,2026-02-02T09:33:27.862Z,454,38555,flood,manual
IRR002341,FIELD0163,2025-06-06T11:47:02.772Z,380,30964,flood,scheduled
IRR002342,FIELD0168,2025-07-17T01:30:11.153Z,197,10451,sprinkler,scheduled
IRR002343,FIELD0003,2025-08-20T20:51:52.437Z,230,35343,flood,scheduled
IRR002344,FIELD0086,2025-07-17T22:27:37.113Z,281,1015,center_pivot,manual
IRR002345,FIELD0016,2025-04-26T03:11:53.232Z,399,16260,sprinkler,manual
IRR002346,FIELD0106,2025-09-17T23:02:25.147Z,432,27559,center_pivot,scheduled
IRR002347,FIELD0108,2025-10-20T22:07:16.797Z,284,11179,drip,manual
IRR002348,FIELD0101,2025-08-29T02:13:23.647Z,40,23499,drip,scheduled
IRR002349,FIELD0186,2025-12-23T04:09:22.249Z,233,39514,center_pivot,scheduled
IRR002350,FIELD0026,2026-02-12T08:00:27.632Z,327,10508,flood,scheduled
IRR002351,FIELD0019,2025-11-30T22:45:08.725Z,153,14583,center_pivot,manual
IRR002352,FIELD0184,2025-11-23T05:13:06.977Z,134,36297,sprinkler,manual
IRR002353,FIELD0060,2025-05-14T12:52:53.829Z,36,15823,drip,manual
IRR002354,FIELD0073,2025-11-05T22:21:38.995Z,39,48222,drip,scheduled
IRR002355,FIELD0165,2025-06-02T09:18:39.072Z,254,14533,drip,scheduled
IRR002356,FIELD0100,2025-10-25T06:54:48.749Z,185,45264,drip,scheduled
IRR002357,FIELD0107,2025-04-08T23:53:42.196Z,86,39282,flood,manual
IRR002358,FIELD0154,2025-09-25T14:00:38.380Z,273,6919,flood,manual
IRR002359,FIELD0195,2025-05-01T14:22:37.347Z,192,33571,center_pivot,manual
IRR002360,FIELD0181,2025-05-10T18:25:23.159Z,272,33175,sprinkler,manual
IRR002361,FIELD0124,2025-12-25T21:54:26.283Z,286,43671,drip,scheduled
IRR002362,FIELD0006,2025-10-18T10:11:31.288Z,455,9249,center_pivot,manual
IRR002363,FIELD0151,2025-12-12T00:37:00.552Z,393,33951,flood,manual
IRR002364,FIELD0154,2026-02-02T03:05:36.185Z,61,7001,center_pivot,scheduled
IRR002365,FIELD0023,2025-08-26T07:54:25.021Z,269,41418,flood,scheduled
IRR002366,FIELD0026,2025-04-27T07:09:51.010Z,390,24199,drip,scheduled
IRR002367,FIELD0199,2025-10-02T03:45:07.749Z,475,11871,sprinkler,manual
IRR002368,FIELD0053,2025-12-29T09:16:12.862Z,301,46681,drip,manual
IRR002369,FIELD0035,2025-11-27T14:04:52.704Z,260,6327,center_pivot,scheduled
IRR002370,FIELD0184,2025-07-21T23:10:58.245Z,351,28834,drip,manual
IRR002371,FIELD0129,2025-09-13T18:23:15.920Z,320,34807,sprinkler,manual
IRR002372,FIELD0085,2026-02-05T09:22:07.395Z,71,46332,drip,scheduled
IRR002373,FIELD0164,2026-01-01T13:37:05.261Z,279,48582,sprinkler,manual
IRR002374,FIELD0069,2025-06-14T16:00:07.436Z,370,37307,center_pivot,manual
IRR002375,FIELD0184,2025-06-09T20:05:19.304Z,40,10426,sprinkler,scheduled
IRR002376,FIELD0090,2025-06-15T20:44:02.840Z,353,21467,drip,scheduled
IRR002377,FIELD0177,2025-10-09T09:01:44.717Z,255,19996,sprinkler,manual
IRR002378,FIELD0027,2025-07-15T14:45:19.812Z,99,35322,center_pivot,scheduled
IRR002379,FIELD0105,2026-01-17T23:07:03.888Z,421,13566,sprinkler,manual
IRR002380,FIELD0089,2026-01-18T19:29:44.651Z,255,30083,drip,scheduled
IRR002381,FIELD0089,2025-07-23T03:23:15.313Z,172,37012,drip,scheduled
IRR002382,FIELD0124,2026-01-21T20:45:32.386Z,148,49383,drip,scheduled
IRR002383,FIELD0151,2025-12-13T18:09:04.751Z,193,12511,flood,manual
IRR002384,FIELD0048,2025-05-22T20:30:36.806Z,224,13162,drip,manual
IRR002385,FIELD0133,2025-08-14T20:02:28.976Z,98,44477,drip,scheduled
IRR002386,FIELD0195,2025-06-14T08:59:25.376Z,430,5771,center_pivot,scheduled
IRR002387,FIELD0059,2025-10-02T09:24:12.723Z,213,28546,center_pivot,scheduled
IRR002388,FIELD0106,2025-09-25T12:19:20.658Z,205,27670,sprinkler,scheduled
IRR002389,FIELD0107,2025-06-13T03:48:01.117Z,465,38553,center_pivot,manual
IRR002390,FIELD0183,2025-06-15T02:04:00.601Z,146,20981,drip,manual
IRR002391,FIELD0159,2025-07-12T13:22:38.120Z,466,7535,sprinkler,manual
IRR002392,FIELD0047,2026-02-01T18:13:48.612Z,50,8247,flood,manual
IRR002393,FIELD0059,2025-09-12T03:17:07.467Z,422,24812,drip,scheduled
IRR002394,FIELD0086,2025-12-09T14:15:56.475Z,306,48172,flood,manual
IRR002395,FIELD0118,2026-01-23T01:23:16.069Z,196,14191,sprinkler,manual
IRR002396,FIELD0073,2025-04-19T07:01:39.186Z,257,35715,center_pivot,manual
IRR002397,FIELD0170,2025-09-12T00:17:14.173Z,273,39027,drip,scheduled
IRR002398,FIELD0067,2025-05-04T15:44:47.448Z,340,31461,flood,scheduled
IRR002399,FIELD0041,2025-07-20T17:46:42.244Z,447,29099,sprinkler,scheduled
IRR002400,FIELD0172,2025-12-14T03:47:07.754Z,377,27798,center_pivot,manual
IRR002401,FIELD0124,2025-12-27T01:26:18.849Z,270,15719,drip,manual
IRR002402,FIELD0045,2026-02-04T19:35:03.501Z,144,17203,drip,scheduled
IRR002403,FIELD0059,2025-09-04T17:50:30.215Z,246,6228,sprinkler,scheduled
IRR002404,FIELD0177,2025-06-17T01:50:14.588Z,170,21346,center_pivot,manual
IRR002405,FIELD0093,2025-04-26T19:21:42.746Z,274,39391,sprinkler,scheduled
IRR002406,FIELD0050,2025-10-17T21:48:38.565Z,128,8828,center_pivot,scheduled
IRR002407,FIELD0065,2026-01-26T05:23:24.542Z,142,3856,sprinkler,scheduled
IRR002408,FIELD0182,2025-04-09T12:33:53.603Z,273,16502,flood,scheduled
IRR002409,FIELD0116,2025-12-15T13:12:53.062Z,154,6360,sprinkler,scheduled
IRR002410,FIELD0148,2025-11-02T11:12:32.976Z,105,26655,sprinkler,scheduled
IRR002411,FIELD0070,2025-10-29T03:28:42.405Z,141,3990,center_pivot,manual
IRR002412,FIELD0095,2025-11-11T04:48:04.081Z,215,5223,sprinkler,scheduled
IRR002413,FIELD0077,2025-11-15T12:04:17.995Z,431,49225,center_pivot,manual
IRR002414,FIELD0100,2026-01-31T08:19:55.789Z,393,34649,drip,manual
IRR002415,FIELD0144,2025-10-21T10:24:16.817Z,114,43658,center_pivot,manual
IRR002416,FIELD0118,2025-08-05T02:37:55.034Z,286,21698,sprinkler,scheduled
IRR002417,FIELD0158,2025-07-06T05:15:15.627Z,85,11159,sprinkler,scheduled
IRR002418,FIELD0146,2025-04-05T02:34:23.350Z,269,46415,sprinkler,manual
IRR002419,FIELD0065,2025-11-14T01:50:55.002Z,305,47083,sprinkler,manual
IRR002420,FIELD0066,2026-01-06T06:57:13.466Z,384,4915,drip,manual
IRR002421,FIELD0105,2025-08-07T11:04:33.781Z,109,11599,center_pivot,manual
IRR002422,FIELD0189,2025-10-01T09:49:24.592Z,363,42912,center_pivot,manual
IRR002423,FIELD0013,2026-01-08T22:44:47.540Z,470,9505,sprinkler,manual
IRR002424,FIELD0192,2025-09-02T17:28:13.796Z,372,42892,sprinkler,manual
IRR002425,FIELD0154,2025-12-29T04:29:11.387Z,181,30485,center_pivot,manual
IRR002426,FIELD0047,2025-05-30T02:33:38.468Z,227,18598,flood,manual
IRR002427,FIELD0113,2025-08-23T21:10:40.458Z,267,30496,center_pivot,scheduled
IRR002428,FIELD0031,2025-04-12T07:00:56.254Z,106,25311,sprinkler,manual
IRR002429,FIELD0130,2025-10-18T09:57:42.191Z,316,37913,drip,manual
IRR002430,FIELD0067,2025-11-02T15:13:20.978Z,175,20370,sprinkler,manual
IRR002431,FIELD0167,2025-05-02T18:57:07.354Z,442,42478,sprinkler,manual
IRR002432,FIELD0017,2025-11-23T16:38:58.002Z,196,44491,center_pivot,scheduled
IRR002433,FIELD0166,2025-11-30T09:29:06.168Z,386,39807,sprinkler,manual
IRR002434,FIELD0160,2026-01-05T12:49:19.143Z,346,39664,sprinkler,manual
IRR002435,FIELD0067,2025-12-27T19:01:31.079Z,122,9846,center_pivot,scheduled
IRR002436,FIELD0105,2026-01-08T05:39:42.108Z,236,40802,flood,manual
IRR002437,FIELD0023,2025-05-07T16:13:32.356Z,447,11808,flood,manual
IRR002438,FIELD0099,2025-06-11T07:45:10.893Z,60,40439,center_pivot,scheduled
IRR002439,FIELD0071,2025-10-19T12:35:51.961Z,371,19200,center_pivot,manual
IRR002440,FIELD0060,2025-05-04T11:04:05.142Z,115,8575,drip,scheduled
IRR002441,FIELD0096,2025-09-08T01:46:38.110Z,165,34297,sprinkler,scheduled
IRR002442,FIELD0121,2025-12-04T15:50:57.153Z,320,12548,sprinkler,scheduled
IRR002443,FIELD0002,2025-11-12T20:19:38.659Z,163,1242,flood,scheduled
IRR002444,FIELD0059,2025-09-28T20:54:47.824Z,440,43058,center_pivot,scheduled
IRR002445,FIELD0125,2025-12-29T07:31:49.395Z,402,42277,sprinkler,manual
IRR002446,FIELD0111,2025-05-13T06:45:05.962Z,33,28314,sprinkler,scheduled
IRR002447,FIELD0063,2025-06-01T01:33:07.814Z,109,28068,flood,scheduled
IRR002448,FIELD0003,2025-05-28T12:04:24.483Z,96,46208,center_pivot,scheduled
IRR002449,FIELD0135,2026-01-27T21:18:23.911Z,41,47809,sprinkler,scheduled
IRR002450,FIELD0126,2026-01-07T09:00:54.199Z,181,46204,drip,manual
IRR002451,FIELD0185,2025-05-27T09:53:41.546Z,347,19478,flood,manual
IRR002452,FIELD0056,2026-01-19T10:01:39.812Z,334,10649,drip,manual
IRR002453,FIELD0078,2025-08-12T10:55:34.824Z,447,21280,drip,manual
IRR002454,FIELD0016,2025-08-18T20:07:57.914Z,112,32201,drip,manual
IRR002455,FIELD0008,2026-01-04T15:12:17.158Z,97,28588,sprinkler,scheduled
IRR002456,FIELD0031,2025-10-27T06:12:21.205Z,217,42004,sprinkler,scheduled
IRR002457,FIELD0009,2025-11-16T07:44:14.324Z,165,3435,center_pivot,manual
IRR002458,FIELD0045,2025-04-05T19:16:46.602Z,456,19057,flood,manual
IRR002459,FIELD0001,2025-04-24T09:30:12.904Z,63,1372,center_pivot,scheduled
IRR002460,FIELD0075,2025-08-16T02:43:17.676Z,192,11207,drip,manual
IRR002461,FIELD0065,2025-05-15T02:59:30.206Z,334,41775,center_pivot,manual
IRR002462,FIELD0092,2025-07-29T08:15:10.772Z,368,39048,sprinkler,scheduled
IRR002463,FIELD0124,2025-05-30T20:18:08.945Z,406,8182,flood,manual
IRR002464,FIELD0073,2026-01-01T12:51:10.048Z,353,18848,sprinkler,manual
IRR002465,FIELD0106,2025-04-07T06:00:03.174Z,356,37820,center_pivot,scheduled
IRR002466,FIELD0104,2025-09-28T00:51:52.273Z,389,37796,center_pivot,manual
IRR002467,FIELD0197,2025-11-30T11:54:07.150Z,473,14786,center_pivot,manual
IRR002468,FIELD0060,2025-04-14T16:15:35.633Z,230,16535,center_pivot,scheduled
IRR002469,FIELD0019,2026-02-02T02:08:10.782Z,55,25677,center_pivot,manual
IRR002470,FIELD0013,2025-11-01T11:58:12.985Z,260,3608,center_pivot,manual
IRR002471,FIELD0124,2025-11-30T04:52:38.608Z,216,21517,sprinkler,scheduled
IRR002472,FIELD0047,2025-10-27T21:13:32.795Z,340,32529,flood,scheduled
IRR002473,FIELD0075,2025-07-26T14:17:25.084Z,299,7260,flood,manual
IRR002474,FIELD0171,2025-09-12T14:09:43.833Z,348,42517,flood,manual
IRR002475,FIELD0133,2025-04-14T12:25:34.006Z,298,6341,center_pivot,manual
IRR002476,FIELD0152,2025-07-03T01:33:47.950Z,210,7194,center_pivot,manual
IRR002477,FIELD0196,2025-04-01T02:25:38.259Z,153,16685,flood,scheduled
IRR002478,FIELD0053,2026-01-08T16:24:51.692Z,72,34253,center_pivot,manual
IRR002479,FIELD0195,2025-12-18T13:48:34.676Z,287,31411,center_pivot,manual
IRR002480,FIELD0084,2026-01-10T03:39:17.929Z,98,11481,drip,manual
IRR002481,FIELD0156,2025-08-27T08:25:42.266Z,438,44641,sprinkler,scheduled
IRR002482,FIELD0122,2025-11-26T04:13:19.255Z,444,12068,sprinkler,manual
IRR002483,FIELD0076,2025-08-24T09:53:24.736Z,282,31483,drip,scheduled
IRR002484,FIELD0078,2026-01-06T16:27:30.927Z,436,38664,flood,scheduled
IRR002485,FIELD0056,2025-12-12T12:47:38.026Z,439,42864,flood,manual
IRR002486,FIELD0140,2025-10-10T16:13:03.261Z,220,39441,flood,scheduled
IRR002487,FIELD0060,2025-07-07T09:54:55.594Z,385,20979,sprinkler,manual
IRR002488,FIELD0119,2025-10-17T20:28:44.903Z,83,22454,sprinkler,scheduled
IRR002489,FIELD0155,2025-12-22T21:31:26.658Z,327,8563,sprinkler,manual
IRR002490,FIELD0028,2025-11-16T19:51:09.535Z,295,32473,center_pivot,manual
IRR002491,FIELD0197,2025-12-18T05:43:43.430Z,310,47298,drip,scheduled
IRR002492,FIELD0161,2025-10-23T02:32:35.223Z,53,25459,flood,scheduled
IRR002493,FIELD0198,2025-06-23T19:41:08.468Z,309,48544,drip,scheduled
IRR002494,FIELD0010,2025-07-23T15:48:15.585Z,278,30716,drip,scheduled
IRR002495,FIELD0117,2025-07-20T04:26:12.770Z,187,31086,drip,manual
IRR002496,FIELD0027,2026-02-01T00:00:18.328Z,57,10269,drip,manual
IRR002497,FIELD0118,2025-09-19T18:16:15.409Z,312,32788,center_pivot,scheduled
IRR002498,FIELD0061,2025-07-21T03:23:30.465Z,421,47504,drip,scheduled
IRR002499,FIELD0123,2025-07-04T12:59:11.652Z,349,5792,sprinkler,scheduled
IRR002500,FIELD0171,2025-11-25T02:40:10.751Z,308,23670,drip,scheduled
IRR002501,FIELD0034,2025-12-10T22:21:49.062Z,205,49788,sprinkler,scheduled
IRR002502,FIELD0077,2025-10-09T06:32:24.327Z,402,20118,drip,manual
IRR002503,FIELD0059,2025-08-31T05:41:21.937Z,56,38801,drip,manual
IRR002504,FIELD0008,2025-08-01T21:41:22.174Z,397,24380,center_pivot,manual
IRR002505,FIELD0046,2025-08-24T10:13:20.145Z,250,9382,center_pivot,scheduled
IRR002506,FIELD0179,2025-05-15T11:07:07.398Z,189,33010,sprinkler,scheduled
IRR002507,FIELD0173,2025-05-09T23:27:57.452Z,339,47879,drip,scheduled
IRR002508,FIELD0159,2026-02-05T05:37:19.347Z,229,36920,flood,manual
IRR002509,FIELD0153,2025-10-02T14:11:32.542Z,321,46703,sprinkler,scheduled
IRR002510,FIELD0136,2026-01-05T16:30:48.463Z,33,11235,center_pivot,scheduled
IRR002511,FIELD0111,2025-09-19T20:31:15.486Z,251,33780,flood,manual
IRR002512,FIELD0100,2025-07-10T08:21:08.571Z,334,31952,center_pivot,scheduled
IRR002513,FIELD0188,2025-06-28T05:48:14.096Z,127,7552,drip,manual
IRR002514,FIELD0030,2025-07-23T13:09:45.451Z,202,25313,center_pivot,manual
IRR002515,FIELD0007,2025-04-08T10:25:54.456Z,53,27155,drip,scheduled
IRR002516,FIELD0181,2025-10-11T12:36:49.482Z,260,33174,drip,scheduled
IRR002517,FIELD0015,2025-06-22T18:57:28.378Z,269,43831,drip,scheduled
IRR002518,FIELD0116,2025-06-04T08:42:31.641Z,445,11733,drip,scheduled
IRR002519,FIELD0195,2025-07-30T07:34:14.003Z,118,27886,flood,manual
IRR002520,FIELD0145,2025-04-16T10:06:14.763Z,158,38987,drip,manual
IRR002521,FIELD0073,2025-05-25T23:47:42.644Z,146,17929,center_pivot,scheduled
IRR002522,FIELD0139,2025-07-02T15:43:22.535Z,320,26088,sprinkler,manual
IRR002523,FIELD0115,2025-06-15T21:22:10.767Z,212,33509,drip,scheduled
IRR002524,FIELD0142,2025-10-12T12:07:15.475Z,95,47320,center_pivot,scheduled
IRR002525,FIELD0046,2025-11-01T20:10:39.790Z,177,18433,flood,manual
IRR002526,FIELD0040,2025-10-02T09:05:34.994Z,119,26636,center_pivot,scheduled
IRR002527,FIELD0200,2025-11-05T08:34:57.036Z,72,11671,center_pivot,manual
IRR002528,FIELD0142,2025-12-19T06:13:19.338Z,195,13151,flood,manual
IRR002529,FIELD0046,2025-08-31T06:20:28.137Z,415,3474,sprinkler,scheduled
IRR002530,FIELD0047,2025-07-25T13:18:22.439Z,137,12739,sprinkler,scheduled
IRR002531,FIELD0135,2025-04-26T18:06:56.575Z,434,47688,center_pivot,manual
IRR002532,FIELD0172,2025-05-20T00:35:12.133Z,412,47715,center_pivot,manual
IRR002533,FIELD0055,2025-07-17T22:26:14.555Z,314,32777,sprinkler,manual
IRR002534,FIELD0170,2025-07-02T06:18:40.016Z,242,11688,drip,manual
IRR002535,FIELD0150,2025-05-15T09:50:03.336Z,350,7438,flood,manual
