image_id,field_id,capture_date,ndvi,evi,lai,cloud_cover_percent,resolution_m
SAT0004310,FIELD0008,2025-04-01,0.394,0.599,1.23,16,10
SAT0004311,FIELD0029,2025-07-24,0.357,0.416,4.3,56,30
SAT0004312,FIELD0038,2025-07-28,0.046,0.239,1.65,64,10
SAT0004313,FIELD0083,2025-03-09,0.585,0.288,0.42,23,20
SAT0004314,FIELD0174,2025-10-10,0.682,-0.021,3.46,45,20
SAT0004315,FIELD0024,2025-03-18,0.293,0.352,5.27,98,20
SAT0004316,FIELD0195,2025-12-14,0.385,0.776,4.45,47,30
SAT0004317,FIELD0088,2025-09-01,0.303,0.564,2.36,0,10
SAT0004318,FIELD0030,2025-08-15,0.453,0.28,6,32,20
SAT0004319,FIELD0097,2025-12-07,-0.007,-0.024,2.76,8,20
SAT0004320,FIELD0109,2025-07-21,0.714,0.155,4.44,53,30
SAT0004321,FIELD0182,2025-11-20,-0.037,0.295,3.26,69,10
SAT0004322,FIELD0170,2025-08-04,-0.015,0.707,3.32,33,30
SAT0004323,FIELD0177,2025-05-15,0.183,0.191,2.42,71,10
SAT0004324,FIELD0192,2025-12-11,0.108,0.394,5.83,60,20
SAT0004325,FIELD0093,2025-09-15,0.171,0.32,3.83,78,30
SAT0004326,FIELD0113,2026-01-08,0.775,0.421,2.59,21,30
SAT0004327,FIELD0156,2025-05-28,0.628,0.11,4.25,99,10
SAT0004328,FIELD0146,2025-03-26,0.367,0.174,5.47,2,10
SAT0004329,FIELD0184,2025-04-18,0.081,-0.05,1.22,17,20
SAT0004330,FIELD0110,2025-08-21,0.519,0.336,3.27,0,30
SAT0004331,FIELD0005,2025-06-26,0.04,0.19,4.73,54,10
SAT0004332,FIELD0188,2025-03-19,0.807,0.459,3.62,78,30
SAT0004333,FIELD0072,2025-12-16,-0.097,0.778,3.13,62,20
SAT0004334,FIELD0158,2025-05-26,0.48,0.307,0.06,24,10
SAT0004335,FIELD0105,2025-07-14,0.727,0.012,4.4,19,10
SAT0004336,FIELD0168,2025-09-29,0.795,0.647,5.23,5,30
SAT0004337,FIELD0138,2025-07-30,0.173,0.641,2.4,28,10
SAT0004338,FIELD0130,2026-02-09,0.5,0.797,5.08,46,30
SAT0004339,FIELD0198,2025-09-29,0.559,-0.075,0.96,28,30
SAT0004340,FIELD0170,2025-12-11,0.681,0.748,4.31,17,20
SAT0004341,FIELD0146,2025-07-03,-0.052,0.315,1.98,35,10
SAT0004342,FIELD0029,2025-08-11,0.26,0.221,0.73,33,20
SAT0004343,FIELD0132,2025-08-15,0.515,0.584,4.91,51,30
SAT0004344,FIELD0153,2025-09-27,0.42,0.326,0.83,89,20
SAT0004345,FIELD0098,2025-10-12,0.204,-0.078,2.35,5,30
SAT0004346,FIELD0188,2025-04-30,0.305,0.346,3.29,79,20
SAT0004347,FIELD0022,2025-04-08,0.173,0.268,4.79,91,20
SAT0004348,FIELD0048,2025-03-02,0.213,0.354,5.02,94,30
SAT0004349,FIELD0021,2025-04-13,-0.099,0.445,0.77,85,10
SAT0004350,FIELD0076,2025-03-24,0.708,0.465,0.16,88,30
SAT0004351,FIELD0007,2025-11-09,0.179,-0.093,3.52,62,30
SAT0004352,FIELD0076,2025-04-15,0.508,-0.036,2.41,34,30
SAT0004353,FIELD0129,2025-09-29,0.457,-0.01,0.82,71,20
SAT0004354,FIELD0040,2025-09-28,0.368,0.218,0.69,2,20
SAT0004355,FIELD0022,2025-11-03,0.292,0.042,4.65,37,20
SAT0004356,FIELD0141,2025-06-26,0.856,0.571,5.55,99,20
SAT0004357,FIELD0008,2025-10-15,0.136,-0.069,4.84,38,30
SAT0004358,FIELD0166,2025-10-18,0.616,0.418,2.35,39,30
SAT0004359,FIELD0196,2026-02-09,0.137,0.097,0.56,9,10
SAT0004360,FIELD0050,2025-06-01,0.879,0.57,3.82,92,30
SAT0004361,FIELD0139,2025-07-02,0.346,-0.041,3.02,85,30
SAT0004362,FIELD0111,2025-11-17,0.665,0.278,3.84,66,20
SAT0004363,FIELD0150,2025-12-19,0.622,0.073,2.99,47,10
SAT0004364,FIELD0176,2025-05-12,0.779,0.55,2.2,20,10
SAT0004365,FIELD0169,2025-12-23,0.281,0.361,0.59,54,20
SAT0004366,FIELD0168,2025-11-01,0.396,-0.059,1.58,19,10
SAT0004367,FIELD0126,2025-03-23,0.57,-0.014,1.68,95,30
SAT0004368,FIELD0155,2025-12-06,0.411,0.676,4.85,84,10
SAT0004369,FIELD0194,2025-06-18,-0.002,-0.033,3.65,29,10
SAT0004370,FIELD0099,2025-07-23,0.647,0.583,1.97,66,30
SAT0004371,FIELD0159,2025-06-24,0.743,0.655,5.89,85,30
SAT0004372,FIELD0190,2025-10-04,-0.078,0.294,0.24,48,30
SAT0004373,FIELD0079,2025-09-08,0.66,0.8,2.93,12,10
SAT0004374,FIELD0102,2025-03-18,0.477,0.269,5.59,35,30
SAT0004375,FIELD0060,2026-02-02,0.539,-0.023,4.1,54,10
SAT0004376,FIELD0049,2025-07-18,0.012,0.353,5.65,100,10
SAT0004377,FIELD0038,2026-01-28,0.776,0.347,0.41,52,20
SAT0004378,FIELD0109,2025-11-29,0.542,0.224,1.77,78,20
SAT0004379,FIELD0107,2026-02-12,0.291,0.302,3.58,18,10
SAT0004380,FIELD0026,2025-07-16,0.057,0,4.87,45,10
SAT0004381,FIELD0042,2025-09-02,-0.001,-0.009,2.37,48,30
SAT0004382,FIELD0046,2026-01-29,0.878,0.227,1.67,75,10
SAT0004383,FIELD0107,2025-05-07,0.575,0.063,0.3,63,20
SAT0004384,FIELD0013,2025-03-02,0.46,0.457,0.03,47,30
SAT0004385,FIELD0088,2025-10-11,0.265,0.166,1.28,50,20
SAT0004386,FIELD0125,2025-09-24,0.505,-0.052,4.79,49,30
SAT0004387,FIELD0020,2025-08-17,0.627,-0.078,5.89,17,10
SAT0004388,FIELD0059,2025-09-05,-0.012,0.662,1.34,14,20
SAT0004389,FIELD0133,2025-12-20,0.74,0.497,2.15,35,20
SAT0004390,FIELD0076,2025-06-15,0.658,-0.009,0.87,93,20
SAT0004391,FIELD0103,2025-04-08,0.839,0.241,4.46,75,20
SAT0004392,FIELD0126,2025-06-06,0.446,0.687,2.38,86,10
SAT0004393,FIELD0008,2025-11-04,0.872,0.765,1.03,90,30
SAT0004394,FIELD0192,2025-12-04,0.008,0.357,5.22,11,20
SAT0004395,FIELD0181,2025-11-18,0.719,0.564,0.78,37,20
SAT0004396,FIELD0115,2025-04-10,0.449,0.255,5.88,42,30
SAT0004397,FIELD0073,2025-11-14,-0.045,0.275,0.23,0,10
SAT0004398,FIELD0045,2025-08-27,0.824,0.646,5.71,30,30
SAT0004399,FIELD0025,2025-11-09,-0.077,0.044,5.27,61,30
SAT0004400,FIELD0039,2025-07-09,0.465,0.296,3.64,93,30
SAT0004401,FIELD0118,2025-05-26,-0.051,-0.005,3.55,57,10
SAT0004402,FIELD0058,2025-10-24,0.13,0.725,0.48,42,30
SAT0004403,FIELD0084,2025-06-25,0.419,0.021,2.61,76,10
SAT0004404,FIELD0113,2025-08-11,-0.09,0.289,5.33,33,30
SAT0004405,FIELD0164,2025-10-09,0.075,0.067,4.51,48,10
SAT0004406,FIELD0065,2025-03-01,0.706,0.544,3.13,37,20
SAT0004407,FIELD0134,2025-06-12,-0.046,0.573,1.82,10,20
SAT0004408,FIELD0025,2025-09-17,0.013,0.422,4.99,43,20
SAT0004409,FIELD0092,2025-03-28,0.722,0.365,5.66,27,30
SAT0004410,FIELD0069,2025-11-13,-0.058,0.418,0.75,3,20
SAT0004411,FIELD0092,2025-06-12,0.452,0.529,4.8,57,20
SAT0004412,FIELD0059,2025-03-07,0.698,0.247,0.93,90,20
SAT0004413,FIELD0115,2025-07-03,0.202,0.183,4.49,12,20
SAT0004414,FIELD0141,2025-06-19,0.3,0.026,5.46,76,10
SAT0004415,FIELD0102,2025-06-25,0.716,0.691,3.41,10,10
SAT0004416,FIELD0064,2025-04-02,0.892,0.017,1.24,72,20
SAT0004417,FIELD0146,2025-11-25,0.472,0.635,1.04,7,10
SAT0004418,FIELD0162,2026-01-29,-0.092,0.324,0.03,91,20
SAT0004419,FIELD0122,2025-09-16,0.543,0.569,4.61,29,10
SAT0004420,FIELD0147,2025-05-27,0.272,0.01,1.34,6,20
SAT0004421,FIELD0024,2025-04-11,-0.061,0.717,1.67,6,30
SAT0004422,FIELD0158,2025-04-25,0.498,0.178,2.59,4,20
SAT0004423,FIELD0025,2025-07-29,0.107,0.633,1.48,35,30
SAT0004424,FIELD0062,2026-01-28,0.089,0.394,2.09,93,20
SAT0004425,FIELD0021,2025-03-11,0.326,0.497,1.39,27,10
SAT0004426,FIELD0094,2025-04-07,0.358,0.734,3.54,6,30
SAT0004427,FIELD0006,2025-07-12,0.81,-0.034,2.98,90,20
SAT0004428,FIELD0184,2026-01-28,0.002,-0.014,3.27,14,10
SAT0004429,FIELD0188,2025-03-26,0.655,0.256,4.24,26,20
SAT0004430,FIELD0051,2025-08-28,0.787,-0.073,5.22,72,20
SAT0004431,FIELD0112,2025-06-29,0.125,0.254,1.14,34,30
SAT0004432,FIELD0168,2025-09-25,0.537,0.257,2.28,18,20
SAT0004433,FIELD0111,2025-08-25,0.318,0.084,4.22,38,10
SAT0004434,FIELD0123,2025-03-26,0.075,0.008,1.5,17,20
SAT0004435,FIELD0042,2025-12-15,0.128,0.365,0.98,76,10
SAT0004436,FIELD0150,2025-05-27,0.4,0.453,3.51,53,20
SAT0004437,FIELD0107,2026-02-11,0.198,0.639,5.38,86,20
SAT0004438,FIELD0005,2025-08-25,-0.086,0.464,3.94,6,10
SAT0004439,FIELD0030,2025-06-24,0.075,0.289,0.21,25,20
SAT0004440,FIELD0097,2025-09-19,0.431,0.032,4.04,40,10
SAT0004441,FIELD0038,2025-07-22,0.301,0.707,3.43,82,20
SAT0004442,FIELD0134,2025-11-20,0.631,-0.099,1.76,98,10
SAT0004443,FIELD0054,2025-08-29,0.081,0.647,5.47,17,30
SAT0004444,FIELD0176,2025-03-18,0.132,0.03,2.88,95,30
SAT0004445,FIELD0035,2025-07-30,-0.007,0.511,5.43,70,10
SAT0004446,FIELD0082,2025-10-20,0.421,-0.031,0.54,64,20
SAT0004447,FIELD0162,2025-10-25,0.832,0.092,0.68,85,20
SAT0004448,FIELD0083,2025-10-21,0.812,0.497,4.35,46,10
SAT0004449,FIELD0065,2025-04-02,0.633,0.736,5.01,89,20
SAT0004450,FIELD0001,2025-06-04,0.109,0.768,4.51,80,20
SAT0004451,FIELD0124,2025-10-19,0.079,-0.088,0.69,77,30
SAT0004452,FIELD0007,2025-08-13,0.627,0.189,4.4,72,10
SAT0004453,FIELD0102,2025-08-20,0.716,0.475,3.82,70,20
SAT0004454,FIELD0108,2025-07-04,0.867,-0.076,2.18,67,10
SAT0004455,FIELD0107,2025-12-16,0.101,0.058,2.07,45,10
SAT0004456,FIELD0184,2025-09-15,0.515,0.168,0.87,25,30
SAT0004457,FIELD0055,2025-05-16,0.565,0.172,0.81,54,20
SAT0004458,FIELD0126,2026-01-15,0.39,0.696,1.6,1,30
SAT0004459,FIELD0082,2026-01-02,-0.065,0.459,3.89,3,30
SAT0004460,FIELD0137,2025-12-11,0.761,0.608,3.82,73,20
SAT0004461,FIELD0112,2025-11-20,0.5,-0.041,2.92,31,10
SAT0004462,FIELD0113,2025-09-18,0.835,0.259,0.16,79,30
SAT0004463,FIELD0150,2025-05-12,0.802,0.616,1.9,73,10
SAT0004464,FIELD0105,2025-10-27,0.762,0.279,0.34,23,30
SAT0004465,FIELD0169,2025-09-22,0.387,0.067,4,43,20
SAT0004466,FIELD0025,2025-04-10,-0.044,0.694,4.79,25,30
SAT0004467,FIELD0174,2025-08-28,0.652,0.546,5.64,56,20
SAT0004468,FIELD0012,2025-11-08,0.236,0.703,3.55,87,20
SAT0004469,FIELD0150,2025-12-08,0.147,0.472,4.43,24,20
SAT0004470,FIELD0143,2025-11-30,0.544,0.16,5.31,56,20
SAT0004471,FIELD0187,2025-09-20,0.509,0.599,2.53,31,20
SAT0004472,FIELD0154,2025-09-08,0.372,0.729,5.16,59,10
SAT0004473,FIELD0195,2025-09-28,0.037,0.65,3.7,82,10
SAT0004474,FIELD0118,2025-12-14,0.027,0.076,0.55,88,30
SAT0004475,FIELD0003,2025-04-28,0.122,-0.06,6,59,30
SAT0004476,FIELD0126,2025-08-04,0.663,0.202,2.03,71,10
SAT0004477,FIELD0021,2025-03-17,0.55,0.015,3.14,78,20
SAT0004478,FIELD0059,2025-03-25,0.325,0.249,3.67,97,10
SAT0004479,FIELD0155,2025-07-14,0.208,0.128,5.33,77,10
SAT0004480,FIELD0087,2025-10-27,0.085,0.747,0.38,95,10
SAT0004481,FIELD0119,2025-06-12,0.221,0.009,0.62,84,20
SAT0004482,FIELD0093,2025-06-17,0.85,0.744,3.42,16,20
SAT0004483,FIELD0176,2025-07-11,0.076,0.486,3.91,68,10
SAT0004484,FIELD0147,2025-05-14,-0.012,0.682,0.74,39,20
SAT0004485,FIELD0171,2025-12-20,0.745,0.352,3.88,99,10
SAT0004486,FIELD0048,2025-04-16,0.557,0.435,2.14,61,30
SAT0004487,FIELD0145,2025-03-30,0.007,-0.096,2.22,89,10
SAT0004488,FIELD0056,2026-01-22,0.069,0.367,3.42,88,30
SAT0004489,FIELD0131,2025-05-22,-0.069,0.772,1.95,88,20
SAT0004490,FIELD0054,2025-11-10,0.426,0.704,4.66,71,30
SAT0004491,FIELD0056,2025-09-20,0.888,0.082,0.26,63,10
SAT0004492,FIELD0159,2025-06-24,0.679,0.32,4.4,79,30
SAT0004493,FIELD0010,2025-09-01,0.636,0.457,1.43,23,10
SAT0004494,FIELD0095,2025-11-26,0.475,0.263,1.94,35,20
SAT0004495,FIELD0190,2025-09-06,0.812,0.609,1.02,53,20
SAT0004496,FIELD0193,2025-03-12,0.535,-0.095,4.59,39,20
SAT0004497,FIELD0025,2025-03-06,0.198,0.235,3.37,26,10
SAT0004498,FIELD0187,2026-01-08,0.821,0.347,0.24,51,30
SAT0004499,FIELD0173,2025-10-26,0.147,0.667,3.38,93,10
SAT0004500,FIELD0175,2025-07-30,0.525,0.257,2.73,79,20
SAT0004501,FIELD0087,2025-03-19,0.264,0.752,2.27,39,10
SAT0004502,FIELD0091,2025-04-29,0.15,0.127,0.81,36,30
SAT0004503,FIELD0075,2026-01-07,0.873,-0.012,0.65,3,20
SAT0004504,FIELD0093,2025-04-02,0.841,0.018,1.02,72,30
SAT0004505,FIELD0049,2025-05-10,0.4,0.07,0.85,62,10
SAT0004506,FIELD0076,2025-11-09,0.802,0.198,4.46,78,10
SAT0004507,FIELD0052,2025-09-18,0.727,0.693,4.49,24,20
SAT0004508,FIELD0117,2025-09-13,0.275,0.478,2.09,75,10
SAT0004509,FIELD0129,2025-09-08,0.162,0.286,1.96,94,10
SAT0004510,FIELD0166,2025-05-22,0.684,0.373,5.78,36,20
SAT0004511,FIELD0037,2025-06-14,0.75,0.729,2.44,31,10
SAT0004512,FIELD0041,2025-10-14,0.863,0.278,4.78,70,10
SAT0004513,FIELD0002,2025-11-08,0.003,0.354,5.07,18,10
SAT0004514,FIELD0048,2025-07-13,0.031,0.664,4.2,13,30
SAT0004515,FIELD0018,2025-11-23,0.588,0.288,1.86,95,30
SAT0004516,FIELD0087,2025-05-08,0.824,0.65,5.02,11,30
SAT0004517,FIELD0041,2025-05-20,0.462,-0.089,4.58,5,30
SAT0004518,FIELD0184,2025-10-15,0.526,0.283,2.57,44,20
SAT0004519,FIELD0026,2025-07-23,0.097,-0.009,0.17,43,10
SAT0004520,FIELD0143,2026-01-13,0.485,-0.083,2.59,86,20
SAT0004521,FIELD0197,2025-12-26,0.303,-0.028,3.76,75,30
SAT0004522,FIELD0033,2025-10-30,0.047,0.043,3.78,9,20
SAT0004523,FIELD0102,2025-12-13,-0.012,0.769,2.7,8,20
SAT0004524,FIELD0105,2026-01-11,0.767,0.336,2.64,23,20
SAT0004525,FIELD0154,2025-04-14,0.729,0.126,0.96,49,20
SAT0004526,FIELD0055,2026-01-06,0.666,0.463,2.09,86,10
SAT0004527,FIELD0061,2025-05-08,0.308,0.486,1.41,64,30
SAT0004528,FIELD0146,2025-09-24,0.593,0.411,1.34,5,30
SAT0004529,FIELD0045,2025-10-08,0.251,0.557,4.06,2,10
SAT0004530,FIELD0093,2025-10-31,0.548,0.582,2.87,21,10
SAT0004531,FIELD0054,2025-10-31,-0.029,0.659,0.62,94,20
SAT0004532,FIELD0022,2026-01-11,-0.036,0.421,5.28,67,30
SAT0004533,FIELD0072,2025-05-01,0.009,-0.035,3,58,20
SAT0004534,FIELD0023,2025-12-26,0.803,0.371,2.53,45,10
SAT0004535,FIELD0188,2025-05-01,0.155,0.073,1.85,59,10
SAT0004536,FIELD0153,2026-01-18,0.557,0.247,3.98,98,30
SAT0004537,FIELD0107,2025-05-22,0.748,0.374,2.8,67,10
SAT0004538,FIELD0069,2025-07-14,0.158,0.114,5.18,92,20
SAT0004539,FIELD0119,2025-05-17,0.521,0.081,1.78,32,10
SAT0004540,FIELD0025,2026-01-23,0.247,0.399,1.02,23,30
SAT0004541,FIELD0173,2025-03-01,0.02,0.256,2.97,27,30
SAT0004542,FIELD0059,2025-08-23,0.571,-0.042,2.82,23,20
SAT0004543,FIELD0148,2025-03-30,0.175,0.554,5.75,65,20
SAT0004544,FIELD0103,2025-11-13,0.506,0.104,0.05,34,30
SAT0004545,FIELD0091,2025-07-06,0.785,-0.031,4.02,94,30
SAT0004546,FIELD0164,2025-05-01,-0.033,0.272,1.05,19,30
SAT0004547,FIELD0178,2026-02-07,-0.04,-0.059,1.68,33,30
SAT0004548,FIELD0129,2025-08-30,-0.091,0.572,3.05,65,20
SAT0004549,FIELD0144,2025-03-26,0.767,0.509,0.25,74,30
SAT0004550,FIELD0156,2025-07-25,0.711,0.662,5.7,68,10
SAT0004551,FIELD0106,2025-06-10,0.426,0.604,3.65,62,30
SAT0004552,FIELD0006,2026-01-08,0.182,0.796,0.41,60,20
SAT0004553,FIELD0199,2025-04-14,0.484,0.127,1.72,60,30
SAT0004554,FIELD0044,2025-09-15,0.282,0.009,0.71,99,20
SAT0004555,FIELD0145,2025-10-18,0.257,0.304,1.95,23,20
SAT0004556,FIELD0073,2025-12-30,0.38,0.745,1.85,32,10
SAT0004557,FIELD0066,2025-04-06,0.003,0.372,2.36,79,20
SAT0004558,FIELD0088,2025-11-21,0.809,0.606,1,97,30
SAT0004559,FIELD0082,2025-08-29,0.503,0.137,4.76,65,30
SAT0004560,FIELD0178,2025-06-10,0.861,0.245,5.31,21,30
SAT0004561,FIELD0059,2025-05-12,0.825,0.029,5.54,68,30
SAT0004562,FIELD0130,2025-08-03,0.068,-0.079,0.72,68,20
SAT0004563,FIELD0025,2025-05-03,-0.036,0.21,0.71,23,20
SAT0004564,FIELD0113,2025-05-11,0.576,-0.048,2.03,35,10
SAT0004565,FIELD0138,2025-08-09,0.385,0.794,0.28,96,10
SAT0004566,FIELD0132,2025-08-08,0.299,-0.099,3.7,56,30
SAT0004567,FIELD0086,2025-09-18,0.759,0.604,1.53,96,30
SAT0004568,FIELD0092,2025-12-03,0.547,-0.09,5.46,4,20
SAT0004569,FIELD0174,2025-04-06,0.42,0.01,5.01,66,10
SAT0004570,FIELD0095,2025-06-25,-0.072,0.686,4.08,30,20
SAT0004571,FIELD0077,2025-03-19,0.067,0.144,5.03,27,20
SAT0004572,FIELD0089,2025-08-30,0.639,0.117,4.92,19,30
SAT0004573,FIELD0193,2025-04-18,0.333,0.161,0,37,20
SAT0004574,FIELD0037,2025-11-20,0.174,-0.074,4.59,9,10
SAT0004575,FIELD0175,2025-03-17,0.783,0.36,4.04,81,30
SAT0004576,FIELD0166,2025-06-19,-0.084,0.149,1.76,11,30
SAT0004577,FIELD0090,2025-09-29,0.215,0.373,4.69,49,30
SAT0004578,FIELD0058,2025-11-25,0.452,0.732,3,89,20
SAT0004579,FIELD0068,2025-09-24,0.409,0.068,3.47,83,30
SAT0004580,FIELD0009,2025-04-03,0.569,0.061,5.85,47,20
SAT0004581,FIELD0140,2026-01-23,0.607,0.275,3.66,59,20
SAT0004582,FIELD0116,2025-12-22,0.363,0.009,0.73,87,10
SAT0004583,FIELD0200,2025-11-10,0.246,0.69,4.67,21,20
SAT0004584,FIELD0012,2025-04-28,0.64,0.512,4.66,86,20
SAT0004585,FIELD0049,2025-06-24,0.763,0.457,1,42,10
SAT0004586,FIELD0021,2026-02-13,0.692,0.736,4.37,92,30
SAT0004587,FIELD0066,2025-09-03,0.031,0.193,2.23,60,20
SAT0004588,FIELD0152,2025-10-08,0.795,0.351,4.28,16,20
SAT0004589,FIELD0119,2025-04-25,0.787,-0.015,1.97,35,10
SAT0004590,FIELD0118,2025-05-17,0.709,0.486,4.7,14,30
SAT0004591,FIELD0159,2025-06-25,0.676,0.73,3.91,69,10
SAT0004592,FIELD0085,2025-10-21,0.517,0.77,1.29,51,10
SAT0004593,FIELD0037,2025-08-07,-0.027,-0.036,1.24,82,10
SAT0004594,FIELD0139,2025-05-18,0.685,0.578,0.81,41,30
SAT0004595,FIELD0087,2025-05-22,0.117,0.028,0.57,79,10
SAT0004596,FIELD0066,2025-12-05,0.592,0.396,1.83,34,20
SAT0004597,FIELD0073,2025-10-01,0.556,-0.051,0.66,0,30
SAT0004598,FIELD0181,2025-11-23,0.855,0.286,5.7,67,20
SAT0004599,FIELD0181,2025-03-02,0.113,0.379,2.36,87,20
SAT0004600,FIELD0195,2025-06-27,0.027,0.304,4.74,25,30
SAT0004601,FIELD0078,2025-04-04,0.432,-0.086,4.07,59,20
SAT0004602,FIELD0186,2025-11-02,0.846,0.657,3.28,24,30
SAT0004603,FIELD0149,2026-01-11,0.381,0.749,4.06,43,20
SAT0004604,FIELD0188,2026-01-30,0.348,-0.059,2.88,25,10
SAT0004605,FIELD0055,2025-12-04,0.375,0.344,3.33,88,30
SAT0004606,FIELD0055,2025-07-24,-0.07,0.371,5.48,49,20
SAT0004607,FIELD0080,2025-03-18,0.301,0.618,3.53,61,30
SAT0004608,FIELD0015,2025-09-10,0.88,-0.083,4.46,26,30
SAT0004609,FIELD0049,2025-03-11,0.231,0.769,0.33,37,10
SAT0004610,FIELD0095,2026-01-23,0.209,0.584,4.08,100,30
SAT0004611,FIELD0097,2025-10-02,0.167,0.052,2.35,38,30
SAT0004612,FIELD0192,2026-01-11,0.253,0.23,1.48,6,30
SAT0004613,FIELD0129,2025-09-27,0.025,0.143,3.17,32,20
SAT0004614,FIELD0084,2025-10-19,0.805,0.766,4.69,11,10
SAT0004615,FIELD0033,2026-02-14,0.363,-0.054,0.62,62,20
SAT0004616,FIELD0105,2025-07-16,0.324,0.502,0.06,63,20
SAT0004617,FIELD0007,2025-12-23,-0.035,-0.075,4.09,16,30
SAT0004618,FIELD0023,2025-10-04,0.188,0.293,3.98,92,10
SAT0004619,FIELD0198,2026-01-12,0.717,-0.077,0.08,5,10
SAT0004620,FIELD0078,2025-10-30,0.541,0.484,5.51,94,30
SAT0004621,FIELD0097,2025-06-11,0.876,0.631,0.84,30,10
SAT0004622,FIELD0179,2025-03-08,0.72,0.527,2.88,12,30
SAT0004623,FIELD0181,2025-08-25,0.667,0.007,2.43,35,20
SAT0004624,FIELD0105,2025-06-29,0.786,0.367,4.62,30,30
SAT0004625,FIELD0030,2025-06-29,0.388,0.199,5.26,58,30
SAT0004626,FIELD0184,2025-03-19,0.054,0.799,5.38,2,10
SAT0004627,FIELD0115,2026-01-01,0.288,0.442,4.93,50,20
SAT0004628,FIELD0009,2025-11-06,0.732,0.405,2,6,30
SAT0004629,FIELD0107,2025-10-13,0.735,0.29,4.71,8,20
SAT0004630,FIELD0028,2025-06-30,-0.085,-0.071,1.05,98,20
SAT0004631,FIELD0013,2026-02-08,0.259,-0.095,4.49,32,30
SAT0004632,FIELD0147,2025-06-08,-0.049,0.53,5.85,79,10
SAT0004633,FIELD0008,2025-04-30,0.265,0.04,1.73,47,10
SAT0004634,FIELD0143,2025-07-03,0.722,-0.036,2.09,81,10
SAT0004635,FIELD0040,2025-11-04,0.803,0.431,0.74,6,10
SAT0004636,FIELD0003,2025-12-27,0.266,0.351,3.15,49,20
SAT0004637,FIELD0093,2025-10-28,0.842,0.8,6,49,10
SAT0004638,FIELD0024,2025-09-30,0.346,0.573,2.51,96,20
SAT0004639,FIELD0097,2025-12-20,0.4,0.785,3.25,60,20
SAT0004640,FIELD0018,2025-03-19,0.691,0.067,0.88,69,30
SAT0004641,FIELD0091,2025-06-09,-0.016,0.684,3.39,80,30
SAT0004642,FIELD0005,2025-10-13,0.505,0.028,4.49,99,10
SAT0004643,FIELD0139,2025-06-17,0.836,0.391,0.99,92,10
SAT0004644,FIELD0020,2025-03-09,0.064,0.119,0.56,23,10
SAT0004645,FIELD0076,2025-08-22,0.281,-0.002,3,33,10
SAT0004646,FIELD0067,2025-05-14,0.332,0.201,4.08,1,20
SAT0004647,FIELD0082,2025-05-12,0.084,0.667,0.99,99,20
SAT0004648,FIELD0198,2025-06-14,0.375,0.212,5.16,46,30
SAT0004649,FIELD0142,2025-06-30,0.846,0.344,2.77,81,20
SAT0004650,FIELD0154,2025-07-22,0.342,0.311,1.99,73,30
SAT0004651,FIELD0055,2025-09-03,0.091,0.546,4.98,41,10
SAT0004652,FIELD0161,2026-01-01,0.174,0.329,5.17,57,10
SAT0004653,FIELD0162,2025-09-13,0.342,0.597,5.72,22,30
SAT0004654,FIELD0129,2025-12-26,0.588,-0.088,0.66,27,20
SAT0004655,FIELD0195,2025-06-27,0.657,0.377,5.68,22,10
SAT0004656,FIELD0093,2025-11-08,0.363,0.33,4.46,69,20
SAT0004657,FIELD0070,2025-03-07,0.24,0.187,1.14,66,20
SAT0004658,FIELD0096,2025-05-04,0.558,-0.079,3.81,21,30
SAT0004659,FIELD0120,2025-03-12,0.016,0.617,5.68,70,30
SAT0004660,FIELD0067,2026-02-06,0.889,-0.026,4.54,91,10
SAT0004661,FIELD0039,2025-12-28,0.79,0.106,4.43,79,20
SAT0004662,FIELD0124,2025-12-21,0.84,0.005,4.16,35,20
SAT0004663,FIELD0158,2025-06-08,0.821,0.173,4.56,16,20
SAT0004664,FIELD0019,2025-08-09,0.253,0.688,1.47,74,30
SAT0004665,FIELD0024,2025-08-25,0.681,0.229,1.04,13,10
SAT0004666,FIELD0079,2025-08-06,0.315,0.122,2.22,77,10
SAT0004667,FIELD0025,2025-04-14,0.628,0.129,5.63,32,20
SAT0004668,FIELD0042,2025-04-17,0.214,0.663,0.16,16,10
SAT0004669,FIELD0167,2025-12-15,0.443,0.328,3.76,66,20
SAT0004670,FIELD0020,2025-04-08,0.023,0.421,1.8,27,30
SAT0004671,FIELD0096,2025-05-26,0.532,0.086,3,37,30
SAT0004672,FIELD0073,2025-04-18,0.286,0.574,2.3,38,30
SAT0004673,FIELD0095,2025-09-12,0.759,0.632,2.5,5,10
SAT0004674,FIELD0198,2025-08-02,0.81,0.01,5.16,83,10
SAT0004675,FIELD0130,2025-03-16,-0.021,-0.035,5.85,85,20
SAT0004676,FIELD0181,2025-05-18,0.883,0.503,4.63,63,20
SAT0004677,FIELD0035,2025-10-04,-0.044,0.108,5.26,50,30
SAT0004678,FIELD0007,2025-04-09,0.702,0.486,0.82,5,10
SAT0004679,FIELD0013,2026-01-13,-0.076,0.755,2.78,48,20
SAT0004680,FIELD0190,2025-09-02,0.208,0.796,2.15,94,10
SAT0004681,FIELD0065,2025-06-09,0.566,0.185,5.69,40,30
SAT0004682,FIELD0126,2025-06-11,0.82,0.788,5.29,91,10
SAT0004683,FIELD0059,2025-10-30,0.567,0.291,3.5,73,10
SAT0004684,FIELD0190,2025-03-07,0.245,0.408,3.85,96,20
