record_id,field_id,date,temp_max_c,temp_min_c,precipitation_mm,humidity_percent,wind_speed_kmh,solar_radiation_wm2
WH0004714,FIELD0169,2025-01-04,17.4,-0.9,24.5,36,33,214
WH0004715,FIELD0042,2025-04-24,10.5,-1.2,6.3,67,9.5,168
WH0004716,FIELD0024,2025-08-24,24.4,-0.4,14.2,47,11.8,678
WH0004717,FIELD0118,2025-12-07,26.4,4.3,39.8,86,20.2,438
WH0004718,FIELD0098,2025-11-25,11,1.8,18.8,50,38.3,530
WH0004719,FIELD0040,2025-10-07,35.6,22.7,16.3,77,13.6,77
WH0004720,FIELD0069,2025-09-26,30.2,12.6,34.7,49,24.6,661
WH0004721,FIELD0129,2025-01-30,13.8,-1.6,48.9,44,1.8,736
WH0004722,FIELD0063,2026-02-11,37.7,11.5,11.4,57,39.6,171
WH0004723,FIELD0042,2025-11-21,12.6,-3.2,3.1,71,27.9,72
WH0004724,FIELD0151,2025-08-25,33.7,12.9,45.1,67,18,112
WH0004725,FIELD0161,2025-02-08,27.4,8,49.9,51,13.1,345
WH0004726,FIELD0111,2025-10-28,27.3,14.8,39.3,83,17,513
WH0004727,FIELD0134,2025-07-04,20.8,8.4,6.3,40,34.9,323
WH0004728,FIELD0093,2025-07-11,33.5,0.8,32.6,52,38.8,725
WH0004729,FIELD0146,2025-04-08,16.9,3,23.5,52,3,584
WH0004730,FIELD0159,2025-12-06,31.1,-3.3,26.9,78,18.6,352
WH0004731,FIELD0146,2025-09-07,27.7,-5,16.1,38,9.8,338
WH0004732,FIELD0076,2025-09-05,19.2,4.5,24.7,31,4.5,382
WH0004733,FIELD0194,2025-04-10,16,4.1,22.5,88,23.4,654
WH0004734,FIELD0088,2025-07-20,14.3,3.5,16.8,85,20.4,634
WH0004735,FIELD0128,2025-06-20,35.1,27.5,47,71,20.2,711
WH0004736,FIELD0165,2025-04-04,39.7,-0.7,0,93,0.2,238
WH0004737,FIELD0040,2025-06-27,19.4,1.8,4.1,63,7.2,139
WH0004738,FIELD0073,2025-11-28,33.3,24.3,25,62,30.4,459
WH0004739,FIELD0108,2025-10-08,34,11.8,42.6,68,21.6,504
WH0004740,FIELD0010,2025-04-27,37.1,12.5,12.5,40,8.9,367
WH0004741,FIELD0077,2025-07-28,12.5,3.2,7.5,82,22.6,215
WH0004742,FIELD0067,2025-01-15,20.1,7.6,29.4,36,12.9,379
WH0004743,FIELD0159,2026-02-14,11.6,5.2,30.6,44,6,757
WH0004744,FIELD0121,2025-11-02,32.3,2.4,30.7,69,6.4,701
WH0004745,FIELD0176,2026-01-18,19.8,4.6,38.9,32,19,106
WH0004746,FIELD0063,2025-11-13,35.3,0.7,14.3,54,26.2,103
WH0004747,FIELD0180,2025-01-15,23.3,14,9.7,91,25.7,321
WH0004748,FIELD0057,2025-10-04,32.4,8.2,3.7,45,7.7,711
WH0004749,FIELD0183,2025-04-09,19.8,12.5,36.2,66,0,571
WH0004750,FIELD0059,2025-09-12,33.5,4.5,38.7,67,8.7,50
WH0004751,FIELD0007,2025-05-10,26,18.6,39.4,88,5.5,589
WH0004752,FIELD0001,2025-01-15,28.5,6.9,30.1,56,2.2,773
WH0004753,FIELD0152,2025-10-26,19.5,-0.9,31.7,92,14.8,674
WH0004754,FIELD0043,2025-05-14,22.7,-4.5,34.3,95,33.2,480
WH0004755,FIELD0038,2025-12-10,33,27.9,4.8,37,37.5,337
WH0004756,FIELD0137,2026-02-02,25.8,-4.1,48,48,8.6,638
WH0004757,FIELD0180,2025-03-01,15.2,9.9,45.8,93,2.6,718
WH0004758,FIELD0003,2025-06-09,29.9,5.3,25.5,86,26.9,69
WH0004759,FIELD0134,2026-02-09,29.7,-1.7,19.3,55,24.2,732
WH0004760,FIELD0181,2025-03-01,25.7,8.5,38.8,55,22.6,337
WH0004761,FIELD0148,2025-03-25,19.1,-1.1,48.3,62,37.3,276
WH0004762,FIELD0124,2025-11-25,23.6,14.5,18.6,84,11.9,315
WH0004763,FIELD0014,2025-07-11,13.7,6.3,14.2,34,9.9,328
WH0004764,FIELD0166,2025-01-02,35.7,-2.2,27.9,51,24.9,251
WH0004765,FIELD0061,2025-10-23,14.4,5,36.3,49,39.9,605
WH0004766,FIELD0110,2026-02-07,38,23.6,1.6,94,0.8,786
WH0004767,FIELD0026,2025-02-19,33.1,25.7,20.5,57,31.8,770
WH0004768,FIELD0176,2025-03-24,31.1,21.6,31,50,27.4,212
WH0004769,FIELD0062,2025-08-09,19.2,7.6,14.2,73,14,443
WH0004770,FIELD0133,2025-03-31,37.4,16.2,18.6,40,38,268
WH0004771,FIELD0046,2025-09-18,24.1,4.7,17.9,64,35.1,584
WH0004772,FIELD0077,2025-11-28,38.6,32.2,40.7,85,26.3,742
WH0004773,FIELD0148,2025-10-14,18.2,-2.7,45.1,84,14,592
WH0004774,FIELD0092,2025-01-03,36.9,4.8,35.8,76,32.8,595
WH0004775,FIELD0099,2025-09-26,36,28.2,38,34,29.9,574
WH0004776,FIELD0052,2025-06-03,28.8,6.8,23.2,77,39.8,760
WH0004777,FIELD0022,2025-12-12,18.4,11.5,16,86,25.4,613
WH0004778,FIELD0114,2025-09-06,27.7,5.4,31.7,88,1.2,405
WH0004779,FIELD0125,2025-03-22,16.4,7.5,38.1,40,24.3,316
WH0004780,FIELD0144,2025-06-04,38.4,14,4.7,70,14.9,762
WH0004781,FIELD0196,2025-01-04,21.9,15.1,23.7,74,18.8,613
WH0004782,FIELD0066,2025-10-24,10.1,-0.1,27.2,55,22.7,130
WH0004783,FIELD0029,2025-01-19,19.8,5.4,10.3,51,16.8,789
WH0004784,FIELD0110,2025-05-02,33,5.1,25,53,31.1,214
WH0004785,FIELD0100,2025-01-17,15.7,5.2,22.7,89,30.1,74
WH0004786,FIELD0033,2025-05-27,22.7,7.5,2,69,30,256
WH0004787,FIELD0175,2025-06-02,39.3,21.3,2.4,67,3.2,654
WH0004788,FIELD0150,2025-01-06,33.3,10.8,11.6,93,36.5,129
WH0004789,FIELD0162,2025-05-20,26.6,-2.7,2.9,69,13.4,586
WH0004790,FIELD0102,2025-12-30,24.8,14.1,41.1,78,10.5,461
WH0004791,FIELD0102,2025-01-11,29.5,22.3,37,75,2.9,220
WH0004792,FIELD0106,2025-01-28,36.9,5.4,40.6,34,5.7,758
WH0004793,FIELD0077,2025-12-15,13.5,-4.1,0.1,92,6.9,423
WH0004794,FIELD0193,2025-03-19,36.8,3.2,4.5,69,37.3,564
WH0004795,FIELD0043,2025-05-02,27.8,9.9,10.8,91,20,252
WH0004796,FIELD0134,2025-04-05,28.8,9.6,48.6,56,15.2,688
WH0004797,FIELD0117,2026-02-05,14.5,7.3,0.4,95,30.3,721
WH0004798,FIELD0170,2025-12-18,20.5,0.2,1.9,67,39.9,432
WH0004799,FIELD0182,2025-05-03,13.7,5.7,30,64,36.7,243
WH0004800,FIELD0171,2025-10-03,35.3,11.3,49.5,36,0.4,151
WH0004801,FIELD0194,2025-02-08,28.6,-1.1,48.2,43,1,109
WH0004802,FIELD0013,2025-07-10,24.3,5,47.8,34,19.9,169
WH0004803,FIELD0003,2025-09-07,15.1,1.7,9.1,74,36.7,542
WH0004804,FIELD0041,2026-02-13,20.7,-2.5,0.4,41,29,418
WH0004805,FIELD0007,2025-06-19,22.1,3.5,3.8,94,28.2,303
WH0004806,FIELD0035,2025-10-12,30.5,-2.3,20.8,47,31.7,754
WH0004807,FIELD0098,2025-06-09,21.7,5.7,32.7,54,1.8,783
WH0004808,FIELD0138,2025-05-22,21,-1.4,48.8,94,16.9,620
WH0004809,FIELD0136,2025-08-10,36.8,12.7,48,51,28.6,605
WH0004810,FIELD0063,2025-12-14,35.1,4,44.6,41,4.6,532
WH0004811,FIELD0106,2026-01-02,15.6,2.1,3.9,37,10.4,686
WH0004812,FIELD0111,2025-08-19,34.2,15.3,22.7,93,22.2,392
WH0004813,FIELD0008,2025-10-06,37.4,14.8,41,88,24,674
WH0004814,FIELD0160,2025-01-24,28.1,3.7,26,40,19.5,289
WH0004815,FIELD0007,2025-02-05,17.6,5.1,37.2,58,34.4,295
WH0004816,FIELD0065,2025-12-01,19.7,9.4,19.2,83,8.1,67
WH0004817,FIELD0005,2025-10-09,22.7,16.5,18.1,62,27.7,524
WH0004818,FIELD0134,2026-02-01,23.7,8.3,18.5,35,4.9,742
WH0004819,FIELD0060,2025-09-23,25.6,-2.9,7,78,39.7,595
WH0004820,FIELD0004,2025-06-08,38.4,22.1,20.4,34,0.9,196
WH0004821,FIELD0030,2025-12-07,39.1,22.5,44.1,36,27,169
WH0004822,FIELD0128,2025-02-05,27.5,2.6,30.1,40,36.5,548
WH0004823,FIELD0023,2025-10-09,34.4,0.1,18,43,17.8,104
WH0004824,FIELD0187,2025-07-23,37.7,10.9,33.2,94,12.2,137
WH0004825,FIELD0131,2026-01-15,35.2,11.8,22.6,71,15,537
WH0004826,FIELD0020,2025-01-30,11.9,2.7,1.2,47,3.2,617
WH0004827,FIELD0083,2025-05-09,28.1,7.1,48.4,31,35.6,294
WH0004828,FIELD0161,2026-01-23,11.4,2,42.2,38,20.6,619
WH0004829,FIELD0174,2025-04-28,33.5,11.6,33.6,44,7.4,479
WH0004830,FIELD0001,2025-04-17,37.8,-1.9,18.1,62,15.6,446
WH0004831,FIELD0021,2025-01-04,28.4,-4.4,8.3,80,39,646
WH0004832,FIELD0127,2025-10-01,30.9,16.5,4.5,84,21.8,209
WH0004833,FIELD0162,2026-02-11,15.9,1.3,41.9,71,26.1,64
WH0004834,FIELD0081,2025-06-01,23.7,9.2,27.2,48,22.2,751
WH0004835,FIELD0131,2025-04-16,22.9,17.2,44.3,32,7.2,152
WH0004836,FIELD0141,2025-11-29,17.4,-4.9,21,57,30.5,427
WH0004837,FIELD0074,2025-05-20,35.2,12,2.7,89,25.7,141
WH0004838,FIELD0032,2026-01-26,29.4,9.4,11.5,88,10.8,516
WH0004839,FIELD0200,2025-03-06,39.7,29.2,41.8,34,25.5,558
WH0004840,FIELD0021,2025-09-26,24.8,11.5,5.5,43,14.7,591
WH0004841,FIELD0112,2025-10-22,37.8,21.2,5.2,56,35.3,596
WH0004842,FIELD0025,2025-11-08,35,21.1,21.4,67,11.3,638
WH0004843,FIELD0165,2025-01-11,35.4,7.7,6.8,53,39.1,384
WH0004844,FIELD0173,2025-08-10,36.5,-4.5,46.8,78,17.3,263
WH0004845,FIELD0059,2025-09-14,25.4,6.4,32.6,65,33.2,786
WH0004846,FIELD0017,2025-06-11,25,9.8,15.2,40,31.5,464
WH0004847,FIELD0020,2025-10-13,34.5,12.1,7.9,49,12.5,558
WH0004848,FIELD0082,2025-03-25,14.3,2.9,32,58,17,752
WH0004849,FIELD0035,2025-08-11,10.6,-1.6,5.2,85,28.7,217
WH0004850,FIELD0097,2025-10-25,21.3,13.1,31.2,78,29.9,364
WH0004851,FIELD0162,2025-09-05,13.5,8.2,16.3,48,2.5,468
WH0004852,FIELD0024,2025-05-05,21.9,4,3.2,63,25.3,206
WH0004853,FIELD0063,2025-04-17,25.8,0.8,36.5,63,6.4,442
WH0004854,FIELD0044,2025-09-29,38.1,3.6,12.8,40,20.5,286
WH0004855,FIELD0185,2025-03-21,16.9,-2.2,38.8,91,12.6,556
WH0004856,FIELD0141,2025-12-25,11.9,-1.7,44.1,34,4.3,92
WH0004857,FIELD0142,2026-02-03,20.4,1.1,7.9,83,13.6,67
WH0004858,FIELD0107,2025-08-02,30.2,7.3,49.8,72,21.8,522
WH0004859,FIELD0003,2025-11-20,29,20.9,18.4,50,15.2,273
WH0004860,FIELD0132,2025-12-06,20.9,11.8,0.6,56,17.6,175
WH0004861,FIELD0128,2025-03-30,27.7,1.9,28.2,84,34.6,443
WH0004862,FIELD0055,2025-03-27,30.7,18.7,22.2,80,7.3,562
WH0004863,FIELD0119,2025-05-28,31.3,-1.8,23.8,93,29.3,519
WH0004864,FIELD0188,2025-04-21,20,4.9,43.9,67,35.7,240
WH0004865,FIELD0021,2025-05-23,18.6,6.5,24,94,7.9,180
WH0004866,FIELD0112,2025-11-20,12.8,-2.6,22,71,34.1,513
WH0004867,FIELD0171,2025-03-16,15.6,3.4,42.6,41,25.6,535
WH0004868,FIELD0079,2025-01-27,38.4,13.6,19.3,72,23.4,322
WH0004869,FIELD0088,2025-02-24,14.7,9.2,46.3,46,32.7,774
WH0004870,FIELD0140,2025-08-11,23.5,10.6,33.9,55,23.6,187
WH0004871,FIELD0078,2025-09-05,15.3,0.9,13.2,83,27.3,242
WH0004872,FIELD0015,2025-05-03,35.7,14.6,38.1,91,8.1,583
WH0004873,FIELD0176,2025-09-28,17.8,-0.7,45.8,32,10.2,754
WH0004874,FIELD0007,2025-08-28,39.3,24.7,9.1,44,12.8,375
WH0004875,FIELD0025,2025-12-11,37.7,26.3,2.6,38,3.9,793
WH0004876,FIELD0123,2025-06-05,20.5,-1.2,24.3,93,27.2,778
WH0004877,FIELD0124,2025-05-09,39,19,16.2,56,9.5,230
WH0004878,FIELD0138,2025-10-08,32.7,18.6,22.4,46,3.9,114
WH0004879,FIELD0019,2025-08-09,26.5,18.8,31.1,53,25.8,470
WH0004880,FIELD0183,2025-08-01,14,6.5,20.6,35,2.9,517
WH0004881,FIELD0181,2025-08-27,36.9,8.6,16.9,70,12.4,632
WH0004882,FIELD0036,2025-04-06,24.7,8.9,16.8,62,33.8,325
WH0004883,FIELD0123,2026-02-12,31.2,22.1,35.5,41,1.7,346
WH0004884,FIELD0124,2025-11-21,34.8,7.8,28.7,71,23.1,374
WH0004885,FIELD0168,2025-08-15,14.9,2.8,49.8,40,4.7,578
WH0004886,FIELD0180,2026-01-15,29.6,13.4,4.5,82,34.6,385
WH0004887,FIELD0011,2026-01-07,18.4,1.3,33.5,30,25.1,744
WH0004888,FIELD0164,2025-11-12,34.8,7,26.2,55,12.3,721
WH0004889,FIELD0163,2025-01-10,23.5,14.7,14.2,71,2.9,636
WH0004890,FIELD0002,2025-05-06,33.9,7.2,42.8,95,8.4,735
WH0004891,FIELD0007,2025-01-13,27.4,8.8,7.8,84,23.9,69
WH0004892,FIELD0114,2025-11-15,32.4,24.8,44.9,70,37.8,599
WH0004893,FIELD0135,2025-12-17,21.1,-1.2,6.7,74,11.9,760
WH0004894,FIELD0106,2025-11-06,27.4,-3.2,45,93,28.6,483
WH0004895,FIELD0164,2025-08-16,24.6,3.4,19.8,62,30.3,626
WH0004896,FIELD0167,2025-04-16,37.4,16.5,14.2,42,32.5,428
WH0004897,FIELD0175,2025-04-28,33.7,10.1,8.1,60,10.3,667
WH0004898,FIELD0155,2025-10-22,15.9,1.1,15,64,36.5,411
WH0004899,FIELD0062,2025-10-09,24.6,-0.3,49,64,9.6,549
WH0004900,FIELD0126,2025-09-25,11.4,5.4,21.2,60,10.6,358
WH0004901,FIELD0036,2025-08-29,12.5,-2.7,2.5,50,3.1,396
WH0004902,FIELD0107,2025-09-18,27.2,8.1,25.8,36,16.3,436
WH0004903,FIELD0182,2026-01-06,16.5,6.4,10.1,41,21.8,696
WH0004904,FIELD0055,2025-08-14,11.3,5.8,16,69,5.8,465
WH0004905,FIELD0119,2025-03-27,17.5,3.9,26.9,56,21,110
WH0004906,FIELD0016,2025-04-17,16.8,-4.8,34.9,65,10.8,275
WH0004907,FIELD0097,2025-12-31,26.8,7.4,19.2,69,33.7,188
WH0004908,FIELD0083,2026-01-26,25,5.7,23.5,42,28.6,74
WH0004909,FIELD0146,2025-01-10,29.3,18.1,5.9,65,36.6,483
WH0004910,FIELD0079,2025-12-30,38.4,0.1,34.7,82,33.7,99
WH0004911,FIELD0046,2025-04-22,12.7,5.7,40.9,94,13.5,128
WH0004912,FIELD0117,2026-01-31,17.9,5.4,0.9,30,10,95
WH0004913,FIELD0180,2025-06-17,22.7,11,37.6,49,16.7,182
WH0004914,FIELD0033,2025-04-06,14.7,-4.1,10.2,74,4.6,101
WH0004915,FIELD0066,2025-10-12,15.7,-3.1,46.4,68,11.2,319
WH0004916,FIELD0188,2025-12-26,31.9,22.4,8.9,92,29.9,724
WH0004917,FIELD0122,2025-07-20,30.3,10.7,38.6,58,34.4,538
WH0004918,FIELD0093,2025-07-01,17.9,3,26.7,70,12.9,553
WH0004919,FIELD0191,2025-12-18,27.3,11,37.3,54,27.9,157
WH0004920,FIELD0020,2026-02-11,36.6,17.3,37.8,48,19,140
WH0004921,FIELD0027,2025-06-30,15,5.2,35.1,78,20,392
WH0004922,FIELD0116,2026-01-23,17.2,1.2,40.6,84,21.7,417
WH0004923,FIELD0081,2025-10-19,39.6,29.3,25,35,19.4,254
WH0004924,FIELD0146,2025-11-16,33.9,12.7,18.4,34,32,716
WH0004925,FIELD0045,2025-01-13,22.9,8.9,32.1,34,0.8,475
WH0004926,FIELD0108,2025-08-15,14.3,8,17.6,86,22.8,198
WH0004927,FIELD0020,2025-06-12,27.2,-0.7,10.5,61,30.2,273
WH0004928,FIELD0104,2025-09-02,31,4.7,10,52,34.1,354
WH0004929,FIELD0017,2026-01-05,32.6,4.7,9.3,93,28.9,275
WH0004930,FIELD0104,2025-09-08,11.6,0.2,16.5,76,26.1,714
WH0004931,FIELD0105,2025-07-08,37,21.1,4.8,86,29,348
WH0004932,FIELD0023,2025-01-19,21.2,-0.3,15.3,62,6.8,578
WH0004933,FIELD0026,2025-10-14,23.8,10.2,46.2,76,11.4,178
WH0004934,FIELD0079,2026-01-19,13.2,8.1,8.4,64,34.4,798
WH0004935,FIELD0068,2025-08-22,12.8,3.9,12.8,55,20,190
WH0004936,FIELD0072,2025-01-14,36,6.1,27.3,34,14.2,563
WH0004937,FIELD0138,2025-11-30,20,1.4,2.3,64,21.5,127
WH0004938,FIELD0195,2025-02-11,11.7,1.8,39.1,72,6,97
WH0004939,FIELD0086,2026-01-24,34.1,26.9,23,42,16.2,495
WH0004940,FIELD0044,2025-01-10,18.2,-3.8,0.5,93,19.1,734
WH0004941,FIELD0128,2025-03-01,23.4,-0.1,32.2,88,11.2,277
WH0004942,FIELD0193,2025-12-22,27.3,14.5,4.1,60,36.7,159
WH0004943,FIELD0113,2025-12-30,34.2,29,13.5,73,18.8,710
WH0004944,FIELD0098,2025-02-27,25.9,6.1,2.2,85,35.3,687
WH0004945,FIELD0068,2025-05-06,21.2,7.9,44.7,67,14.4,157
WH0004946,FIELD0081,2025-03-11,29,17.4,21.9,34,31.2,721
WH0004947,FIELD0175,2026-01-04,12.7,-3.8,14.4,70,31,98
WH0004948,FIELD0129,2025-05-19,19.4,-1,16.6,92,27.4,638
WH0004949,FIELD0016,2025-11-25,35.9,26,19.5,77,32.2,397
WH0004950,FIELD0007,2025-04-14,13.8,8.3,43,85,19.1,331
WH0004951,FIELD0172,2026-02-01,16.1,2.9,43.2,88,0.7,544
WH0004952,FIELD0112,2025-11-08,32.6,23.1,35.5,70,38.2,702
WH0004953,FIELD0190,2025-10-14,36.4,-0.3,43,81,4.6,196
WH0004954,FIELD0071,2026-02-11,26,3.9,23.8,62,31.8,271
WH0004955,FIELD0065,2025-05-15,27,2.7,42,75,38.4,483
WH0004956,FIELD0149,2025-02-02,33.2,3.2,46.5,64,2.5,122
WH0004957,FIELD0094,2025-09-11,14.7,5.7,20,80,15.8,69
WH0004958,FIELD0073,2025-08-24,13.7,-3.2,6.7,41,30.3,88
WH0004959,FIELD0114,2025-12-03,31.5,11.1,24.1,37,21.8,508
WH0004960,FIELD0166,2025-08-24,13.7,-0.8,44.9,40,23.4,509
WH0004961,FIELD0063,2025-05-18,39.7,-1.6,1.4,57,1.3,101
WH0004962,FIELD0113,2025-08-22,35.1,-3.9,30.5,41,10.4,710
WH0004963,FIELD0106,2026-01-09,36.2,28.9,10.9,32,22.5,493
WH0004964,FIELD0175,2025-04-20,34.3,16.5,42.2,67,35.1,276
WH0004965,FIELD0183,2025-01-13,22.6,2.6,15.5,70,27.8,491
WH0004966,FIELD0092,2025-08-09,33.1,19.7,7.2,86,20.4,689
WH0004967,FIELD0104,2025-07-11,23.7,10.1,28.3,43,30.1,107
WH0004968,FIELD0034,2025-11-22,35.9,22.9,8.5,41,17.7,185
WH0004969,FIELD0181,2025-04-29,24.8,15,14.1,55,5.3,562
WH0004970,FIELD0041,2025-04-23,19,13.5,46.5,77,33.4,62
WH0004971,FIELD0155,2025-06-15,14.9,-1.7,30.9,30,13.9,696
WH0004972,FIELD0003,2026-01-21,27.5,-4.9,23,39,15.6,480
WH0004973,FIELD0160,2025-02-28,22.7,8.7,22.1,51,10.7,109
WH0004974,FIELD0129,2026-01-09,19.5,-3.1,14.5,46,13.1,386
WH0004975,FIELD0030,2025-08-08,28.9,12.5,31.5,86,4.2,446
WH0004976,FIELD0018,2025-11-02,18.6,10.3,6.1,80,35,166
WH0004977,FIELD0066,2025-06-26,32.8,-1.8,4.4,43,36.5,412
WH0004978,FIELD0039,2025-07-27,30.6,9.6,3.4,43,15.9,100
WH0004979,FIELD0065,2025-05-21,10.2,-3.1,19.8,82,4.1,259
WH0004980,FIELD0008,2025-01-19,38.2,16.2,38.7,78,36.2,519
WH0004981,FIELD0036,2025-08-31,35.8,26.5,17,66,33.4,501
WH0004982,FIELD0127,2025-10-24,22.3,-3.7,25.6,95,38.9,63
WH0004983,FIELD0195,2025-11-25,30.7,19.3,40.8,45,31.8,565
WH0004984,FIELD0160,2025-01-04,11.7,5.2,48.6,49,34.6,700
WH0004985,FIELD0113,2026-01-21,14,-4.8,23.9,90,3.3,84
WH0004986,FIELD0128,2025-08-07,29.7,16.3,3.9,53,28.6,291
WH0004987,FIELD0008,2025-12-28,40,2.7,15.1,67,7.6,718
WH0004988,FIELD0148,2025-12-09,26,13.5,36.8,90,19.5,783
WH0004989,FIELD0187,2025-03-12,33,13.2,44.2,82,11.9,356
WH0004990,FIELD0061,2025-08-31,40,33,38.8,69,4.7,354
WH0004991,FIELD0102,2025-03-09,36.5,18.8,31.6,75,22.1,571
WH0004992,FIELD0005,2025-08-22,23.4,17.4,1.2,54,31.6,418
WH0004993,FIELD0153,2025-04-11,32.4,25.6,19.4,34,34.9,147
WH0004994,FIELD0116,2025-05-08,21.4,9.9,23.3,40,18.3,495
WH0004995,FIELD0130,2025-01-06,36.8,-4,38.8,42,38.3,323
WH0004996,FIELD0116,2025-12-13,15,-4.2,29.6,46,38.4,107
WH0004997,FIELD0109,2025-01-09,17.8,1.2,17.2,86,14.9,467
WH0004998,FIELD0039,2025-10-28,13.3,-4.3,21.8,31,36.7,782
WH0004999,FIELD0148,2025-12-12,33.2,2.3,49.8,77,18.4,457
WH0005000,FIELD0181,2025-10-13,32.6,26.4,40.2,57,16.4,676
WH0005001,FIELD0069,2025-09-03,30.4,8.5,13.5,40,22.6,531
WH0005002,FIELD0079,2025-07-30,31.2,15.8,11.1,84,11.3,291
WH0005003,FIELD0173,2025-04-11,37.1,-3.4,35.4,94,7.9,667
WH0005004,FIELD0042,2025-04-01,15.4,6.1,38.8,76,32.9,765
WH0005005,FIELD0004,2025-06-11,31.2,7.9,13.9,95,18.6,605
WH0005006,FIELD0152,2025-05-28,33.1,-2.7,38.6,60,21.6,73
WH0005007,FIELD0042,2025-10-08,14.2,4.6,13.2,58,27.3,354
WH0005008,FIELD0057,2026-01-26,10.2,1.3,49,46,25.8,65
WH0005009,FIELD0118,2025-08-24,24.2,5.4,39.6,95,20.1,393
WH0005010,FIELD0122,2025-01-13,31.7,8.2,32.3,56,7.7,365
WH0005011,FIELD0035,2025-12-15,34.7,0.8,9,90,6.7,790
WH0005012,FIELD0017,2025-05-20,23.5,6.2,0.8,93,0,424
WH0005013,FIELD0150,2025-03-30,17.6,-3.4,29.1,62,19.3,222
WH0005014,FIELD0145,2025-11-07,19,11.4,37.8,43,7.7,359
WH0005015,FIELD0104,2025-03-11,13.9,-1.7,17.3,92,8.8,551
WH0005016,FIELD0010,2025-06-25,11.6,4.8,32.6,34,35.6,247
WH0005017,FIELD0192,2025-02-09,34.6,25,48.8,68,16.6,656
WH0005018,FIELD0115,2025-04-26,27,-4.5,9.9,37,14.9,594
WH0005019,FIELD0030,2025-05-13,15.2,2.9,19.4,56,14.4,119
WH0005020,FIELD0134,2025-11-30,26.3,12.5,28,46,23.4,182
WH0005021,FIELD0083,2026-02-03,22.9,14.9,26.4,90,29.4,254
WH0005022,FIELD0150,2025-08-17,24.7,13.6,49.3,79,27.5,246
WH0005023,FIELD0185,2025-03-31,22,14.6,40.2,77,39.6,584
WH0005024,FIELD0076,2025-05-05,39,15,34.2,95,18.6,454
WH0005025,FIELD0107,2025-06-24,11.2,3.4,26.6,42,21.8,525
WH0005026,FIELD0070,2025-07-02,19.5,7.8,3,73,10.5,72
WH0005027,FIELD0038,2025-06-23,10.9,-3.2,9.8,77,24.9,512
WH0005028,FIELD0056,2025-08-24,39.7,17.6,11.6,87,36.4,51
WH0005029,FIELD0078,2025-03-09,34.6,14.7,37.5,58,36.7,584
WH0005030,FIELD0076,2025-03-07,30.8,1.5,48.8,81,10.1,261
WH0005031,FIELD0179,2025-01-14,19.7,0.4,0.9,58,15.2,685
WH0005032,FIELD0168,2025-06-09,20.8,-3.3,12.8,88,18.7,796
WH0005033,FIELD0167,2025-10-15,31,18.4,26,54,20.8,409
WH0005034,FIELD0187,2025-10-12,29.9,8.8,26,76,31.2,258
WH0005035,FIELD0018,2025-07-31,35.8,0.3,8.9,47,37.1,683
WH0005036,FIELD0097,2025-10-04,27.8,10.9,31.9,60,15.7,377
WH0005037,FIELD0139,2025-08-20,29.1,20.8,6.9,51,22.1,747
WH0005038,FIELD0161,2026-02-13,31.3,10.9,48.2,48,32.6,361
WH0005039,FIELD0197,2025-08-11,16.6,-3.6,35.4,54,8.9,706
WH0005040,FIELD0163,2026-01-23,26.4,6.3,34.3,59,36.7,783
WH0005041,FIELD0076,2025-07-04,39.6,20.1,37,78,34.5,90
WH0005042,FIELD0090,2025-06-22,38.3,13.2,9.8,61,1.4,553
WH0005043,FIELD0197,2025-02-16,34.2,7.4,25.3,69,25.9,735
WH0005044,FIELD0093,2025-07-07,29.7,18.5,14.1,69,4.1,713
WH0005045,FIELD0035,2025-01-05,26,19.8,15.3,51,24.8,672
WH0005046,FIELD0072,2025-12-16,38.2,27.1,47.3,36,14,723
WH0005047,FIELD0194,2025-05-02,36.5,0,13.3,32,24.7,608
WH0005048,FIELD0182,2025-11-23,32.5,22.3,13.2,59,30.2,483
WH0005049,FIELD0187,2025-02-19,33.6,21.9,2.4,79,8.7,538
WH0005050,FIELD0051,2025-06-21,24.4,3.6,39.9,31,33.5,240
WH0005051,FIELD0090,2025-05-04,30.3,20.1,21.5,81,39.4,222
WH0005052,FIELD0054,2025-12-02,30,-1.4,32,42,18.2,600
WH0005053,FIELD0143,2025-05-21,24.8,12.5,39.2,53,33.4,219
WH0005054,FIELD0057,2025-08-14,31.9,21.1,46.7,86,11.3,766
WH0005055,FIELD0108,2025-05-10,32.1,-0.2,12.4,31,13.2,681
WH0005056,FIELD0148,2025-06-09,28.8,3.5,18.7,45,17,736
WH0005057,FIELD0021,2025-05-03,21.1,14.2,35.6,37,27.8,323
WH0005058,FIELD0128,2025-12-05,34.5,-0.7,10.2,63,19.4,323
WH0005059,FIELD0024,2025-08-19,15.8,2.8,12.2,73,26.4,299
WH0005060,FIELD0195,2025-09-10,20.1,13.1,9.5,49,37.7,75
WH0005061,FIELD0003,2025-02-07,10.1,-3.2,47.7,90,31.5,281
WH0005062,FIELD0049,2025-04-05,39.2,6.1,4.6,72,18.6,90
WH0005063,FIELD0179,2025-08-04,28.8,4.5,3,68,34.8,691
WH0005064,FIELD0088,2025-07-16,32.6,-1.5,22.6,81,11.7,585
WH0005065,FIELD0142,2025-07-25,39.1,21,48.2,52,22.5,709
WH0005066,FIELD0062,2025-04-10,25.3,13,14.7,51,20.8,571
