inspection_id,batch_id,inspector_id,inspection_time,sample_size,defects_found,defect_type,passed
INS0000606,BATCH000586,QC4,2025-12-14T11:49:01.163Z,14,1,material_crack,Y
INS0000607,BATCH000148,QC18,2025-08-05T16:43:31.898Z,33,2,weld_defect,Y
INS0000608,BATCH000369,QC11,2025-08-22T06:28:19.241Z,17,4,coating_defect,N
INS0000609,BATCH000595,QC4,2025-10-27T20:02:36.992Z,39,0,none,Y
INS0000610,BATCH000299,QC7,2025-07-20T19:09:47.277Z,16,4,dimensional_error,N
INS0000611,BATCH000440,QC15,2025-11-15T00:15:18.281Z,48,4,surface_scratch,N
INS0000612,BATCH000658,QC8,2025-12-17T01:40:15.981Z,14,5,weld_defect,N
INS0000613,BATCH001757,QC7,2025-08-19T02:45:23.017Z,46,1,dimensional_error,Y
INS0000614,BATCH001857,QC2,2025-11-18T19:15:34.039Z,23,5,dimensional_error,N
INS0000615,BATCH000446,QC17,2026-01-25T19:24:55.449Z,22,2,dimensional_error,Y
INS0000616,BATCH000451,QC16,2025-08-25T12:59:39.330Z,27,1,coating_defect,Y
INS0000617,BATCH001337,QC15,2025-06-30T07:26:37.965Z,27,1,coating_defect,Y
INS0000618,BATCH001634,QC11,2025-06-24T09:07:31.904Z,28,4,material_crack,N
INS0000619,BATCH000070,QC18,2025-10-02T15:01:42.905Z,24,3,weld_defect,N
INS0000620,BATCH001988,QC18,2025-11-21T08:54:14.875Z,16,2,weld_defect,Y
INS0000621,BATCH001630,QC1,2025-11-23T01:07:48.404Z,41,5,surface_scratch,N
INS0000622,BATCH001066,QC9,2025-10-31T06:31:03.001Z,47,1,material_crack,Y
INS0000623,BATCH000433,QC17,2025-07-23T13:19:15.080Z,38,1,dimensional_error,Y
INS0000624,BATCH000662,QC6,2025-08-23T11:44:46.530Z,20,3,surface_scratch,N
INS0000625,BATCH000687,QC7,2025-10-06T08:10:40.448Z,20,3,material_crack,N
INS0000626,BATCH001217,QC10,2025-06-07T10:08:24.943Z,32,4,material_crack,N
INS0000627,BATCH001320,QC7,2026-02-04T09:29:30.800Z,20,4,weld_defect,N
INS0000628,BATCH001640,QC20,2025-09-02T13:18:22.502Z,36,1,material_crack,Y
INS0000629,BATCH001776,QC7,2025-09-04T15:52:48.165Z,13,1,surface_scratch,Y
INS0000630,BATCH000563,QC16,2025-11-13T19:12:18.596Z,33,4,surface_scratch,N
INS0000631,BATCH000085,QC16,2025-07-23T15:23:14.409Z,28,2,material_crack,Y
INS0000632,BATCH000682,QC2,2025-07-17T21:17:20.987Z,11,0,none,Y
INS0000633,BATCH000476,QC16,2025-10-30T20:40:28.987Z,33,2,dimensional_error,Y
INS0000634,BATCH001312,QC6,2025-12-02T19:02:58.181Z,49,4,surface_scratch,N
INS0000635,BATCH000465,QC14,2025-12-14T05:55:35.863Z,12,4,coating_defect,N
INS0000636,BATCH000249,QC17,2025-10-19T16:08:13.467Z,48,1,surface_scratch,Y
INS0000637,BATCH000948,QC20,2025-11-16T15:54:03.555Z,17,0,none,Y
INS0000638,BATCH000626,QC13,2025-11-29T15:44:51.019Z,39,5,weld_defect,N
INS0000639,BATCH000821,QC13,2025-06-07T10:01:49.911Z,30,2,weld_defect,Y
INS0000640,BATCH000413,QC7,2025-07-14T07:03:32.694Z,31,1,material_crack,Y
INS0000641,BATCH001389,QC15,2026-02-04T04:46:45.541Z,34,4,coating_defect,N
INS0000642,BATCH001729,QC18,2026-01-26T04:56:28.103Z,26,3,coating_defect,N
INS0000643,BATCH000677,QC14,2025-06-23T14:01:51.895Z,13,4,dimensional_error,N
INS0000644,BATCH000245,QC8,2025-07-02T03:22:15.020Z,18,5,coating_defect,N
INS0000645,BATCH001640,QC19,2025-12-06T21:09:19.141Z,21,4,surface_scratch,N
INS0000646,BATCH000437,QC20,2026-01-16T19:44:13.907Z,46,2,coating_defect,Y
INS0000647,BATCH000757,QC4,2025-12-02T18:24:35.697Z,36,1,weld_defect,Y
INS0000648,BATCH000048,QC18,2025-06-23T21:15:29.709Z,24,5,material_crack,N
INS0000649,BATCH001956,QC15,2026-01-19T00:32:06.990Z,35,0,none,Y
INS0000650,BATCH001633,QC20,2025-07-19T05:38:34.877Z,15,3,coating_defect,N
INS0000651,BATCH001933,QC14,2025-06-19T14:05:29.512Z,20,2,weld_defect,Y
INS0000652,BATCH000003,QC6,2025-06-17T06:17:09.436Z,46,3,dimensional_error,N
INS0000653,BATCH000368,QC7,2025-10-09T20:55:15.621Z,32,1,weld_defect,Y
INS0000654,BATCH001983,QC19,2025-10-27T10:33:40.835Z,26,0,none,Y
INS0000655,BATCH000027,QC6,2025-06-12T18:08:15.731Z,31,0,none,Y
INS0000656,BATCH000468,QC6,2025-08-05T23:47:36.493Z,38,5,weld_defect,N
INS0000657,BATCH000215,QC19,2025-08-23T07:36:28.228Z,43,1,weld_defect,Y
INS0000658,BATCH000132,QC9,2026-01-08T04:15:16.950Z,34,1,surface_scratch,Y
INS0000659,BATCH000382,QC3,2025-12-19T00:58:08.725Z,15,2,material_crack,Y
INS0000660,BATCH001272,QC12,2025-08-19T06:26:52.966Z,50,2,surface_scratch,Y
INS0000661,BATCH001293,QC9,2025-11-07T23:56:35.737Z,50,5,material_crack,N
INS0000662,BATCH001703,QC14,2025-07-30T15:57:20.457Z,28,2,material_crack,Y
INS0000663,BATCH000463,QC7,2025-07-19T13:11:15.715Z,39,0,none,Y
INS0000664,BATCH001630,QC7,2025-12-08T01:33:34.232Z,23,0,none,Y
INS0000665,BATCH001404,QC2,2025-09-14T16:27:33.016Z,29,2,surface_scratch,Y
INS0000666,BATCH000244,QC12,2025-11-10T13:10:08.618Z,16,0,none,Y
INS0000667,BATCH000115,QC20,2026-02-08T21:20:33.600Z,21,3,coating_defect,N
INS0000668,BATCH000821,QC8,2025-12-30T11:16:10.717Z,29,4,material_crack,N
INS0000669,BATCH000603,QC19,2026-01-23T01:43:22.375Z,45,5,weld_defect,N
INS0000670,BATCH000462,QC20,2025-06-16T11:34:00.140Z,43,4,dimensional_error,N
INS0000671,BATCH001763,QC2,2025-08-31T14:25:19.791Z,19,0,none,Y
INS0000672,BATCH001626,QC14,2025-07-12T00:01:25.700Z,25,4,material_crack,N
INS0000673,BATCH001111,QC2,2025-08-06T23:05:24.646Z,38,1,dimensional_error,Y
INS0000674,BATCH000030,QC13,2025-09-06T23:55:57.644Z,23,4,weld_defect,N
INS0000675,BATCH001560,QC5,2025-12-05T11:47:13.409Z,10,2,surface_scratch,Y
INS0000676,BATCH001594,QC3,2026-02-04T10:38:45.928Z,44,1,coating_defect,Y
INS0000677,BATCH001495,QC1,2025-11-02T00:30:29.609Z,26,1,material_crack,Y
INS0000678,BATCH000092,QC5,2025-06-17T01:05:13.978Z,23,4,weld_defect,N
INS0000679,BATCH001689,QC17,2026-01-23T15:12:32.304Z,40,1,coating_defect,Y
INS0000680,BATCH001459,QC13,2025-11-18T20:07:00.939Z,47,3,weld_defect,N
INS0000681,BATCH001706,QC12,2025-07-11T08:36:07.005Z,20,2,dimensional_error,Y
INS0000682,BATCH001444,QC2,2025-08-30T16:23:10.444Z,40,2,weld_defect,Y
INS0000683,BATCH001731,QC5,2026-01-04T14:48:28.266Z,15,5,weld_defect,N
INS0000684,BATCH000562,QC20,2025-12-11T00:33:57.390Z,12,3,weld_defect,N
INS0000685,BATCH000826,QC5,2025-10-11T14:21:32.558Z,15,3,material_crack,N
INS0000686,BATCH001977,QC4,2025-07-11T08:14:19.073Z,48,1,surface_scratch,Y
INS0000687,BATCH000649,QC3,2025-07-10T05:11:08.099Z,35,2,coating_defect,Y
INS0000688,BATCH000876,QC17,2025-08-13T22:45:08.102Z,38,3,coating_defect,N
INS0000689,BATCH000493,QC14,2025-11-20T04:57:04.323Z,13,3,surface_scratch,N
INS0000690,BATCH001374,QC13,2025-07-23T13:29:14.715Z,46,2,weld_defect,Y
INS0000691,BATCH001067,QC1,2025-09-13T22:00:02.678Z,43,3,coating_defect,N
INS0000692,BATCH000597,QC10,2025-10-19T05:07:11.018Z,20,4,weld_defect,N
INS0000693,BATCH001514,QC4,2025-11-27T03:32:23.717Z,30,1,material_crack,Y
INS0000694,BATCH001497,QC16,2025-08-30T03:51:06.480Z,44,1,surface_scratch,Y
INS0000695,BATCH001782,QC11,2025-12-02T18:17:00.695Z,17,4,material_crack,N
INS0000696,BATCH000779,QC13,2025-08-13T22:46:47.788Z,18,5,coating_defect,N
INS0000697,BATCH000653,QC5,2025-10-04T03:12:16.197Z,50,0,none,Y
INS0000698,BATCH001053,QC11,2025-11-13T00:25:38.333Z,31,5,surface_scratch,N
INS0000699,BATCH001295,QC5,2025-11-07T14:48:45.836Z,10,0,none,Y
INS0000700,BATCH000651,QC12,2025-08-03T12:07:37.657Z,25,2,weld_defect,Y
INS0000701,BATCH001253,QC7,2025-08-15T11:28:23.584Z,30,5,weld_defect,N
INS0000702,BATCH001546,QC15,2025-08-16T03:23:38.244Z,37,4,coating_defect,N
INS0000703,BATCH001428,QC8,2025-12-05T02:59:39.764Z,42,0,none,Y
INS0000704,BATCH001702,QC20,2025-10-03T17:32:27.844Z,45,3,surface_scratch,N
INS0000705,BATCH000914,QC14,2025-09-19T21:57:33.289Z,13,0,none,Y
INS0000706,BATCH000859,QC19,2025-07-13T16:32:38.373Z,20,3,weld_defect,N
INS0000707,BATCH001488,QC13,2025-07-11T18:14:56.815Z,37,0,none,Y
INS0000708,BATCH000002,QC8,2026-01-04T01:08:59.189Z,16,3,weld_defect,N
INS0000709,BATCH000707,QC18,2025-06-27T22:17:09.264Z,30,4,coating_defect,N
INS0000710,BATCH001663,QC6,2025-09-08T01:49:36.584Z,19,1,surface_scratch,Y
INS0000711,BATCH001784,QC16,2026-01-08T04:52:15.989Z,43,4,coating_defect,N
INS0000712,BATCH001183,QC9,2025-06-10T03:54:22.788Z,11,0,none,Y
INS0000713,BATCH001343,QC3,2025-11-09T13:48:31.562Z,36,3,dimensional_error,N
INS0000714,BATCH000647,QC16,2025-07-24T17:49:53.292Z,48,2,surface_scratch,Y
INS0000715,BATCH000304,QC7,2025-07-08T17:33:34.513Z,13,4,coating_defect,N
INS0000716,BATCH000599,QC11,2025-12-29T02:26:22.469Z,36,2,dimensional_error,Y
INS0000717,BATCH000573,QC11,2025-08-07T07:26:03.432Z,43,2,surface_scratch,Y
INS0000718,BATCH001457,QC10,2025-08-31T08:08:05.177Z,11,2,surface_scratch,Y
INS0000719,BATCH001889,QC8,2025-07-26T20:12:38.085Z,10,0,none,Y
INS0000720,BATCH001883,QC4,2025-09-04T07:36:06.162Z,35,1,coating_defect,Y
INS0000721,BATCH000890,QC3,2025-09-01T17:25:18.343Z,27,1,surface_scratch,Y
INS0000722,BATCH001430,QC3,2025-07-14T00:12:34.736Z,33,1,surface_scratch,Y
INS0000723,BATCH000110,QC4,2026-01-10T13:50:36.899Z,50,5,coating_defect,N
INS0000724,BATCH000217,QC8,2026-01-13T00:19:40.296Z,31,1,surface_scratch,Y
INS0000725,BATCH000286,QC2,2025-12-24T00:54:42.556Z,46,2,weld_defect,Y
INS0000726,BATCH001078,QC16,2026-02-03T07:28:39.604Z,46,5,weld_defect,N
INS0000727,BATCH000982,QC8,2025-11-29T15:01:59.249Z,14,2,material_crack,Y
INS0000728,BATCH001541,QC5,2025-09-21T08:57:52.833Z,38,5,material_crack,N
INS0000729,BATCH000544,QC17,2025-06-29T20:05:41.019Z,31,3,dimensional_error,N
INS0000730,BATCH001823,QC9,2025-07-27T05:05:43.033Z,26,4,dimensional_error,N
INS0000731,BATCH001928,QC20,2025-10-22T06:10:20.200Z,50,1,material_crack,Y
INS0000732,BATCH000396,QC20,2025-09-28T09:10:45.155Z,49,5,weld_defect,N
INS0000733,BATCH001405,QC4,2026-01-06T10:47:36.633Z,44,1,dimensional_error,Y
INS0000734,BATCH000565,QC3,2025-06-30T02:22:58.275Z,31,5,surface_scratch,N
INS0000735,BATCH001231,QC14,2025-06-23T18:25:27.567Z,31,2,material_crack,Y
INS0000736,BATCH001643,QC19,2025-12-14T07:22:52.137Z,34,5,weld_defect,N
INS0000737,BATCH000540,QC12,2025-11-20T11:03:54.099Z,10,5,coating_defect,N
INS0000738,BATCH000383,QC3,2025-10-09T16:49:00.752Z,22,1,material_crack,Y
INS0000739,BATCH001063,QC5,2025-06-25T09:35:33.516Z,15,3,surface_scratch,N
INS0000740,BATCH000605,QC7,2026-01-12T03:16:50.898Z,13,3,dimensional_error,N
INS0000741,BATCH000729,QC15,2025-08-21T04:09:31.499Z,22,5,coating_defect,N
INS0000742,BATCH000823,QC6,2026-01-23T17:16:42.723Z,40,4,material_crack,N
INS0000743,BATCH001130,QC1,2025-11-19T07:19:30.676Z,13,5,material_crack,N
INS0000744,BATCH001241,QC18,2025-09-22T05:35:44.714Z,25,2,weld_defect,Y
INS0000745,BATCH001517,QC4,2025-09-12T04:37:53.962Z,49,0,none,Y
INS0000746,BATCH000412,QC16,2025-11-15T20:43:46.320Z,25,3,material_crack,N
INS0000747,BATCH000363,QC10,2025-12-05T19:14:42.629Z,37,4,dimensional_error,N
INS0000748,BATCH001654,QC2,2025-10-11T08:04:30.363Z,44,3,surface_scratch,N
INS0000749,BATCH001382,QC18,2025-11-21T19:49:59.011Z,49,1,dimensional_error,Y
INS0000750,BATCH001894,QC17,2025-09-04T00:24:05.605Z,27,1,surface_scratch,Y
INS0000751,BATCH001949,QC9,2026-01-12T04:37:56.310Z,48,0,none,Y
INS0000752,BATCH000350,QC16,2026-01-25T09:21:18.181Z,50,2,weld_defect,Y
INS0000753,BATCH000276,QC16,2026-01-19T01:54:55.542Z,21,5,coating_defect,N
INS0000754,BATCH001623,QC7,2025-09-26T03:49:46.480Z,36,4,surface_scratch,N
INS0000755,BATCH000025,QC8,2025-09-13T18:33:50.128Z,44,5,weld_defect,N
INS0000756,BATCH000003,QC4,2025-09-05T05:36:23.991Z,32,0,none,Y
INS0000757,BATCH001074,QC1,2025-12-31T02:14:36.258Z,24,4,dimensional_error,N
INS0000758,BATCH000054,QC1,2025-06-14T12:51:14.314Z,21,4,weld_defect,N
INS0000759,BATCH000802,QC13,2025-07-09T22:09:50.999Z,39,1,surface_scratch,Y
INS0000760,BATCH001322,QC7,2025-11-28T12:38:02.834Z,46,4,surface_scratch,N
INS0000761,BATCH000530,QC9,2025-07-12T10:56:47.050Z,34,5,dimensional_error,N
INS0000762,BATCH000162,QC4,2026-01-23T22:34:09.612Z,47,1,surface_scratch,Y
INS0000763,BATCH000221,QC3,2025-06-16T09:37:21.915Z,42,0,none,Y
INS0000764,BATCH000627,QC13,2025-09-05T23:44:40.434Z,11,1,surface_scratch,Y
INS0000765,BATCH000086,QC15,2025-08-13T16:42:49.185Z,27,4,weld_defect,N
INS0000766,BATCH000801,QC19,2025-08-02T09:07:22.104Z,21,0,none,Y
INS0000767,BATCH001742,QC20,2026-01-04T18:27:20.874Z,17,3,material_crack,N
INS0000768,BATCH001271,QC1,2025-08-21T16:49:56.138Z,49,5,dimensional_error,N
INS0000769,BATCH000592,QC20,2025-07-29T20:25:10.915Z,41,2,surface_scratch,Y
INS0000770,BATCH000997,QC16,2025-08-13T14:17:07.507Z,11,2,surface_scratch,Y
INS0000771,BATCH000316,QC15,2025-07-01T04:47:10.139Z,48,2,material_crack,Y
INS0000772,BATCH000338,QC3,2025-09-01T10:51:49.544Z,23,4,material_crack,N
INS0000773,BATCH001772,QC16,2025-06-16T00:49:09.223Z,35,5,dimensional_error,N
INS0000774,BATCH000600,QC10,2025-08-25T21:00:16.122Z,49,4,weld_defect,N
INS0000775,BATCH000125,QC5,2025-10-21T10:43:37.078Z,25,2,surface_scratch,Y
INS0000776,BATCH000782,QC11,2025-06-02T05:20:29.256Z,48,5,coating_defect,N
INS0000777,BATCH000068,QC1,2025-06-12T11:33:25.765Z,16,0,none,Y
INS0000778,BATCH000525,QC8,2026-01-28T09:26:09.328Z,44,5,dimensional_error,N
INS0000779,BATCH001344,QC5,2025-09-30T19:55:44.041Z,21,0,none,Y
INS0000780,BATCH000069,QC16,2025-08-25T07:02:29.548Z,26,1,dimensional_error,Y
INS0000781,BATCH000893,QC10,2025-12-14T11:07:56.012Z,17,1,dimensional_error,Y
INS0000782,BATCH000672,QC5,2025-10-13T09:02:09.084Z,29,5,weld_defect,N
INS0000783,BATCH001755,QC12,2025-12-26T08:44:09.573Z,26,5,material_crack,N
INS0000784,BATCH000697,QC15,2025-11-09T08:19:32.631Z,17,5,weld_defect,N
INS0000785,BATCH001279,QC4,2025-12-10T15:40:25.273Z,34,1,surface_scratch,Y
INS0000786,BATCH001565,QC11,2025-11-22T23:12:02.109Z,50,1,dimensional_error,Y
INS0000787,BATCH000368,QC15,2025-10-21T09:49:01.848Z,30,1,coating_defect,Y
INS0000788,BATCH000384,QC8,2025-08-16T04:12:29.029Z,13,5,surface_scratch,N
INS0000789,BATCH001131,QC10,2025-06-13T21:09:48.282Z,30,3,material_crack,N
INS0000790,BATCH000046,QC1,2025-09-16T20:18:02.736Z,43,2,surface_scratch,Y
INS0000791,BATCH000671,QC12,2026-01-12T08:12:37.068Z,39,4,coating_defect,N
INS0000792,BATCH001662,QC18,2025-12-01T04:10:34.809Z,21,2,coating_defect,Y
INS0000793,BATCH001285,QC9,2025-10-28T04:13:34.059Z,48,1,surface_scratch,Y
INS0000794,BATCH001579,QC20,2025-12-25T19:23:53.453Z,37,5,material_crack,N
INS0000795,BATCH000619,QC13,2025-09-29T19:14:20.472Z,34,3,coating_defect,N
INS0000796,BATCH001331,QC8,2026-01-03T04:41:27.874Z,20,0,none,Y
INS0000797,BATCH000578,QC13,2025-12-16T23:43:04.365Z,16,5,dimensional_error,N
INS0000798,BATCH001981,QC11,2025-08-21T02:24:27.028Z,34,0,none,Y
INS0000799,BATCH001862,QC20,2025-06-03T08:50:18.527Z,46,2,surface_scratch,Y
INS0000800,BATCH001822,QC16,2025-10-20T12:26:52.509Z,44,5,material_crack,N
INS0000801,BATCH001807,QC13,2025-09-10T13:24:45.732Z,30,3,coating_defect,N
INS0000802,BATCH000138,QC20,2026-02-14T18:03:28.542Z,31,0,none,Y
INS0000803,BATCH000665,QC7,2025-11-27T13:50:55.102Z,28,5,surface_scratch,N
INS0000804,BATCH001243,QC12,2025-08-13T17:32:39.399Z,23,5,coating_defect,N
INS0000805,BATCH000002,QC19,2025-11-15T17:03:51.410Z,15,1,coating_defect,Y
INS0000806,BATCH000073,QC13,2026-01-30T23:09:37.129Z,13,1,material_crack,Y
INS0000807,BATCH001791,QC15,2026-01-06T06:17:21.308Z,32,1,weld_defect,Y
INS0000808,BATCH000207,QC8,2026-01-17T15:53:18.471Z,40,0,none,Y
INS0000809,BATCH001253,QC14,2025-11-13T18:41:27.181Z,22,0,none,Y
INS0000810,BATCH001477,QC17,2025-08-19T03:19:42.066Z,50,1,material_crack,Y
INS0000811,BATCH000868,QC10,2026-01-11T21:03:14.697Z,49,4,weld_defect,N
INS0000812,BATCH001871,QC17,2025-08-24T23:27:07.814Z,33,0,none,Y
INS0000813,BATCH001865,QC11,2025-12-16T05:47:47.777Z,44,2,surface_scratch,Y
INS0000814,BATCH001793,QC12,2025-09-01T19:32:50.666Z,23,0,none,Y
INS0000815,BATCH000864,QC20,2025-09-30T07:44:38.588Z,36,5,weld_defect,N
INS0000816,BATCH000872,QC12,2025-09-09T11:41:15.057Z,21,5,material_crack,N
INS0000817,BATCH000029,QC2,2025-06-10T22:34:47.873Z,42,4,weld_defect,N
INS0000818,BATCH001536,QC6,2025-12-11T02:29:48.243Z,16,1,material_crack,Y
INS0000819,BATCH001223,QC18,2025-06-01T21:45:04.501Z,43,0,none,Y
INS0000820,BATCH001900,QC19,2025-11-28T23:24:44.537Z,24,3,coating_defect,N
INS0000821,BATCH000758,QC9,2025-08-19T15:48:11.230Z,17,0,none,Y
INS0000822,BATCH000511,QC19,2025-07-06T09:07:08.222Z,31,4,weld_defect,N
INS0000823,BATCH001284,QC9,2026-01-01T05:19:15.908Z,14,0,none,Y
INS0000824,BATCH001749,QC13,2025-09-10T14:32:35.592Z,32,5,surface_scratch,N
INS0000825,BATCH000643,QC15,2025-12-03T20:31:30.730Z,50,3,dimensional_error,N
INS0000826,BATCH000701,QC7,2025-10-12T00:19:22.407Z,40,3,material_crack,N
INS0000827,BATCH001636,QC4,2025-09-02T03:25:58.425Z,17,0,none,Y
INS0000828,BATCH001291,QC18,2025-11-20T03:11:57.235Z,25,1,dimensional_error,Y
INS0000829,BATCH000169,QC12,2025-12-01T20:27:15.060Z,39,4,weld_defect,N
INS0000830,BATCH000671,QC8,2025-06-29T11:19:43.805Z,26,4,surface_scratch,N
INS0000831,BATCH000360,QC20,2025-06-17T10:33:11.036Z,23,4,surface_scratch,N
INS0000832,BATCH001783,QC11,2025-08-05T12:53:21.046Z,42,2,weld_defect,Y
INS0000833,BATCH000966,QC1,2025-08-05T20:55:46.752Z,39,0,none,Y
INS0000834,BATCH001007,QC12,2025-08-15T15:33:01.833Z,47,3,coating_defect,N
INS0000835,BATCH000470,QC3,2026-02-02T15:08:34.881Z,29,2,coating_defect,Y
INS0000836,BATCH001102,QC11,2025-08-03T17:26:04.551Z,17,5,dimensional_error,N
INS0000837,BATCH001121,QC18,2025-09-12T16:00:29.982Z,31,3,weld_defect,N
INS0000838,BATCH000662,QC19,2025-11-10T14:52:28.195Z,33,1,material_crack,Y
INS0000839,BATCH000694,QC20,2025-06-05T21:53:34.678Z,36,4,weld_defect,N
INS0000840,BATCH001623,QC18,2025-12-28T14:25:28.915Z,28,4,surface_scratch,N
INS0000841,BATCH000146,QC18,2025-06-04T02:09:16.098Z,30,0,none,Y
INS0000842,BATCH001342,QC19,2025-06-11T18:26:37.996Z,31,1,weld_defect,Y
INS0000843,BATCH000103,QC20,2025-06-26T05:15:21.067Z,32,0,none,Y
INS0000844,BATCH001771,QC8,2025-09-06T06:30:51.035Z,45,4,weld_defect,N
INS0000845,BATCH000932,QC8,2026-02-07T18:53:31.138Z,22,1,material_crack,Y
INS0000846,BATCH000838,QC3,2025-07-19T02:14:30.126Z,33,0,none,Y
INS0000847,BATCH000801,QC7,2025-10-14T20:39:08.784Z,44,2,dimensional_error,Y
INS0000848,BATCH001093,QC14,2025-12-06T02:51:09.961Z,25,5,dimensional_error,N
INS0000849,BATCH000731,QC14,2025-10-08T09:31:28.159Z,35,3,coating_defect,N
INS0000850,BATCH000945,QC20,2025-11-26T01:05:17.908Z,38,0,none,Y
INS0000851,BATCH000854,QC8,2025-10-05T23:11:44.715Z,46,2,surface_scratch,Y
INS0000852,BATCH001875,QC2,2026-01-27T17:59:12.284Z,12,0,none,Y
INS0000853,BATCH001239,QC5,2025-08-09T21:06:37.579Z,20,3,coating_defect,N
INS0000854,BATCH001496,QC18,2025-07-07T21:56:45.304Z,19,2,material_crack,Y
INS0000855,BATCH000250,QC16,2025-12-20T16:25:12.249Z,31,5,coating_defect,N
INS0000856,BATCH001584,QC14,2025-09-03T05:38:59.495Z,20,4,surface_scratch,N
INS0000857,BATCH000266,QC9,2025-09-17T10:31:05.828Z,12,5,material_crack,N
INS0000858,BATCH000927,QC18,2025-11-30T10:54:53.998Z,26,1,surface_scratch,Y
INS0000859,BATCH000052,QC13,2025-12-28T20:25:00.885Z,17,2,surface_scratch,Y
INS0000860,BATCH000064,QC17,2025-12-21T22:52:07.378Z,13,0,none,Y
INS0000861,BATCH000254,QC3,2026-01-12T07:10:38.562Z,10,2,surface_scratch,Y
INS0000862,BATCH000886,QC2,2025-10-01T01:22:03.874Z,32,1,coating_defect,Y
INS0000863,BATCH001417,QC12,2025-09-09T06:50:40.737Z,30,2,weld_defect,Y
INS0000864,BATCH000351,QC14,2025-08-21T23:28:14.163Z,24,4,material_crack,N
INS0000865,BATCH000765,QC5,2025-09-29T21:37:38.498Z,30,1,dimensional_error,Y
INS0000866,BATCH001821,QC14,2025-12-22T03:39:58.220Z,23,4,material_crack,N
INS0000867,BATCH001449,QC19,2025-07-17T04:13:25.356Z,32,5,material_crack,N
INS0000868,BATCH001782,QC11,2026-02-01T03:31:36.144Z,29,2,weld_defect,Y
INS0000869,BATCH000911,QC15,2025-06-21T11:28:40.969Z,23,4,material_crack,N
INS0000870,BATCH001266,QC12,2025-12-22T00:27:44.113Z,36,2,weld_defect,Y
INS0000871,BATCH001788,QC10,2025-06-11T11:08:36.608Z,46,3,coating_defect,N
INS0000872,BATCH000022,QC5,2026-01-26T06:40:54.290Z,25,0,none,Y
INS0000873,BATCH001636,QC20,2026-02-07T14:49:38.236Z,50,0,none,Y
INS0000874,BATCH001655,QC7,2025-08-18T05:51:36.628Z,19,4,coating_defect,N
INS0000875,BATCH000915,QC9,2026-01-01T22:04:32.430Z,29,2,coating_defect,Y
INS0000876,BATCH001896,QC15,2025-07-17T01:20:55.341Z,39,3,surface_scratch,N
INS0000877,BATCH001454,QC17,2025-08-22T23:10:18.931Z,44,2,material_crack,Y
INS0000878,BATCH000144,QC3,2025-07-18T07:25:56.919Z,12,2,dimensional_error,Y
INS0000879,BATCH001971,QC8,2025-07-02T03:06:13.313Z,36,4,surface_scratch,N
INS0000880,BATCH000031,QC19,2025-10-10T00:00:56.077Z,24,1,material_crack,Y
INS0000881,BATCH000013,QC1,2025-12-27T06:33:22.313Z,12,0,none,Y
INS0000882,BATCH000116,QC13,2026-01-03T23:43:20.741Z,34,1,coating_defect,Y
INS0000883,BATCH001909,QC12,2025-08-28T05:07:04.963Z,32,3,material_crack,N
INS0000884,BATCH000986,QC15,2026-01-11T12:09:06.364Z,13,2,weld_defect,Y
INS0000885,BATCH001127,QC17,2025-09-23T19:14:21.829Z,39,1,dimensional_error,Y
INS0000886,BATCH001333,QC11,2026-01-03T10:01:34.824Z,11,2,dimensional_error,Y
INS0000887,BATCH000812,QC17,2025-12-17T16:57:23.778Z,49,1,weld_defect,Y
INS0000888,BATCH000376,QC16,2025-12-18T22:01:11.626Z,17,1,dimensional_error,Y
INS0000889,BATCH000402,QC15,2025-07-27T09:07:37.376Z,39,0,none,Y
INS0000890,BATCH001683,QC16,2026-02-06T09:08:25.213Z,15,3,coating_defect,N
INS0000891,BATCH001608,QC1,2026-01-08T04:18:51.197Z,45,3,material_crack,N
INS0000892,BATCH001233,QC16,2026-01-08T00:12:32.232Z,10,4,coating_defect,N
INS0000893,BATCH001260,QC14,2025-07-21T09:56:25.555Z,13,3,weld_defect,N
INS0000894,BATCH000365,QC12,2025-08-26T05:33:11.733Z,14,2,coating_defect,Y
INS0000895,BATCH001285,QC2,2025-10-30T01:24:10.639Z,30,2,dimensional_error,Y
INS0000896,BATCH000168,QC9,2026-01-26T20:49:09.749Z,10,5,material_crack,N
INS0000897,BATCH000290,QC13,2025-11-25T19:37:52.046Z,29,1,material_crack,Y
INS0000898,BATCH000530,QC9,2025-06-01T05:21:59.585Z,46,5,dimensional_error,N
INS0000899,BATCH000152,QC11,2025-09-12T01:23:23.539Z,15,2,material_crack,Y
INS0000900,BATCH001353,QC2,2026-01-10T21:50:30.288Z,28,0,none,Y
INS0000901,BATCH001172,QC4,2026-01-23T09:17:06.900Z,18,5,dimensional_error,N
INS0000902,BATCH001989,QC18,2025-09-26T02:36:08.344Z,46,5,surface_scratch,N
INS0000903,BATCH000680,QC14,2026-02-01T00:15:24.803Z,43,0,none,Y
INS0000904,BATCH000170,QC19,2025-11-10T11:21:52.119Z,15,2,weld_defect,Y
INS0000905,BATCH000928,QC20,2026-02-08T06:01:45.890Z,17,5,dimensional_error,N
INS0000906,BATCH000050,QC16,2026-01-19T16:07:26.904Z,32,5,material_crack,N
INS0000907,BATCH000672,QC4,2026-02-04T20:51:00.997Z,18,4,weld_defect,N
INS0000908,BATCH001620,QC5,2025-08-10T14:46:40.258Z,46,0,none,Y
