account_id,customer_id,account_type,balance,credit_limit,opened_at,status,risk_score
ACC00000777,CUST0001151,credit,85000.06,7666,2021-08-21,active,13
ACC00000778,CUST0000036,credit,86491.11,27126,2023-05-18,active,41
ACC00000779,CUST0000215,savings,40649.51,0,2020-07-11,closed,32
ACC00000780,CUST0000740,savings,12010.3,0,2020-10-29,active,15
ACC00000781,CUST0001134,checking,13896.73,0,2025-05-08,closed,1
ACC00000782,CUST0000383,checking,19155.41,0,2025-07-10,active,96
ACC00000783,CUST0001120,credit,28662.25,42673,2024-01-07,suspended,64
ACC00000784,CUST0001179,checking,44635.65,0,2020-08-03,active,91
ACC00000785,CUST0000140,savings,54368.71,0,2025-05-10,active,23
ACC00000786,CUST0001082,checking,78942.96,0,2020-11-07,active,9
ACC00000787,CUST0001155,checking,69699.45,0,2025-04-21,closed,40
ACC00000788,CUST0000281,credit,58820.76,26257,2021-11-21,active,88
ACC00000789,CUST0000477,credit,6258.87,19103,2025-05-21,suspended,84
ACC00000790,CUST0000112,checking,13351.87,0,2024-01-31,closed,48
ACC00000791,CUST0000332,credit,4747.63,16194,2021-05-08,closed,62
ACC00000792,CUST0001356,savings,99678.36,0,2024-05-15,active,33
ACC00000793,CUST0001469,credit,46199.4,4645,2022-12-21,suspended,100
ACC00000794,CUST0000789,checking,63348.11,0,2022-06-11,closed,16
ACC00000795,CUST0000216,credit,91660.88,40191,2021-09-13,closed,83
ACC00000796,CUST0000912,savings,71706.58,0,2021-06-04,active,57
ACC00000797,CUST0000215,credit,69021.97,5694,2024-04-22,closed,75
ACC00000798,CUST0000376,checking,84228.36,0,2023-12-02,suspended,56
ACC00000799,CUST0001390,credit,53436.15,27004,2025-11-13,active,23
ACC00000800,CUST0001247,checking,55190.08,0,2025-01-13,active,35
ACC00000801,CUST0000726,savings,75705.26,0,2021-04-26,active,10
ACC00000802,CUST0001409,checking,1718.35,0,2020-08-01,active,25
ACC00000803,CUST0000027,savings,59691,0,2020-02-18,active,38
ACC00000804,CUST0000452,checking,51803.19,0,2024-02-10,active,57
ACC00000805,CUST0001064,checking,47147.9,0,2022-07-27,closed,25
ACC00000806,CUST0000170,savings,14988.27,0,2022-01-17,active,75
ACC00000807,CUST0000539,savings,37118.81,0,2023-11-01,active,72
ACC00000808,CUST0000182,credit,85326.77,22821,2021-04-25,active,27
ACC00000809,CUST0001451,checking,37523.48,0,2021-12-06,suspended,39
ACC00000810,CUST0000728,credit,65499.69,17668,2025-07-26,active,53
ACC00000811,CUST0001270,checking,89854.43,0,2021-05-26,active,81
ACC00000812,CUST0000949,savings,2742.35,0,2021-05-27,active,89
ACC00000813,CUST0000617,checking,454.63,0,2024-08-04,active,24
ACC00000814,CUST0000129,credit,76230.9,33691,2020-03-03,active,85
ACC00000815,CUST0001093,credit,56534.93,3673,2022-10-28,closed,39
ACC00000816,CUST0000020,savings,84665.6,0,2021-02-03,active,69
ACC00000817,CUST0000605,savings,39940.38,0,2023-12-04,active,10
ACC00000818,CUST0000618,credit,93135.85,43086,2024-05-14,active,32
ACC00000819,CUST0000593,checking,41161.26,0,2022-01-23,active,28
ACC00000820,CUST0000903,credit,22657.59,33283,2025-07-11,suspended,22
ACC00000821,CUST0000579,checking,98993.2,0,2024-03-14,active,34
ACC00000822,CUST0000251,checking,12454.56,0,2024-07-02,active,30
ACC00000823,CUST0000396,credit,25057.7,49785,2025-09-28,active,39
ACC00000824,CUST0001358,checking,17047.59,0,2024-07-03,active,35
ACC00000825,CUST0000793,savings,88946.04,0,2021-11-11,active,36
ACC00000826,CUST0001204,credit,13241.32,24707,2022-04-20,active,10
ACC00000827,CUST0001162,savings,-2186.94,0,2021-12-18,suspended,96
ACC00000828,CUST0001005,checking,89605.28,0,2021-12-25,suspended,24
ACC00000829,CUST0000244,savings,10241.5,0,2022-02-08,suspended,54
ACC00000830,CUST0000034,credit,23417.71,20371,2025-01-10,closed,32
ACC00000831,CUST0000134,credit,28859.45,8278,2021-05-16,active,36
ACC00000832,CUST0000282,savings,84632.62,0,2020-04-15,closed,94
ACC00000833,CUST0000143,savings,21628.74,0,2023-06-13,active,76
ACC00000834,CUST0001188,savings,24169.62,0,2024-07-22,active,5
ACC00000835,CUST0000894,savings,25093.95,0,2023-01-21,active,79
ACC00000836,CUST0000229,savings,49123.08,0,2020-09-06,closed,79
ACC00000837,CUST0000010,savings,4301.1,0,2022-10-23,active,66
ACC00000838,CUST0001413,savings,57934.05,0,2022-05-02,active,85
ACC00000839,CUST0000642,credit,36409.06,36370,2020-11-18,active,13
ACC00000840,CUST0000034,checking,72032.76,0,2020-04-11,active,27
ACC00000841,CUST0000002,credit,10374.39,25399,2021-11-19,active,29
ACC00000842,CUST0000665,savings,56818.34,0,2021-02-26,active,57
ACC00000843,CUST0000018,credit,76839.73,43692,2020-06-16,active,51
ACC00000844,CUST0001226,savings,40710.43,0,2022-09-28,closed,14
ACC00000845,CUST0001455,checking,95285.95,0,2024-10-05,active,63
ACC00000846,CUST0000885,checking,92929.92,0,2021-04-12,suspended,9
ACC00000847,CUST0000474,savings,19953.22,0,2022-06-30,active,88
ACC00000848,CUST0000193,checking,66475.47,0,2024-07-28,active,35
ACC00000849,CUST0000356,savings,72980.9,0,2022-01-03,active,30
ACC00000850,CUST0000825,checking,60408.67,0,2021-10-17,active,77
ACC00000851,CUST0001212,savings,97799.09,0,2025-02-18,active,88
ACC00000852,CUST0000831,credit,2620.06,8093,2020-01-28,active,24
ACC00000853,CUST0000126,savings,50163.18,0,2021-06-05,active,75
ACC00000854,CUST0001339,checking,73605.12,0,2020-04-15,active,46
ACC00000855,CUST0000681,credit,92739.87,46037,2023-06-11,active,39
ACC00000856,CUST0000392,savings,44920.97,0,2025-10-07,closed,4
ACC00000857,CUST0001344,savings,5713.12,0,2023-01-04,active,51
ACC00000858,CUST0000586,credit,11283.59,42264,2024-12-17,active,5
ACC00000859,CUST0001472,savings,68007.33,0,2020-09-16,closed,1
ACC00000860,CUST0001479,credit,6141.45,20483,2022-06-25,active,24
ACC00000861,CUST0000449,savings,92676.68,0,2021-06-27,active,30
ACC00000862,CUST0000991,checking,24540.08,0,2021-10-15,active,30
ACC00000863,CUST0000470,savings,24227.97,0,2020-02-26,closed,63
ACC00000864,CUST0000353,credit,26075.09,31513,2020-05-11,closed,7
ACC00000865,CUST0001410,credit,87115.99,6590,2021-08-30,active,74
ACC00000866,CUST0000965,checking,26920.3,0,2023-12-22,suspended,98
ACC00000867,CUST0000779,credit,21131.95,12268,2020-11-28,active,47
ACC00000868,CUST0000994,savings,48972.91,0,2023-03-06,suspended,10
ACC00000869,CUST0000415,savings,66943.1,0,2023-07-28,suspended,44
ACC00000870,CUST0000869,checking,81132.2,0,2021-08-11,active,68
ACC00000871,CUST0001107,savings,23515.07,0,2023-04-27,active,67
ACC00000872,CUST0000571,credit,1696.72,15348,2021-09-11,suspended,98
ACC00000873,CUST0000354,checking,84858.86,0,2024-06-16,active,95
ACC00000874,CUST0000673,savings,44604.81,0,2020-08-12,suspended,84
ACC00000875,CUST0000723,credit,21251.95,38909,2024-01-19,active,99
ACC00000876,CUST0001451,checking,55698.82,0,2020-12-05,closed,21
ACC00000877,CUST0000638,checking,97114.89,0,2021-08-20,active,80
ACC00000878,CUST0000594,checking,81990.75,0,2025-11-03,active,95
ACC00000879,CUST0000170,savings,83618.03,0,2024-01-30,active,9
ACC00000880,CUST0000921,savings,20380.69,0,2022-08-09,active,59
ACC00000881,CUST0000123,savings,57615.1,0,2020-05-21,closed,75
ACC00000882,CUST0000326,credit,49704.78,20965,2025-06-15,active,22
ACC00000883,CUST0000279,savings,21115.83,0,2022-11-17,suspended,80
ACC00000884,CUST0000458,savings,84207.9,0,2025-04-12,closed,16
ACC00000885,CUST0001112,savings,73628.39,0,2025-01-17,active,99
ACC00000886,CUST0001408,checking,14005.7,0,2021-01-06,closed,29
ACC00000887,CUST0000029,checking,47409.51,0,2023-06-12,suspended,13
ACC00000888,CUST0001091,savings,32681.18,0,2022-03-14,active,39
ACC00000889,CUST0001158,savings,90421.84,0,2024-06-09,suspended,4
ACC00000890,CUST0000877,credit,79961,44050,2025-03-29,active,97
ACC00000891,CUST0000701,credit,63330.47,36946,2021-03-03,closed,65
ACC00000892,CUST0000813,savings,-1436.6,0,2025-09-20,active,92
ACC00000893,CUST0000581,savings,58853.03,0,2024-02-28,active,97
ACC00000894,CUST0000609,checking,56553.82,0,2023-01-01,active,53
ACC00000895,CUST0000222,credit,43559.17,36917,2021-01-09,active,39
ACC00000896,CUST0001108,checking,69283.36,0,2024-12-14,active,28
ACC00000897,CUST0001324,credit,98378.7,6605,2022-09-09,active,9
ACC00000898,CUST0000716,savings,39740.89,0,2025-06-12,active,22
ACC00000899,CUST0000003,checking,71118.69,0,2020-03-20,active,42
ACC00000900,CUST0001106,savings,7928.94,0,2022-12-08,closed,29
ACC00000901,CUST0000129,savings,28078.7,0,2023-04-24,active,25
ACC00000902,CUST0000418,checking,23969.16,0,2023-02-03,active,33
ACC00000903,CUST0000790,credit,52844.74,14090,2023-09-23,active,38
ACC00000904,CUST0000431,credit,37863.05,25005,2022-06-30,closed,86
ACC00000905,CUST0000186,savings,79056.7,0,2022-02-21,active,49
ACC00000906,CUST0001420,savings,99632.67,0,2022-12-31,active,36
ACC00000907,CUST0000601,checking,31616.21,0,2022-05-07,active,96
ACC00000908,CUST0000766,checking,-3410.6,0,2021-06-08,active,43
ACC00000909,CUST0001034,credit,91464.86,27406,2025-08-01,suspended,71
ACC00000910,CUST0000526,savings,-4002.76,0,2021-06-15,active,19
ACC00000911,CUST0000473,savings,30794.64,0,2023-02-23,active,80
ACC00000912,CUST0001311,credit,-517.41,22165,2023-10-05,closed,34
ACC00000913,CUST0000645,checking,60599.42,0,2022-05-05,active,15
ACC00000914,CUST0001230,checking,3331.95,0,2021-05-24,closed,31
ACC00000915,CUST0000483,credit,6896.85,31816,2025-08-31,suspended,41
ACC00000916,CUST0001023,checking,41044.89,0,2023-06-26,active,8
ACC00000917,CUST0000244,checking,26915.48,0,2023-01-17,closed,88
ACC00000918,CUST0001261,checking,79721.98,0,2020-02-10,active,27
ACC00000919,CUST0000086,savings,13488.97,0,2022-06-29,active,38
ACC00000920,CUST0000675,credit,96712.19,35719,2022-06-02,closed,9
ACC00000921,CUST0000103,savings,30079.79,0,2025-01-12,active,84
ACC00000922,CUST0000317,savings,40618.92,0,2025-04-20,active,49
ACC00000923,CUST0001341,savings,25386.16,0,2024-07-30,active,30
ACC00000924,CUST0000991,savings,71948.18,0,2024-08-01,active,67
ACC00000925,CUST0000067,credit,56241.57,13355,2020-09-02,suspended,71
ACC00000926,CUST0000334,savings,92490.77,0,2023-12-25,closed,32
ACC00000927,CUST0001145,savings,5229.64,0,2024-04-28,active,2
ACC00000928,CUST0001126,credit,20463.85,12211,2021-11-29,active,9
ACC00000929,CUST0000050,checking,54028.39,0,2025-01-01,closed,97
ACC00000930,CUST0001292,checking,14345.1,0,2024-11-20,active,80
ACC00000931,CUST0001427,credit,72968.55,10066,2023-04-17,active,79
ACC00000932,CUST0000882,savings,84259.43,0,2022-09-01,closed,81
ACC00000933,CUST0000885,checking,44715.61,0,2022-09-18,active,73
ACC00000934,CUST0001232,checking,995.56,0,2024-12-11,active,98
ACC00000935,CUST0000820,checking,92222.83,0,2020-06-19,closed,32
ACC00000936,CUST0000481,checking,92321.15,0,2024-07-15,closed,52
ACC00000937,CUST0001490,credit,51939.29,12882,2021-09-03,suspended,72
ACC00000938,CUST0000759,credit,32837.03,44590,2024-10-09,suspended,22
ACC00000939,CUST0001219,savings,70343.45,0,2020-10-19,suspended,98
ACC00000940,CUST0000335,credit,74575.3,44857,2022-08-14,active,96
ACC00000941,CUST0000858,credit,65848.73,33223,2024-02-19,suspended,45
ACC00000942,CUST0001252,savings,6958.04,0,2025-05-27,closed,78
ACC00000943,CUST0000841,checking,92678.2,0,2020-03-10,active,59
ACC00000944,CUST0001210,credit,83587.45,44728,2020-02-09,closed,70
ACC00000945,CUST0001217,savings,29364.48,0,2023-08-03,active,49
ACC00000946,CUST0001435,savings,91053.78,0,2020-06-13,active,77
ACC00000947,CUST0000195,credit,54943.71,26139,2021-11-14,active,70
ACC00000948,CUST0000805,checking,2429.18,0,2021-04-03,suspended,24
ACC00000949,CUST0000296,checking,18664.75,0,2020-05-09,suspended,41
ACC00000950,CUST0000531,savings,45040.11,0,2024-03-15,suspended,6
ACC00000951,CUST0000914,savings,52508.69,0,2023-02-15,closed,39
ACC00000952,CUST0001401,credit,30295.72,48869,2020-12-20,active,7
ACC00000953,CUST0000258,checking,63502.08,0,2021-05-11,active,64
ACC00000954,CUST0000623,checking,74878.51,0,2024-02-10,active,67
ACC00000955,CUST0001198,savings,32625.6,0,2022-06-02,suspended,14
ACC00000956,CUST0001358,savings,3072.54,0,2021-01-29,active,54
ACC00000957,CUST0000446,checking,84593.88,0,2024-11-06,suspended,95
ACC00000958,CUST0001310,checking,59418.55,0,2025-06-04,active,14
ACC00000959,CUST0000275,checking,24305.14,0,2021-08-25,active,16
ACC00000960,CUST0000446,credit,82085.65,34201,2022-10-24,active,73
ACC00000961,CUST0000806,checking,48387.73,0,2024-05-22,active,61
ACC00000962,CUST0000237,credit,66961.09,21970,2020-11-07,active,76
ACC00000963,CUST0000210,savings,34012.63,0,2024-10-01,closed,52
ACC00000964,CUST0000422,credit,14983.44,16540,2021-11-07,active,31
ACC00000965,CUST0000508,credit,33604.53,41351,2025-08-08,active,72
ACC00000966,CUST0001254,savings,18032.95,0,2024-10-29,closed,13
ACC00000967,CUST0000808,savings,19208.55,0,2021-01-06,closed,98
ACC00000968,CUST0001431,savings,86131.16,0,2022-06-11,suspended,17
ACC00000969,CUST0001301,savings,67296.31,0,2024-01-27,closed,61
ACC00000970,CUST0000772,savings,71075.49,0,2022-01-10,active,26
ACC00000971,CUST0000654,savings,86353.84,0,2025-10-17,closed,63
ACC00000972,CUST0000728,checking,66667.38,0,2023-02-17,active,53
ACC00000973,CUST0001430,checking,78601.88,0,2020-05-25,active,56
ACC00000974,CUST0000006,credit,79417.43,17187,2024-06-29,active,31
ACC00000975,CUST0001046,savings,18616.81,0,2025-03-03,active,9
ACC00000976,CUST0000324,savings,63387.08,0,2023-03-17,closed,7
ACC00000977,CUST0000613,savings,58803.19,0,2023-03-31,active,62
ACC00000978,CUST0000830,savings,91016.11,0,2023-11-03,active,76
ACC00000979,CUST0000478,checking,35952.83,0,2020-07-06,active,95
ACC00000980,CUST0000571,credit,49798.28,36802,2022-08-11,suspended,90
ACC00000981,CUST0001418,savings,42385.26,0,2022-03-20,active,19
ACC00000982,CUST0000218,checking,25047.91,0,2024-08-07,active,77
ACC00000983,CUST0000584,savings,59805.47,0,2025-06-23,suspended,56
ACC00000984,CUST0001339,credit,46408,47059,2025-07-14,active,15
ACC00000985,CUST0000841,checking,27742.03,0,2021-05-14,active,35
ACC00000986,CUST0001493,savings,361.67,0,2020-06-23,active,53
ACC00000987,CUST0001193,checking,57785.94,0,2020-08-30,suspended,19
ACC00000988,CUST0000841,checking,97101.71,0,2024-04-27,active,95
ACC00000989,CUST0000479,checking,67806.2,0,2022-01-06,active,5
ACC00000990,CUST0000580,checking,31659.35,0,2025-05-14,active,19
ACC00000991,CUST0000181,credit,40438.86,47034,2025-01-08,active,35
ACC00000992,CUST0000833,credit,47020.95,37576,2024-12-19,active,16
ACC00000993,CUST0000550,checking,-2014.76,0,2023-06-11,suspended,16
ACC00000994,CUST0001138,credit,8760.05,35872,2023-09-05,suspended,35
ACC00000995,CUST0001450,checking,54162.45,0,2021-04-10,suspended,48
ACC00000996,CUST0001136,credit,-4100.9,43543,2020-02-26,suspended,61
ACC00000997,CUST0000203,credit,36484.23,28741,2021-09-21,closed,13
ACC00000998,CUST0000183,checking,11873.46,0,2024-08-19,active,79
ACC00000999,CUST0001393,checking,79130.19,0,2023-06-25,active,9
ACC00001000,CUST0000281,checking,87800.61,0,2022-11-27,suspended,63
ACC00001001,CUST0001134,credit,-2134.34,49479,2021-10-27,active,98
ACC00001002,CUST0001332,credit,39876.73,49283,2024-03-18,closed,31
ACC00001003,CUST0000034,credit,6106.73,23700,2022-01-27,closed,74
ACC00001004,CUST0001200,credit,48524.09,37643,2023-10-09,suspended,46
ACC00001005,CUST0001406,savings,84054.88,0,2020-04-07,active,67
ACC00001006,CUST0000053,savings,-528.98,0,2023-10-12,closed,21
ACC00001007,CUST0001395,savings,-1399.77,0,2021-07-19,active,96
ACC00001008,CUST0001033,credit,73497.33,24289,2022-05-19,active,45
ACC00001009,CUST0000113,checking,51812.93,0,2020-10-30,closed,41
ACC00001010,CUST0001411,savings,71931.49,0,2021-06-02,active,75
ACC00001011,CUST0000812,credit,7169.14,38832,2022-12-27,suspended,83
ACC00001012,CUST0001142,checking,72052.35,0,2024-07-22,suspended,36
ACC00001013,CUST0000505,credit,49713.66,29323,2024-09-03,active,86
ACC00001014,CUST0001284,credit,14506.46,27011,2020-07-06,active,49
ACC00001015,CUST0000421,checking,4110.84,0,2024-03-11,active,16
ACC00001016,CUST0000905,credit,57233.7,20449,2023-11-29,active,18
ACC00001017,CUST0000140,checking,60312.71,0,2021-07-15,suspended,66
ACC00001018,CUST0000122,checking,86201.63,0,2023-07-08,closed,64
ACC00001019,CUST0000972,savings,66837.44,0,2024-04-02,active,55
ACC00001020,CUST0000080,savings,58564.83,0,2023-04-23,suspended,97
ACC00001021,CUST0000528,checking,96587.14,0,2020-05-04,active,1
ACC00001022,CUST0001159,savings,42196.96,0,2023-12-10,suspended,98
ACC00001023,CUST0000940,savings,19180.98,0,2022-04-20,suspended,92
ACC00001024,CUST0001500,credit,23163.03,8658,2023-05-18,active,47
ACC00001025,CUST0000339,credit,82700.69,44253,2025-03-10,suspended,16
ACC00001026,CUST0000230,checking,57850.6,0,2022-09-30,active,98
ACC00001027,CUST0000118,savings,40144.25,0,2022-01-14,closed,12
ACC00001028,CUST0000066,savings,27333.45,0,2020-11-29,closed,91
ACC00001029,CUST0000859,checking,-3706.3,0,2024-11-11,suspended,43
ACC00001030,CUST0001467,checking,79316.8,0,2020-03-31,suspended,30
ACC00001031,CUST0000760,savings,76443.97,0,2023-12-07,active,24
ACC00001032,CUST0001142,savings,41518.2,0,2024-12-31,closed,42
ACC00001033,CUST0000457,credit,76714.61,33218,2022-09-10,active,47
ACC00001034,CUST0000421,savings,3058.04,0,2020-04-06,closed,37
ACC00001035,CUST0000616,checking,62903.21,0,2020-10-04,suspended,28
ACC00001036,CUST0001382,credit,-2240.09,23530,2022-10-29,active,36
ACC00001037,CUST0001382,credit,24575.95,39882,2021-06-08,active,39
ACC00001038,CUST0000794,checking,47331.71,0,2020-03-20,active,69
ACC00001039,CUST0001068,credit,73972.24,37152,2023-03-13,suspended,96
ACC00001040,CUST0000281,credit,-1798.91,6606,2025-09-24,suspended,65
ACC00001041,CUST0000108,savings,13408.48,0,2023-09-04,active,12
ACC00001042,CUST0001480,savings,85492.57,0,2022-12-04,closed,84
ACC00001043,CUST0000055,checking,36263.39,0,2021-05-14,active,30
ACC00001044,CUST0000426,credit,23587.86,35514,2020-09-28,active,76
ACC00001045,CUST0000124,credit,34906.08,18816,2025-10-29,active,66
ACC00001046,CUST0000424,credit,71099.58,31945,2022-10-18,active,87
ACC00001047,CUST0000502,savings,22630.49,0,2023-02-14,active,29
ACC00001048,CUST0000533,credit,-714.26,34632,2021-11-07,active,14
ACC00001049,CUST0000975,savings,23152.06,0,2020-12-06,suspended,85
ACC00001050,CUST0001043,credit,39741.15,45971,2020-10-22,closed,71
ACC00001051,CUST0000862,savings,79204.91,0,2025-01-04,active,75
ACC00001052,CUST0001054,savings,53415.7,0,2023-10-26,active,52
ACC00001053,CUST0001171,credit,60745.27,6660,2022-11-05,active,49
ACC00001054,CUST0000503,checking,70677.75,0,2023-10-25,active,40
ACC00001055,CUST0000524,credit,83413.59,3107,2025-01-23,active,9
ACC00001056,CUST0000988,credit,24492.35,14716,2023-10-30,active,79
ACC00001057,CUST0000679,credit,49587.97,17126,2022-03-03,active,44
ACC00001058,CUST0000548,savings,1876.17,0,2023-05-07,closed,36
ACC00001059,CUST0000900,checking,72384.15,0,2020-05-14,active,77
ACC00001060,CUST0000510,checking,25501.52,0,2022-07-15,suspended,57
ACC00001061,CUST0001490,savings,20786.81,0,2022-10-07,suspended,34
ACC00001062,CUST0000007,savings,60804.91,0,2024-05-25,closed,6
ACC00001063,CUST0000961,checking,57478.87,0,2024-05-04,active,74
ACC00001064,CUST0001452,savings,43160.17,0,2023-08-21,closed,90
ACC00001065,CUST0001068,credit,24275.8,11351,2023-12-31,active,93
ACC00001066,CUST0000741,checking,30365.57,0,2023-04-03,active,48
ACC00001067,CUST0000922,credit,78668.14,6681,2024-07-15,active,36
ACC00001068,CUST0000086,credit,9079.66,25608,2025-05-27,active,60
ACC00001069,CUST0000001,credit,5292.15,42750,2021-05-25,closed,67
ACC00001070,CUST0001376,credit,6616.61,19910,2025-07-01,active,31
ACC00001071,CUST0000639,savings,8989.06,0,2024-12-29,closed,29
ACC00001072,CUST0000684,checking,46697.69,0,2020-07-06,suspended,26
ACC00001073,CUST0001180,credit,15129.7,5946,2020-09-10,active,26
ACC00001074,CUST0001456,credit,56766.22,20435,2021-02-14,active,25
ACC00001075,CUST0001486,checking,10936.88,0,2020-02-07,closed,52
ACC00001076,CUST0000896,checking,22930.67,0,2022-02-05,suspended,8
ACC00001077,CUST0001320,credit,66389.59,15751,2025-10-28,active,23
ACC00001078,CUST0000487,checking,89435.94,0,2021-10-09,suspended,60
ACC00001079,CUST0000313,checking,68883.66,0,2022-07-14,active,51
ACC00001080,CUST0000258,checking,52316.18,0,2021-01-20,active,51
ACC00001081,CUST0001430,savings,33420.55,0,2024-10-11,suspended,82
ACC00001082,CUST0000079,checking,25969.54,0,2025-03-08,active,86
ACC00001083,CUST0001408,savings,3848.38,0,2022-09-19,suspended,46
ACC00001084,CUST0000128,credit,54696.46,29402,2020-04-17,active,56
ACC00001085,CUST0000259,savings,6141.02,0,2021-03-24,active,63
ACC00001086,CUST0000168,savings,71720.95,0,2022-09-03,active,76
ACC00001087,CUST0000681,savings,76042.34,0,2022-03-21,active,39
ACC00001088,CUST0001090,checking,38497.81,0,2021-10-29,active,73
ACC00001089,CUST0000846,savings,4445.47,0,2020-05-21,active,82
ACC00001090,CUST0000534,credit,10229.97,41690,2024-11-29,active,96
ACC00001091,CUST0000086,checking,-182.01,0,2023-09-22,suspended,62
ACC00001092,CUST0001230,savings,-3848.59,0,2021-07-25,active,1
ACC00001093,CUST0001224,credit,45642.26,19360,2024-05-02,active,93
ACC00001094,CUST0000314,savings,11723.32,0,2021-08-25,active,87
ACC00001095,CUST0001400,savings,2864.25,0,2020-02-02,suspended,51
ACC00001096,CUST0000950,credit,35332.62,14199,2020-09-20,active,23
ACC00001097,CUST0000561,credit,83552.95,32445,2020-08-02,closed,22
ACC00001098,CUST0000121,credit,44770.89,36566,2021-07-08,active,41
ACC00001099,CUST0001126,savings,-1554.88,0,2022-03-28,active,70
ACC00001100,CUST0001285,checking,16555.94,0,2024-05-17,suspended,30
ACC00001101,CUST0001237,savings,45232.96,0,2025-04-03,closed,51
ACC00001102,CUST0000815,savings,29844.27,0,2023-12-20,closed,97
ACC00001103,CUST0000695,checking,274.44,0,2021-12-04,active,62
ACC00001104,CUST0000160,savings,78401.28,0,2024-02-07,closed,50
ACC00001105,CUST0001180,checking,20372.12,0,2023-09-04,suspended,35
ACC00001106,CUST0000357,credit,98673.19,27323,2024-12-09,active,56
ACC00001107,CUST0000905,savings,48085.01,0,2025-11-05,closed,55
ACC00001108,CUST0001284,checking,-810.15,0,2021-09-13,closed,28
ACC00001109,CUST0001206,savings,4534.66,0,2021-03-01,active,84
ACC00001110,CUST0000043,savings,1879.14,0,2022-02-26,active,43
ACC00001111,CUST0000920,savings,34032.84,0,2024-03-19,active,1
ACC00001112,CUST0001123,savings,2481.62,0,2022-08-16,active,46
ACC00001113,CUST0000277,savings,47910.18,0,2022-11-23,active,91
ACC00001114,CUST0000355,checking,72841.63,0,2020-05-10,suspended,86
ACC00001115,CUST0000942,credit,70521.5,30810,2023-11-21,closed,100
ACC00001116,CUST0000704,credit,24253.71,34781,2025-03-29,active,30
ACC00001117,CUST0000611,credit,73221.34,26663,2025-05-06,suspended,49
ACC00001118,CUST0000984,checking,86214.26,0,2022-08-29,suspended,43
ACC00001119,CUST0000571,checking,41591.48,0,2021-10-06,suspended,49
ACC00001120,CUST0001350,credit,-623.4,1685,2021-07-24,active,21
ACC00001121,CUST0000082,checking,83743.69,0,2021-05-20,active,61
ACC00001122,CUST0000554,checking,17205.04,0,2023-08-16,active,92
ACC00001123,CUST0001174,credit,40565.67,31886,2020-06-11,active,44
ACC00001124,CUST0001310,savings,46782.01,0,2022-06-30,suspended,5
ACC00001125,CUST0001278,savings,71938.26,0,2021-07-26,active,64
ACC00001126,CUST0000479,credit,53285.5,19100,2022-12-22,closed,98
ACC00001127,CUST0000787,savings,2713.69,0,2022-04-24,active,48
ACC00001128,CUST0000460,savings,87937.63,0,2022-12-01,suspended,39
ACC00001129,CUST0001323,checking,55694.48,0,2022-07-25,closed,8
ACC00001130,CUST0001278,checking,53260.37,0,2020-10-16,closed,81
ACC00001131,CUST0000908,savings,75325.3,0,2021-09-23,active,32
ACC00001132,CUST0000342,credit,-2013.54,46770,2024-06-13,closed,74
ACC00001133,CUST0000482,credit,64705.75,29834,2021-09-20,active,34
ACC00001134,CUST0001136,checking,28654.72,0,2023-07-18,active,27
ACC00001135,CUST0000630,credit,87906.14,41365,2023-04-30,active,6
ACC00001136,CUST0000412,credit,97301.97,17723,2023-04-30,suspended,80
ACC00001137,CUST0001134,checking,42936.34,0,2024-11-17,suspended,26
ACC00001138,CUST0000104,savings,98777.5,0,2025-11-20,active,96
ACC00001139,CUST0000635,credit,25941.66,12473,2021-03-21,closed,35
ACC00001140,CUST0001405,credit,65031.64,7710,2025-02-16,closed,24
ACC00001141,CUST0000008,credit,44612.66,49731,2022-05-27,active,66
ACC00001142,CUST0000538,savings,14699.75,0,2023-02-06,active,76
ACC00001143,CUST0001107,savings,-4452.57,0,2022-03-03,active,79
ACC00001144,CUST0000204,checking,34773.42,0,2024-09-19,active,23
ACC00001145,CUST0000120,credit,24738.66,37364,2024-08-06,active,34
ACC00001146,CUST0000296,checking,81501.92,0,2023-03-08,closed,54
ACC00001147,CUST0000606,checking,20961.19,0,2021-08-31,closed,42
ACC00001148,CUST0001447,credit,-307.94,35867,2024-03-27,active,41
ACC00001149,CUST0000154,credit,61111.18,19218,2022-03-16,closed,96
ACC00001150,CUST0000231,savings,99818.46,0,2022-09-27,active,61
ACC00001151,CUST0000885,credit,37754.5,23727,2024-06-26,suspended,8
ACC00001152,CUST0000461,checking,56866.78,0,2024-05-25,closed,62
ACC00001153,CUST0000365,checking,-533.81,0,2024-09-01,active,58
ACC00001154,CUST0000042,credit,21929.06,22578,2024-01-23,closed,95
ACC00001155,CUST0001002,savings,81068.4,0,2024-01-18,closed,6
ACC00001156,CUST0000372,checking,92425.55,0,2021-01-16,active,12
ACC00001157,CUST0000642,credit,53661.71,32063,2023-03-24,active,33
ACC00001158,CUST0000502,checking,2261.16,0,2024-12-17,active,62
ACC00001159,CUST0001454,checking,-4512.84,0,2020-10-12,closed,60
ACC00001160,CUST0000289,savings,23380.87,0,2023-08-06,active,58
ACC00001161,CUST0000647,savings,52684.84,0,2025-10-08,closed,54
ACC00001162,CUST0000459,credit,23962.9,33829,2023-09-14,active,54
ACC00001163,CUST0000761,credit,79489.52,40253,2024-12-05,closed,42
ACC00001164,CUST0000973,checking,50852.04,0,2024-07-12,active,8
